episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,26,26,-31.05,0.9998,0,1,18,-0.28201,0.042,-0.1752,0.12959,0.02801,0.0
2,400,17,17,-46.95,0.9995,0,1,24,-0.30543,0.06426,-0.26541,0.18255,0.04466,0.0
3,400,20,20,-47.6,0.9993,0,1,25,-0.33582,0.15413,-0.32517,0.17533,0.07947,0.0
4,400,21,21,-30.85,0.999,0,1,27,-0.30882,0.28075,-0.28222,0.24884,0.14284,0.0
5,400,12,12,-52.4,0.9988,0,1,27,-0.26996,0.47054,-0.23746,0.47443,0.1667,0.0
6,400,24,24,-42.6,0.9986,0,1,28,-0.15645,0.46444,-0.11659,0.48581,0.35696,0.0
7,400,12,13,-45.85,0.9983,0,1,28,-0.03768,0.58714,-0.00851,0.64501,0.43721,0.0
8,400,15,15,-48.15,0.9981,0,1,29,0.01746,0.43535,0.01524,0.60515,0.4815,0.0
9,400,25,25,-48.15,0.9979,0,1,29,0.04235,0.50044,0.08046,0.88062,0.53683,0.0
10,400,23,23,-44.85,0.9976,0,1,30,0.24354,0.72258,0.25414,0.88398,0.68239,0.0
11,400,13,13,-51.9,0.9974,0,1,30,0.24354,0.72258,0.25414,0.9325,0.68239,0.0
12,400,15,15,-60.25,0.9971,0,1,30,0.24312,0.68981,0.24771,0.79608,0.69003,0.0
13,400,12,12,-53.45,0.9969,0,1,31,0.24511,0.71897,0.2542,0.85889,0.69949,0.0
14,400,17,17,-49.45,0.9967,0,1,31,0.2079,0.72033,0.24907,0.89579,0.68445,0.0
15,400,18,18,-54.9,0.9964,0,1,31,0.21435,0.81089,0.24907,0.79713,0.68445,0.0
16,400,26,26,-33.5,0.9962,0,1,31,0.29877,0.95638,0.36257,1.03826,0.81138,0.0
17,400,11,11,-56.8,0.996,0,1,31,0.39881,0.91425,0.39996,1.00565,0.86062,0.0
18,400,19,19,-45.0,0.9957,0,1,31,0.42076,0.90151,0.42475,0.9907,0.8733,0.0
19,400,24,24,-40.7,0.9955,0,1,32,0.43756,1.02682,0.43313,1.24213,0.87868,0.0
20,400,10,10,-60.3,0.9952,0,1,32,0.46379,0.81298,0.49186,1.00877,0.9245,0.0
21,400,26,26,-41.45,0.995,0,1,32,0.52821,0.92994,0.51563,1.4536,0.96548,0.0
22,400,14,14,-58.25,0.9948,0,1,32,0.54906,1.10546,0.59409,1.06138,1.00547,0.0
23,400,18,18,-46.15,0.9945,0,1,32,0.54004,1.06796,0.56168,1.04421,0.99013,0.0
24,400,15,15,-46.85,0.9943,0,1,32,0.50348,1.06857,0.52921,1.12893,0.97484,0.0
25,400,12,12,-49.6,0.9941,0,1,32,0.51566,1.07725,0.53025,1.08664,0.96843,0.0
26,400,18,18,-42.9,0.9938,0,1,32,0.4945,1.04894,0.48881,1.12354,0.94203,0.0
27,400,12,12,-58.2,0.9936,0,1,32,0.50333,1.12754,0.53189,1.20626,0.97284,0.0
28,400,21,22,-39.75,0.9933,0,1,32,0.66938,1.24313,0.64086,1.31963,1.07211,0.0
29,400,23,23,-44.2,0.9931,0,1,32,0.78889,1.20923,0.73797,1.52495,1.22201,0.0
30,400,23,23,-48.95,0.9929,0,1,32,0.8524,1.24292,0.8407,1.57351,1.2718,0.0
31,400,13,13,-54.1,0.9926,0,1,32,0.78704,1.2327,0.7925,1.2643,1.20765,0.0
32,400,20,20,-52.3,0.9924,0,1,32,0.75425,1.29132,0.76529,1.54556,1.17896,0.0
33,400,17,17,-46.2,0.9922,0,1,32,0.83501,1.32409,0.8787,1.58365,1.27007,0.0
34,400,14,14,-60.55,0.9919,0,1,32,0.83934,1.27128,0.88132,1.30161,1.27942,0.0
35,400,10,10,-57.7,0.9917,0,1,32,0.83943,1.29463,0.83161,1.31783,1.2527,0.0
36,400,7,7,-65.6,0.9915,0,1,32,0.83943,1.29463,0.83161,1.31783,1.2527,0.0
37,400,25,25,-29.25,0.9912,0,1,32,0.8278,1.33863,0.81608,1.55485,1.25465,0.0
38,400,10,10,-67.55,0.991,0,1,32,0.85638,1.28179,0.85212,1.34809,1.28569,0.0
39,400,20,20,-48.6,0.9907,0,1,32,0.81164,1.30271,0.81027,1.54473,1.25685,0.0
40,400,11,11,-56.35,0.9905,0,1,32,0.82442,1.32755,0.81329,1.43095,1.29165,0.0
41,400,16,16,-47.6,0.9903,0,1,32,0.80524,1.29402,0.80808,1.41245,1.2712,0.0
42,400,10,10,-58.95,0.99,0,1,32,0.83801,1.22873,0.82084,1.60039,1.31282,0.0
43,400,10,10,-56.8,0.9898,0,1,32,0.86197,1.24975,0.84013,1.54249,1.335,0.0
44,400,12,12,-52.5,0.9896,0,1,32,0.95547,1.41512,0.96435,1.62367,1.41078,0.0
45,400,11,11,-55.75,0.9893,0,1,32,0.89438,1.40119,0.88481,1.43204,1.37638,0.0
46,400,11,12,-50.3,0.9891,0,1,32,0.85952,1.35337,0.85291,1.38791,1.36162,0.0
47,400,9,9,-59.85,0.9888,0,1,32,0.79054,1.29855,0.79816,1.46008,1.29889,0.0
48,400,15,15,-53.05,0.9886,0,1,32,0.79696,1.30808,0.81028,1.4777,1.28228,0.0
49,400,17,17,-41.95,0.9884,0,1,32,0.84548,1.3222,0.87918,1.6959,1.33522,0.0
50,400,26,26,-34.85,0.9881,0,1,32,0.9552,1.29809,0.93115,1.61335,1.36544,0.0
51,400,17,17,-48.1,0.9879,0,1,32,0.90811,1.37719,0.92581,1.63958,1.34828,0.0
52,400,16,16,-50.4,0.9877,0,1,32,0.89035,1.35521,0.90007,1.38003,1.29069,0.0
53,400,23,23,-47.7,0.9874,0,1,32,0.91856,1.36915,0.88833,1.70979,1.34113,0.0
54,400,16,16,-51.8,0.9872,0,1,32,0.87536,1.39124,0.97063,1.69826,1.45255,0.0
55,400,15,15,-42.5,0.9869,0,1,32,0.96204,1.49792,0.97652,1.68192,1.42258,0.0
56,400,5,5,-62.55,0.9867,0,1,32,0.96204,1.49792,0.97652,1.68192,1.42258,0.0
57,400,14,14,-49.0,0.9865,0,1,32,0.96755,1.43641,0.96023,1.50544,1.42829,0.0
58,400,16,16,-56.05,0.9862,0,1,32,0.96769,1.45769,0.9058,1.50476,1.40256,0.0
59,400,26,26,-42.75,0.986,0,1,32,0.96324,1.37921,0.95986,1.6279,1.41698,0.0
60,400,13,13,-51.6,0.9858,0,1,32,0.90955,1.38315,0.93833,1.54162,1.37774,0.0
61,400,10,10,-59.95,0.9855,0,1,32,1.00761,1.45233,0.99608,1.66326,1.45665,0.0
62,400,8,8,-67.45,0.9853,0,1,32,1.00761,1.45233,0.99608,1.66326,1.45665,0.0
63,400,19,19,-40.5,0.985,0,1,32,1.02879,1.47824,1.03368,1.74699,1.49122,0.0
64,400,23,23,-50.9,0.9848,0,1,32,1.17036,1.51234,1.13838,2.00821,1.57326,0.0
