episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,14,14,-48.3,0.9995,0,1,12,-0.08012,0.01911,-0.15146,0.10587,0.00399,0.0
2,400,11,11,-58.35,0.999,0,1,17,-0.2851,0.07588,-0.32804,0.16586,0.0531,0.0
3,400,18,18,-51.85,0.9986,0,1,19,-0.28531,0.21167,-0.29162,0.27076,0.13331,0.0
4,400,7,7,-69.7,0.9981,0,1,23,-0.24734,0.15145,-0.25005,0.32769,0.16937,0.0
5,400,20,20,-42.7,0.9976,0,1,26,-0.26249,0.25294,-0.24686,0.37882,0.17733,0.0
6,400,7,7,-54.8,0.9971,0,1,26,-0.23045,0.32353,-0.17106,0.4535,0.21818,0.0
7,400,19,19,-44.55,0.9967,0,1,27,-0.17275,0.32619,-0.11932,0.46898,0.27601,0.0
8,400,12,12,-58.15,0.9962,0,1,28,-0.21936,0.27427,-0.17131,0.30722,0.23203,0.0
9,400,17,17,-48.5,0.9957,0,1,28,-0.18485,0.27349,-0.14081,0.40223,0.28706,0.0
10,400,16,16,-49.45,0.9952,0,1,30,-0.08962,0.33459,-0.08584,0.44883,0.36992,0.0
11,400,12,12,-58.05,0.9948,0,1,30,0.0762,0.33034,0.03384,0.54822,0.42254,0.0
12,400,25,25,-39.95,0.9943,0,1,30,0.05182,0.4077,0.02027,0.55581,0.42634,0.0
13,400,10,10,-62.7,0.9938,0,1,30,0.0491,0.57446,0.03951,0.6682,0.48087,0.0
14,400,17,17,-48.15,0.9933,0,1,30,0.16129,0.65205,0.08427,0.84455,0.55299,0.0
15,400,20,20,-41.2,0.9929,0,1,30,0.18673,0.70071,0.15911,0.89464,0.58253,0.0
16,400,7,7,-59.5,0.9924,0,1,30,0.18399,0.68571,0.18568,0.55581,0.61211,0.0
17,400,6,6,-58.6,0.9919,0,1,32,0.18399,0.68571,0.18568,0.55581,0.61211,0.0
18,400,14,14,-54.4,0.9915,0,1,32,0.21609,0.74445,0.22429,0.91626,0.65899,0.0
19,400,25,25,-38.25,0.991,0,1,32,0.22192,0.76948,0.22993,0.81794,0.66085,0.0
20,400,29,29,-38.8,0.9905,0,1,32,0.25478,0.74808,0.29967,0.91529,0.70088,0.0
21,400,20,20,-52.0,0.99,0,1,32,0.2958,0.84935,0.31917,1.04407,0.72108,0.0
22,400,23,23,-36.5,0.9896,0,1,32,0.3837,0.99644,0.4306,1.25355,0.91611,0.0
23,400,15,15,-51.35,0.9891,0,1,32,0.66666,1.07664,0.70229,1.42134,1.13218,0.0
24,400,17,17,-55.05,0.9886,0,1,32,0.76074,1.15846,0.75729,1.41079,1.2172,0.0
25,400,16,16,-58.0,0.9881,0,1,32,0.74013,1.10847,0.73524,1.37855,1.18334,0.0
26,400,15,15,-47.9,0.9877,0,1,32,0.71966,1.17181,0.7241,1.29712,1.18082,0.0
27,400,12,12,-62.55,0.9872,0,1,32,0.69988,1.19976,0.70391,1.37577,1.15288,0.0
28,400,19,19,-48.2,0.9867,0,1,32,0.71066,1.2819,0.70343,1.42317,1.17054,0.0
29,400,18,18,-48.1,0.9862,0,1,32,0.74446,1.15636,0.60814,1.54811,1.21665,0.0
30,400,7,7,-65.9,0.9858,0,1,32,0.69905,1.13536,0.63688,1.20609,1.14693,0.0
31,400,25,25,-35.55,0.9853,0,1,32,0.72264,1.29453,0.69932,1.39525,1.14994,0.0
32,400,15,15,-52.1,0.9848,0,1,32,0.79472,1.19789,0.82606,1.48508,1.25835,0.0
33,400,23,23,-43.25,0.9843,0,1,32,0.75127,1.13854,0.75825,1.32754,1.17194,0.0
34,400,18,18,-41.2,0.9839,0,1,32,0.76483,1.21435,0.76581,1.40692,1.21083,0.0
35,400,17,17,-37.75,0.9834,0,1,32,0.7795,1.21375,0.77831,1.39815,1.24442,0.0
36,400,7,7,-55.0,0.9829,0,1,32,0.65717,1.2784,0.65012,1.35395,1.11296,0.0
37,400,19,19,-44.85,0.9824,0,1,32,0.74148,1.28369,0.72456,1.45419,1.18443,0.0
38,400,21,21,-42.55,0.9819,0,1,32,0.74144,1.33964,0.73159,1.39546,1.19569,0.0
