episode,coins_collected,total_reward,epsilon
0,0,3.1999999999999993,1.0
1,1,1.399999999999999,0.999940625
2,1,4.199999999999999,0.99988125
3,3,2.5999999999999988,0.999821875
4,0,-2.8000000000000007,0.9997625
5,1,-1.200000000000001,0.999703125
6,0,2.599999999999998,0.99964375
7,1,2.1999999999999993,0.999584375
8,1,-0.40000000000000036,0.999525
9,1,2.9999999999999996,0.999465625
10,0,6.199999999999998,0.99940625
11,1,-2.220446049250313e-16,0.999346875
12,1,3.9999999999999982,0.9992875
13,0,-1.2000000000000002,0.999228125
14,0,0.9999999999999982,0.99916875
15,1,-0.20000000000000018,0.999109375
16,4,9.799999999999995,0.99905
17,0,9.399999999999999,0.998990625
18,0,-0.20000000000000107,0.99893125
19,1,3.799999999999999,0.998871875
20,1,-0.2000000000000004,0.9988125
21,0,-1.2000000000000002,0.998753125
22,0,0.5999999999999974,0.99869375
23,1,-0.2000000000000004,0.998634375
24,1,-0.4000000000000006,0.998575
25,1,2.3999999999999986,0.998515625
26,0,1.3999999999999986,0.99845625
27,2,3.399999999999998,0.998396875
28,1,-0.8,0.9983375
29,0,-1.2000000000000002,0.998278125
30,0,6.399999999999997,0.99821875
31,2,-1.7763568394002505e-15,0.998159375
32,1,-6.661338147750939e-16,0.9981
33,2,3.199999999999999,0.998040625
34,0,3.3999999999999986,0.99798125
35,1,2.5999999999999996,0.997921875
36,0,-3.0,0.9978625
37,0,0.7999999999999998,0.997803125
38,0,4.7999999999999945,0.99774375
39,1,1.5999999999999994,0.997684375
40,2,1.3999999999999997,0.997625
41,0,1.3999999999999995,0.997565625
42,1,1.5999999999999988,0.99750625
43,1,-1.0000000000000004,0.997446875
44,0,0.5999999999999996,0.9973875
45,0,2.599999999999998,0.997328125
46,0,-1.2000000000000002,0.99726875
47,1,1.1999999999999997,0.997209375
48,1,-2.0,0.99715
49,1,6.799999999999997,0.997090625
50,0,2.599999999999998,0.99703125
51,0,2.7999999999999985,0.996971875
52,1,-1.8000000000000003,0.9969125
53,1,-6.661338147750939e-16,0.996853125
54,2,3.599999999999999,0.99679375
55,0,4.999999999999999,0.996734375
56,0,4.199999999999999,0.996675
57,1,-6.661338147750939e-16,0.996615625
58,1,4.599999999999999,0.99655625
59,0,5.799999999999999,0.996496875
60,0,3.199999999999998,0.9964375
61,0,-1.200000000000001,0.996378125
62,1,-2.2,0.99631875
63,1,-0.20000000000000107,0.996259375
64,2,9.599999999999998,0.9962
65,1,-1.2000000000000002,0.996140625
66,0,1.5999999999999996,0.99608125
67,0,2.5999999999999983,0.996021875
68,1,1.799999999999999,0.9959625
69,1,3.6,0.995903125
70,0,1.9999999999999991,0.99584375
71,1,3.9999999999999942,0.995784375
72,1,5.399999999999999,0.995725
73,0,-4.399999999999998,0.995665625
74,3,3.9999999999999973,0.99560625
75,2,-0.40000000000000036,0.995546875
76,7,6.200000000000001,0.9954875
77,1,-0.20000000000000018,0.995428125
78,1,-0.20000000000000018,0.99536875
