episode,coins_collected,crates_destroyed,total_reward,epsilon
0,0,3,-12.1,1.0
1,0,1,-11.7,0.999703125
2,0,3,-12.1,0.99940625
3,0,4,-16.8,0.999109375
4,0,2,-10.4,0.9988125
5,0,5,-15.1,0.998515625
6,0,4,-11.8,0.99821875
7,0,3,-17.1,0.997921875
8,0,2,-20.4,0.997625
9,0,3,-13.1,0.997328125
10,0,4,-11.8,0.99703125
11,0,3,-13.1,0.996734375
12,0,3,-13.1,0.9964375
13,0,3,-15.1,0.996140625
14,0,2,-15.4,0.99584375
15,0,2,-12.4,0.995546875
16,0,3,-11.1,0.99525
17,0,2,-13.4,0.994953125
18,0,4,-9.8,0.99465625
19,0,4,-10.8,0.994359375
20,0,3,-17.1,0.9940625
21,0,4,-11.8,0.993765625
22,0,2,-16.4,0.99346875
23,0,4,-13.8,0.993171875
24,0,5,-14.5,0.992875
25,0,2,-13.4,0.992578125
26,0,4,-26.450000000000003,0.99228125
27,0,3,-14.1,0.991984375
28,0,3,-11.1,0.9916875
29,0,4,-12.8,0.991390625
30,0,3,-11.1,0.99109375
31,0,3,-10.1,0.990796875
32,0,3,-12.1,0.9905
33,0,2,-24.4,0.990203125
34,0,3,-14.1,0.98990625
35,0,3,-11.1,0.989609375
36,0,3,-19.1,0.9893125
37,0,3,-13.1,0.989015625
38,0,3,-10.1,0.98871875
39,0,3,-14.1,0.988421875
40,0,4,-16.8,0.988125
41,0,3,-18.1,0.9878281250000001
42,0,3,-17.1,0.98753125
43,0,1,-16.7,0.987234375
44,0,5,-11.5,0.9869375
45,0,1,-12.7,0.986640625
46,0,3,-14.1,0.98634375
47,0,2,-13.4,0.986046875
48,0,3,-20.1,0.98575
49,0,1,-11.7,0.985453125
50,0,2,-13.4,0.98515625
51,0,3,-12.1,0.984859375
52,0,3,-11.1,0.9845625
53,0,3,-12.1,0.984265625
54,0,4,-10.8,0.98396875
55,0,3,-12.1,0.983671875
56,0,3,-16.1,0.983375
57,0,1,-15.55,0.983078125
58,0,2,-15.4,0.98278125
59,0,4,-12.8,0.982484375
