round,steps,score,coins,crates,bombs,invalid,killed_self,got_killed,survived,epsilon,mean_abs_td,total_reward
1,21,0,0,6,3,2,1,1,0,0.25,1.13183,-29.573
2,14,0,0,2,2,2,1,1,0,0.2499,1.3215,-52.288
3,6,0,0,1,1,2,1,1,0,0.2498,1.58837,-9.881
4,8,0,0,3,1,2,1,1,0,0.2497,0.78073,-7.638
5,21,0,0,6,3,3,1,1,0,0.2496,1.07296,-27.979
6,23,0,0,7,3,5,1,1,0,0.2495,1.2276,-27.548
7,14,0,0,5,2,3,1,1,0,0.2494,0.58775,1.169
8,36,0,0,11,5,3,1,1,0,0.2493,0.41914,-20.1
9,25,1,1,10,3,4,1,1,0,0.2492,0.78025,-14.817
10,14,0,0,5,2,2,1,1,0,0.2491,0.2063,2.791
11,50,1,1,11,6,3,1,1,0,0.249,0.17137,59.467
12,57,1,1,18,7,4,1,1,0,0.2489,0.30857,71.798
13,42,1,1,10,4,5,1,1,0,0.2488,0.60745,-2.938
14,15,0,0,5,2,4,1,1,0,0.2487,0.56938,1.71
15,8,0,0,3,1,1,1,1,0,0.2486,0.06112,-6.851
16,62,1,1,17,7,6,1,1,0,0.2485,0.38222,70.278
17,119,1,1,38,13,13,1,1,0,0.2484,0.3535,157.99
18,22,1,1,9,2,5,1,1,0,0.2483,0.47834,1.767
19,6,0,0,3,1,0,1,1,0,0.2482,0.05774,-8.68
20,8,0,0,4,1,1,1,1,0,0.2481,0.47526,-80.99
21,16,0,0,3,2,2,1,1,0,0.248,0.27375,-14.296
22,16,0,0,4,2,4,1,1,0,0.2479,0.56226,2.515
23,5,0,0,3,1,2,1,1,0,0.2478,0.79178,-83.13
24,22,0,0,6,3,2,1,1,0,0.2477,0.22501,-4.978
25,44,1,1,14,5,5,1,1,0,0.2476,0.48362,57.183
26,6,0,0,2,1,1,1,1,0,0.2475,0.06564,-9.045
27,15,1,1,4,2,3,1,1,0,0.2474,0.3363,7.151
28,9,0,0,3,1,3,1,1,0,0.2473,1.36638,-7.666
29,21,0,0,10,3,7,1,1,0,0.2472,1.14241,-30.796
30,30,2,2,9,3,6,1,1,0,0.2471,0.18232,32.907
31,28,0,0,12,4,4,1,1,0,0.247,0.16033,23.2
32,46,1,1,12,5,8,1,1,0,0.2469,0.37169,48.697
33,36,1,1,11,5,4,1,1,0,0.2468,0.29508,37.336
34,15,0,0,5,2,2,1,1,0,0.2467,0.46139,2.428
35,14,0,0,4,2,3,1,1,0,0.2466,0.19331,-0.022
36,23,0,0,8,3,2,1,1,0,0.2465,0.13996,13.769
37,58,1,1,13,7,8,1,1,0,0.2464,0.41431,47.2
38,29,0,0,11,4,5,1,1,0,0.2463,0.1502,22.332
39,6,0,0,2,1,2,1,1,0,0.2462,0.20475,-10.047
40,20,0,0,6,3,6,1,1,0,0.2461,0.20254,8.803
41,32,0,0,9,4,1,1,1,0,0.246,0.16119,26.124
42,6,0,0,3,1,1,1,1,0,0.2459,0.81888,-9.503
43,126,1,1,33,14,10,1,1,0,0.2458,0.38873,133.79
44,88,2,2,23,9,12,1,1,0,0.2457,0.32928,92.772
45,6,0,0,2,1,3,1,1,0,0.2456,1.46844,-11.15
46,30,0,0,12,4,4,1,1,0,0.2455,0.23462,23.999
47,6,0,0,2,1,2,1,1,0,0.2454,0.72644,-10.375
48,14,0,0,6,2,3,1,1,0,0.2453,0.35829,1.307
49,6,0,0,3,1,2,1,1,0,0.2452,0.48219,-10.179
50,6,0,0,3,1,1,1,1,0,0.2451,0.18765,-9.769
51,5,0,0,2,1,0,1,1,0,0.245,3.39577,-46.158
52,6,0,0,3,1,1,1,1,0,0.2449,0.08433,-9.471
53,81,1,1,29,10,5,1,1,0,0.2448,0.29311,100.897
54,33,1,1,8,3,4,1,1,0,0.2447,0.21513,34.671
