episode,coins_collected,crates_destroyed,opponents_killed,total_reward,epsilon,buffer_size
0,0,4,0,-9.446666666666667,1.0,6
1,0,3,0,-11.606666666666666,0.999765625,11
2,0,3,0,-15.197142857142858,0.99953125,21
3,0,4,0,-8.751666666666667,0.999296875,26
4,0,1,0,-16.157380952380954,0.9990625,33
5,0,3,0,-19.551071428571426,0.998828125,47
6,0,5,0,-20.767142857142858,0.99859375,66
7,0,5,0,-8.958214285714286,0.998359375,74
8,0,8,0,-17.517142857142858,0.998125,93
9,0,4,0,-10.640952380952381,0.997890625,101
10,0,2,0,-14.442142857142857,0.99765625,108
11,0,2,0,-15.136666666666667,0.997421875,114
12,0,2,0,-12.252142857142857,0.9971875,121
13,0,2,0,-24.343809523809526,0.996953125,138
14,0,3,0,-25.223214285714285,0.99671875,154
15,0,2,0,-23.928809523809523,0.996484375,177
16,0,6,0,-14.707380952380952,0.99625,193
17,0,3,0,-11.7,0.996015625,199
18,0,3,0,-11.098333333333333,0.99578125,204
19,0,3,0,-16.095714285714287,0.995546875,216
20,0,5,0,-11.187380952380952,0.9953125,231
21,0,2,0,-22.38404761904762,0.995078125,246
22,0,3,0,-14.129642857142857,0.99484375,255
23,0,3,0,-13.857142857142856,0.994609375,265
24,0,3,0,-12.75,0.994375,271
25,0,4,0,-22.729642857142856,0.994140625,296
26,0,2,0,-16.713809523809523,0.99390625,304
27,0,2,0,-16.192142857142855,0.993671875,313
28,0,3,0,-15.33607142857143,0.9934375,321
29,0,3,0,-13.917142857142856,0.993203125,329
30,0,3,0,-25.757142857142856,0.99296875,352
31,0,2,0,-9.291666666666666,0.992734375,358
32,0,2,0,-13.675,0.9925,364
33,0,2,0,-17.482142857142858,0.992265625,372
34,0,2,0,-16.107142857142858,0.99203125,379
35,0,3,0,-18.65714285714286,0.991796875,392
36,0,3,0,-17.94214285714286,0.9915625,403
37,0,2,0,-12.775,0.991328125,409
38,0,1,0,-16.75,0.99109375,415
39,0,4,0,-9.098333333333333,0.990859375,420
40,0,2,0,-21.682142857142857,0.990625,436
41,0,3,0,-12.582142857142857,0.990390625,444
42,0,3,0,-17.40714285714286,0.99015625,459
43,0,3,0,-16.63988095238095,0.989921875,471
44,0,4,0,-10.364880952380952,0.9896875,479
45,0,4,0,-8.903333333333332,0.989453125,484
46,0,3,0,-19.044642857142858,0.98921875,501
47,0,4,0,-11.136666666666667,0.988984375,507
48,0,5,0,-22.292142857142856,0.98875,526
49,0,2,0,-16.54738095238095,0.988515625,538
50,0,3,0,-15.499880952380952,0.98828125,549
51,0,3,0,-12.994880952380953,0.988046875,559
52,0,3,0,-13.91357142857143,0.9878125,566
53,0,2,0,-16.482142857142858,0.987578125,574
54,0,2,0,-16.007380952380952,0.98734375,584
55,0,4,0,-21.65714285714286,0.987109375,605
56,0,4,0,-9.651666666666667,0.986875,610
57,0,4,0,-9.651666666666667,0.986640625,615
58,0,2,0,-13.411666666666667,0.98640625,621
59,0,3,0,-23.269642857142856,0.986171875,639
60,0,2,0,-15.96857142857143,0.9859375,647
61,0,2,0,-12.511666666666667,0.985703125,653
62,0,1,0,-15.468809523809524,0.98546875,660
63,0,4,0,-30.17738095238095,0.985234375,687
64,0,1,0,-13.346666666666668,0.985,692
65,0,3,0,-13.136666666666667,0.984765625,698
66,0,3,0,-11.75,0.98453125,704
67,0,3,0,-19.898214285714282,0.984296875,720
68,0,2,0,-20.953809523809525,0.9840625,738
69,0,3,0,-13.331666666666667,0.983828125,744
70,0,4,0,-11.5,0.98359375,750
71,0,2,0,-20.287380952380953,0.983359375,763
72,2,5,0,-18.553809523809523,0.983125,787
73,0,3,0,-13.442142857142857,0.982890625,794
74,0,5,0,-16.90714285714286,0.98265625,815
