episode,coins_collected,crates_destroyed,opponents_killed,total_reward,epsilon,buffer_size
0,0,2,0,-16.717142857142857,1.0,8
1,0,4,0,-13.759880952380952,0.999703125,18
2,0,4,0,-17.416309523809524,0.99940625,30
3,0,2,0,-15.712380952380952,0.999109375,39
4,0,4,0,-10.957142857142856,0.9988125,46
5,0,2,0,-14.683214285714286,0.998515625,56
6,0,4,0,-9.913333333333334,0.99821875,61
7,0,2,0,-19.520714285714284,0.997921875,72
8,0,4,0,-14.954880952380952,0.997625,82
9,0,4,0,-13.336071428571428,0.997328125,90
10,0,2,0,-10.181666666666667,0.99703125,95
11,0,1,0,-19.737142857142857,0.996734375,104
12,0,1,0,-14.513333333333334,0.9964375,109
13,0,2,0,-18.19380952380952,0.996140625,120
14,0,1,0,-18.443809523809524,0.99584375,129
15,0,3,0,-12.998333333333331,0.995546875,134
16,0,1,0,-14.331666666666665,0.99525,140
17,0,1,0,-17.207142857142856,0.994953125,147
18,0,2,0,-31.05464285714286,0.99465625,173
19,0,4,0,-8.751666666666665,0.994359375,178
20,0,4,0,-11.857142857142858,0.9940625,185
21,0,4,0,-17.619642857142857,0.993765625,202
22,0,4,0,-10.346666666666668,0.99346875,208
23,0,4,0,-14.663571428571428,0.993171875,217
24,0,2,0,-15.474642857142857,0.992875,226
25,0,3,0,-12.998333333333331,0.992578125,231
26,0,6,0,-5.4332142857142856,0.99228125,240
27,0,2,0,-16.343809523809526,0.991984375,249
28,0,5,0,-9.609880952380951,0.9916875,258
29,0,3,0,-10.751666666666665,0.991390625,263
30,0,2,0,-13.803333333333333,0.99109375,268
31,0,3,0,-12.75,0.990796875,274
32,0,4,0,-9.998333333333331,0.9905,279
33,0,3,0,-11.651666666666667,0.990203125,284
34,0,2,0,-13.941666666666666,0.98990625,290
35,0,3,0,-12.346666666666666,0.989609375,296
36,0,2,0,-14.654880952380951,0.9893125,304
37,0,3,0,-21.419642857142858,0.989015625,318
38,0,2,0,-24.667142857142856,0.98871875,337
39,0,3,0,-15.978809523809524,0.988421875,349
40,0,1,0,-16.041666666666664,0.988125,355
41,0,4,0,-9.913333333333334,0.9878281250000001,360
42,0,4,0,-8.003333333333334,0.98753125,365
43,0,3,0,-10.751666666666665,0.987234375,370
44,0,3,0,-26.143809523809523,0.9869375,396
45,0,2,0,-13.75,0.986640625,402
46,0,1,0,-14.095714285714287,0.98634375,410
47,0,2,0,-14.477142857142855,0.986046875,418
48,0,4,0,-11.817142857142857,0.98575,426
49,0,3,0,-13.442142857142857,0.985453125,433
50,0,3,0,-13.582142857142857,0.98515625,441
51,0,4,0,-14.727380952380951,0.984859375,458
52,0,3,0,-24.802142857142854,0.9845625,475
53,0,2,0,-19.033214285714287,0.984265625,487
54,0,2,0,-16.859642857142855,0.98396875,498
55,0,2,0,-13.117142857142857,0.983671875,505
56,0,4,0,-11.136666666666667,0.983375,511
57,0,3,0,-15.293809523809523,0.983078125,522
58,0,3,0,-14.468809523809524,0.98278125,532
59,0,2,0,-16.21964285714286,0.982484375,541
60,0,3,0,-19.053809523809523,0.9821875,555
