episode,coins_collected,crates_destroyed,opponents_killed,total_reward,epsilon,buffer_size
0,0,2,0,-19.278809523809525,1.0,9
1,0,5,0,-14.529880952380951,0.999765625,22
2,0,2,0,-14.75,0.99953125,28
3,0,3,0,-18.652380952380952,0.999296875,42
4,0,1,0,-13.875,0.9990625,48
5,0,3,0,-12.998333333333331,0.998828125,53
6,0,3,0,-20.917142857142856,0.99859375,70
7,0,4,0,-13.682142857142857,0.998359375,81
8,0,2,0,-13.898333333333333,0.998125,86
9,0,2,0,-13.75,0.997890625,92
10,0,2,0,-37.75714285714287,0.99765625,123
11,0,3,0,-11.651666666666667,0.997421875,128
12,0,2,0,-16.107142857142858,0.9971875,135
13,0,2,0,-13.85,0.996953125,141
14,0,1,0,-14.838333333333333,0.99671875,146
15,0,3,0,-12.888809523809524,0.996484375,153
16,0,2,0,-12.751666666666665,0.99625,158
17,0,3,0,-11.198333333333334,0.996015625,163
18,0,3,0,-11.803333333333333,0.99578125,168
19,0,4,0,-35.532142857142865,0.995546875,200
20,0,4,0,-9.852380952380951,0.9953125,207
21,0,2,0,-15.582142857142857,0.995078125,215
22,0,1,0,-15.413333333333334,0.99484375,220
23,0,3,0,-14.817142857142857,0.994609375,228
24,0,1,0,-17.577142857142857,0.994375,236
25,0,2,0,-21.943809523809524,0.994140625,250
26,0,4,0,-9.645714285714286,0.99390625,257
27,0,5,0,-29.069642857142853,0.993671875,283
28,0,2,0,-14.382142857142858,0.9934375,296
29,0,4,0,-10.017142857142858,0.993203125,304
30,0,3,0,-14.742142857142856,0.99296875,311
31,0,2,0,-12.738333333333333,0.992734375,316
32,0,2,0,-21.01464285714286,0.9925,332
33,0,2,0,-12.346666666666668,0.992265625,337
34,0,2,0,-18.138809523809524,0.99203125,348
35,0,3,0,-11.651666666666667,0.991796875,353
36,0,5,0,-21.329880952380954,0.9915625,369
37,0,4,0,-16.843809523809526,0.991328125,382
38,0,3,0,-12.431666666666667,0.99109375,388
39,0,2,0,-15.052142857142858,0.990859375,395
40,0,3,0,-19.591309523809525,0.990625,410
41,0,2,0,-11.411666666666667,0.990390625,415
42,0,2,0,-13.717142857142857,0.99015625,422
43,0,2,0,-15.025,0.989921875,428
44,0,3,0,-38.735714285714295,0.9896875,462
45,0,2,0,-15.331666666666667,0.989453125,468
46,0,4,0,-11.857142857142856,0.98921875,475
47,0,3,0,-17.718809523809526,0.988984375,485
48,0,4,0,-12.536071428571429,0.98875,493
49,0,3,0,-12.098333333333333,0.988515625,498
50,0,1,0,-18.91880952380952,0.98828125,508
51,0,3,0,-13.013571428571428,0.988046875,515
52,0,2,0,-15.107142857142858,0.9878125,522
53,0,4,0,-12.532142857142857,0.987578125,532
54,0,4,0,-14.707142857142857,0.98734375,543
55,0,4,0,-9.651666666666667,0.987109375,548
56,0,4,0,-25.807142857142857,0.986875,568
57,0,2,0,-12.903333333333332,0.986640625,573
58,0,5,0,-10.904880952380951,0.98640625,585
59,0,2,0,-13.013333333333334,0.986171875,590
60,0,3,0,-12.191666666666666,0.9859375,596
61,0,3,0,-20.88880952380952,0.985703125,611
62,0,3,0,-11.882142857142856,0.98546875,619
63,0,3,0,-16.456309523809523,0.985234375,630
64,0,1,0,-14.838333333333335,0.985,635
65,0,4,0,-23.94738095238095,0.984765625,661
66,0,1,0,-15.475,0.98453125,667
67,0,2,0,-20.704642857142858,0.984296875,679
68,0,3,0,-11.651666666666667,0.9840625,684
69,0,2,0,-19.17607142857143,0.983828125,693
70,0,2,0,-11.793333333333333,0.98359375,699
71,0,3,0,-44.84130952380953,0.983359375,747
72,0,3,0,-16.994642857142857,0.983125,759
73,0,5,0,-25.517142857142858,0.982890625,785
74,0,2,0,-12.638333333333334,0.98265625,790
75,0,4,0,-25.79464285714286,0.982421875,809
76,0,4,0,-12.957142857142857,0.9821875,818
77,0,2,0,-14.638333333333334,0.981953125,823
78,0,4,0,-10.694880952380952,0.98171875,832
79,0,2,0,-14.098333333333333,0.981484375,837
80,0,4,0,-19.413809523809526,0.98125,851
81,0,3,0,-31.814880952380953,0.981015625,884
82,0,2,0,-13.803333333333333,0.98078125,889
83,0,4,0,-9.651666666666667,0.980546875,894
84,0,1,0,-32.17964285714286,0.9803125,916
85,0,3,0,-10.606666666666666,0.980078125,921
86,0,3,0,-21.902380952380952,0.97984375,940
87,0,4,0,-25.74214285714286,0.979609375,964
88,0,3,0,-13.136666666666667,0.979375,970
89,0,3,0,-13.944880952380952,0.979140625,980
90,0,2,0,-13.998333333333331,0.97890625,985
91,0,2,0,-15.207142857142857,0.978671875,992
92,0,4,0,-10.803809523809523,0.9784375,999
93,0,3,0,-16.092142857142857,0.978203125,1008
94,0,3,0,-16.73988095238095,0.97796875,1020
95,0,2,0,-13.75,0.977734375,1026
96,0,2,0,-14.638333333333334,0.9775,1031
97,0,1,0,-14.621666666666666,0.977265625,1037
98,0,2,0,-13.913333333333334,0.97703125,1042
99,0,4,0,-9.803333333333333,0.976796875,1047
100,0,3,0,-13.264880952380953,0.9765625,1055
101,0,2,0,-13.803333333333333,0.976328125,1060
102,0,4,0,-7.851666666666667,0.97609375,1065
103,0,5,0,-38.23214285714286,0.975859375,1104
104,0,3,0,-14.057142857142857,0.975625,1113
105,0,3,0,-15.707142857142857,0.975390625,1124
106,0,6,0,-5.758214285714285,0.97515625,1132
107,0,2,0,-14.217142857142857,0.974921875,1139
108,0,3,0,-20.173571428571428,0.9746875,1152
109,0,3,0,-11.6,0.974453125,1158
110,0,2,0,-15.5,0.97421875,1164
111,0,2,0,-23.754642857142855,0.973984375,1180
112,0,4,0,-16.958214285714284,0.97375,1193
113,0,2,0,-12.198333333333334,0.973515625,1198
114,0,2,0,-18.019642857142856,0.97328125,1207
115,0,4,0,-23.55238095238095,0.973046875,1229
116,0,2,0,-13.675,0.9728125,1235
