episode,coins_collected,crates_destroyed,opponents_killed,total_reward,epsilon,buffer_size
0,0,2,0,-15.722380952380952,1.0,11
1,0,3,0,-19.693809523809524,0.9996875,26
2,0,3,0,-23.581071428571427,0.999375,44
3,0,3,0,-16.063809523809525,0.9990625,52
4,0,3,0,-18.519642857142856,0.99875,65
5,0,3,0,-10.998333333333335,0.9984375,70
6,0,3,0,-17.243809523809524,0.998125,79
7,0,2,0,-14.658809523809524,0.9978125,86
8,0,3,0,-14.013571428571428,0.9975,93
9,0,4,0,-9.913333333333334,0.9971875,98
10,0,2,0,-16.868809523809524,0.996875,106
11,0,2,0,-12.903333333333332,0.9965625,111
12,0,4,0,-7.659880952380952,0.99625,119
13,0,4,0,-15.229642857142856,0.9959375,131
14,0,5,0,-31.66964285714286,0.995625,160
15,0,2,0,-12.098333333333333,0.9953125,165
16,0,3,0,-15.119642857142857,0.995,174
17,0,1,0,-16.807380952380953,0.9946875,181
18,0,3,0,-18.167142857142856,0.994375,192
19,0,2,0,-17.05857142857143,0.9940625,201
20,0,2,0,-16.801309523809522,0.99375,213
21,0,4,0,-9.803333333333333,0.9934375,218
22,0,2,0,-15.367142857142856,0.993125,225
23,0,3,0,-13.107142857142858,0.9928125,232
24,0,2,0,-19.04380952380952,0.9925,245
25,0,2,0,-14.957142857142857,0.9921875,254
26,0,2,0,-24.44214285714286,0.991875,269
27,0,3,0,-11.898333333333333,0.9915625,274
28,0,3,0,-15.244642857142857,0.99125,289
29,0,2,0,-13.407142857142857,0.9909375,296
30,0,4,0,-11.331666666666667,0.990625,302
31,0,4,0,-20.21988095238095,0.9903125,321
32,0,4,0,-8.751666666666667,0.99,326
33,0,3,0,-27.342142857142854,0.9896875,352
34,0,2,0,-15.157142857142857,0.989375,361
35,0,3,0,-14.436071428571427,0.9890625,369
36,0,3,0,-10.751666666666665,0.98875,374
37,0,2,0,-12.95,0.9884375,380
38,0,2,0,-18.778571428571425,0.988125,391
39,0,3,0,-18.317142857142855,0.9878125,403
40,0,3,0,-12.346666666666666,0.9875,409
41,0,3,0,-22.354642857142856,0.9871875,427
42,0,3,0,-12.098333333333333,0.986875,432
