episode,coins_collected,crates_destroyed,opponents_killed,total_reward,epsilon,buffer_size
0,0,3,0,-12.599999999999998,1.0,6
1,0,4,0,-9.913333333333334,0.9992083333333334,11
2,0,2,0,-16.79380952380952,0.9984166666666666,19
3,0,2,0,-26.892142857142858,0.997625,37
4,0,4,0,-20.94238095238095,0.9968333333333333,53
5,0,3,0,-12.424880952380953,0.9960416666666667,63
6,0,2,0,-14.098333333333333,0.99525,68
7,0,3,0,-15.342142857142857,0.9944583333333333,82
8,0,3,0,-15.432142857142857,0.9936666666666667,92
9,0,2,0,-27.744642857142857,0.992875,119
10,0,4,0,-9.913333333333334,0.9920833333333333,124
11,0,3,0,-18.156309523809526,0.9912916666666667,136
12,0,3,0,-15.222380952380952,0.9905,149
13,0,3,0,-16.906309523809526,0.9897083333333333,160
14,0,2,0,-21.892142857142858,0.9889166666666667,180
15,0,3,0,-19.389880952380953,0.988125,194
16,0,3,0,-12.75,0.9873333333333333,200
17,0,3,0,-12.431666666666667,0.9865416666666667,206
18,0,3,0,-14.107142857142858,0.98575,213
19,0,2,0,-15.622142857142855,0.9849583333333334,223
20,0,4,0,-18.59130952380952,0.9841666666666666,237
21,0,3,0,-13.442142857142857,0.983375,244
22,0,3,0,-10.291785714285714,0.9825833333333334,255
23,0,2,0,-14.442142857142857,0.9817916666666666,262
24,0,3,0,-16.769642857142856,0.981,274
25,0,3,0,-12.917142857142858,0.9802083333333333,282
26,0,2,0,-14.236666666666666,0.9794166666666667,288
27,0,4,0,-28.54214285714285,0.978625,317
28,0,4,0,-9.098333333333333,0.9778333333333333,322
29,0,3,0,-10.688333333333333,0.9770416666666667,327
30,0,3,0,-13.342142857142857,0.97625,334
31,0,6,0,-9.107380952380952,0.9754583333333333,345
32,0,2,0,-20.557142857142857,0.9746666666666667,358
33,0,2,0,-15.107142857142858,0.973875,365
34,0,4,0,-25.171547619047622,0.9730833333333333,385
35,0,3,0,-25.682142857142857,0.9722916666666667,403
36,0,2,0,-18.818809523809524,0.9715,413
37,0,3,0,-14.582142857142857,0.9707083333333333,421
38,0,3,0,-12.582142857142857,0.9699166666666666,429
39,0,2,0,-14.236666666666666,0.969125,435
40,0,3,0,-10.706666666666667,0.9683333333333334,440
41,0,3,0,-15.793452380952381,0.9675416666666666,455
42,0,2,0,-17.07488095238095,0.96675,467
43,0,3,0,-13.399999999999999,0.9659583333333334,473
44,0,3,0,-11.803333333333333,0.9651666666666666,478
45,0,3,0,-14.292142857142856,0.964375,487
46,0,3,0,-12.6,0.9635833333333333,493
47,0,2,0,-12.998333333333335,0.9627916666666667,498
48,0,3,0,-12.098333333333333,0.962,503
49,0,3,0,-19.85630952380952,0.9612083333333333,518
50,0,3,0,-21.292142857142856,0.9604166666666667,532
51,0,3,0,-27.369642857142857,0.959625,560
52,0,3,0,-21.942142857142855,0.9588333333333333,573
53,0,2,0,-14.130952380952381,0.9580416666666667,581
54,0,3,0,-18.728809523809524,0.95725,591
55,0,3,0,-12.998333333333331,0.9564583333333333,596
56,0,3,0,-29.292142857142856,0.9556666666666667,618
57,0,4,0,-17.394642857142856,0.954875,631
58,0,3,0,-12.842142857142857,0.9540833333333334,640
59,0,3,0,-14.582142857142857,0.9532916666666666,648
