episode,coins_collected,crates_destroyed,opponents_killed,total_reward,epsilon,buffer_size
0,0,4,0,-12.57154761904762,1.0,10
1,0,2,0,-25.71964285714286,0.9996875,26
2,0,2,0,-11.806666666666665,0.999375,31
3,0,3,0,-11.651666666666667,0.9990625,36
4,0,2,0,-20.294642857142858,0.99875,49
5,0,4,0,-15.713809523809523,0.9984375,64
6,0,2,0,-15.582142857142857,0.998125,72
7,0,4,0,-14.607142857142858,0.9978125,81
8,0,1,0,-14.198333333333334,0.9975,86
9,0,3,0,-12.442142857142857,0.9971875,93
10,0,2,0,-25.719880952380954,0.996875,113
11,0,3,0,-17.303809523809523,0.9965625,124
12,0,6,0,-24.644642857142856,0.99625,149
13,0,2,0,-17.432142857142857,0.9959375,159
14,0,3,0,-25.78630952380952,0.995625,178
15,0,3,0,-19.577380952380953,0.9953125,193
16,0,1,0,-16.16880952380952,0.995,201
17,0,4,0,-9.013333333333332,0.9946875,206
18,0,2,0,-12.903333333333332,0.994375,211
19,0,3,0,-13.136666666666667,0.9940625,217
20,0,3,0,-13.686785714285714,0.99375,230
21,0,2,0,-18.828809523809525,0.9934375,240
22,0,4,0,-9.152261904761904,0.993125,249
23,0,3,0,-11.098333333333333,0.9928125,254
24,0,3,0,-11.651666666666667,0.9925,259
25,0,4,0,-11.399999999999999,0.9921875,265
26,0,3,0,-20.392142857142858,0.991875,279
27,0,4,0,-19.13738095238095,0.9915625,294
28,0,3,0,-10.751666666666667,0.99125,299
29,0,4,0,-9.913333333333334,0.9909375,304
30,0,3,0,-11.75,0.990625,310
31,0,2,0,-13.651666666666667,0.9903125,315
32,0,3,0,-20.214880952380952,0.99,332
33,0,3,0,-14.968809523809524,0.9896875,340
34,0,2,0,-13.75,0.989375,346
35,0,3,0,-9.851666666666667,0.9890625,351
36,0,2,0,-16.477142857142855,0.98875,359
37,0,5,0,-20.693809523809524,0.9884375,375
38,0,2,0,-21.308214285714286,0.988125,388
39,0,3,0,-10.416666666666668,0.9878125,394
40,0,4,0,-21.40380952380952,0.9875,410
41,0,2,0,-14.117142857142857,0.9871875,418
42,0,3,0,-15.119642857142857,0.986875,427
43,0,3,0,-10.751666666666665,0.9865625,432
44,0,3,0,-13.442142857142857,0.98625,439
45,0,3,0,-12.927380952380952,0.9859375,449
46,0,3,0,-15.481071428571429,0.985625,459
47,0,5,0,-8.040119047619047,0.9853125,469
48,0,2,0,-14.732142857142858,0.985,478
49,0,3,0,-14.717142857142857,0.9846875,486
50,0,2,0,-15.052142857142854,0.984375,498
51,0,2,0,-24.027380952380952,0.9840625,515
52,0,2,0,-14.367142857142856,0.98375,522
53,0,0,0,-17.246666666666666,0.9834375,527
54,0,3,0,-15.443809523809524,0.983125,536
55,0,4,0,-15.507142857142856,0.9828125,545
56,0,2,0,-11.213333333333333,0.9825,550
57,0,3,0,-16.024880952380954,0.9821875,560
58,0,2,0,-18.499880952380952,0.981875,571
59,0,2,0,-19.652380952380952,0.9815625,587
60,0,3,0,-12.758809523809525,0.98125,594
61,0,4,0,-10.107142857142858,0.9809375,601
62,0,2,0,-26.59464285714286,0.980625,620
63,0,3,0,-20.131309523809524,0.9803125,633
64,0,3,0,-11.606666666666666,0.98,638
65,0,3,0,-17.568809523809524,0.9796875,650
66,0,3,0,-13.682142857142857,0.979375,658
67,0,1,0,-17.218809523809522,0.9790625,666
68,0,2,0,-14.057142857142857,0.97875,675
69,0,3,0,-35.45714285714286,0.9784375,706
70,0,2,0,-13.803333333333333,0.978125,711
71,0,2,0,-15.582142857142857,0.9778125,719
72,0,2,0,-22.30238095238095,0.9775,739
73,0,3,0,-12.416666666666668,0.9771875,745
74,0,1,0,-17.577142857142857,0.976875,753
75,0,2,0,-15.207142857142857,0.9765625,760
76,0,4,0,-27.269642857142856,0.97625,785
77,0,2,0,-19.09464285714286,0.9759375,796
78,0,4,0,-13.531309523809524,0.975625,806
79,0,4,0,-10.098333333333333,0.9753125,811
80,0,3,0,-10.706666666666667,0.975,816
81,0,4,0,-13.232142857142858,0.9746875,824
82,0,2,0,-25.119642857142857,0.974375,841
83,0,2,0,-13.013333333333334,0.9740625,846
84,0,3,0,-13.169880952380952,0.97375,856
85,0,3,0,-17.828809523809525,0.9734375,866
