episode,coins_collected,crates_destroyed,opponents_killed,total_reward,epsilon,buffer_size
0,0,3,0,-12.13988095238095,1.0,8
1,0,1,0,-18.553809523809523,0.9996875,17
2,0,2,0,-16.868809523809524,0.999375,25
3,0,4,0,-8.751666666666667,0.9990625,30
4,0,1,0,-14.873333333333331,0.99875,35
5,0,3,0,-11.741309523809523,0.9984375,45
6,0,2,0,-13.152142857142856,0.998125,52
7,0,2,0,-14.998333333333331,0.9978125,57
8,0,3,0,-19.67738095238095,0.9975,71
9,1,6,0,-22.582142857142856,0.9971875,97
10,0,2,0,-20.30464285714286,0.996875,112
11,0,2,0,-12.621666666666666,0.9965625,118
12,0,2,0,-14.75,0.99625,124
13,0,2,0,-18.192142857142855,0.9959375,133
14,0,2,0,-16.392142857142858,0.995625,145
15,0,4,0,-9.446666666666667,0.9953125,151
16,0,2,0,-16.709642857142857,0.995,161
17,0,3,0,-13.937380952380952,0.9946875,171
18,0,3,0,-17.942142857142855,0.994375,182
19,0,2,0,-29.633809523809525,0.9940625,202
20,0,3,0,-19.238809523809522,0.99375,215
21,0,5,0,-13.796547619047619,0.9934375,233
22,0,3,0,-26.051309523809522,0.993125,250
23,0,3,0,-13.703809523809525,0.9928125,257
24,0,3,0,-14.119642857142857,0.9925,266
25,0,2,0,-12.95,0.9921875,272
26,0,2,0,-17.553809523809523,0.991875,281
27,0,4,0,-10.094642857142857,0.9915625,290
28,0,2,0,-15.11357142857143,0.99125,297
29,0,4,0,-10.431666666666667,0.9909375,303
30,0,3,0,-20.167142857142856,0.990625,317
31,0,4,0,-8.631666666666666,0.9903125,323
32,0,0,0,-23.97988095238095,0.99,338
33,0,2,0,-18.202380952380953,0.9896875,349
34,0,3,0,-23.515119047619045,0.989375,368
35,0,2,0,-17.717142857142857,0.9890625,376
36,0,3,0,-22.957142857142856,0.98875,394
37,0,3,0,-20.413809523809523,0.9884375,408
38,0,3,0,-13.442142857142857,0.988125,415
39,0,3,0,-25.299880952380953,0.9878125,438
40,0,3,0,-20.056309523809524,0.9875,449
41,0,4,0,-8.751666666666667,0.9871875,454
42,0,3,0,-11.098333333333333,0.986875,459
43,0,4,0,-9.7,0.9865625,465
44,0,3,0,-29.947142857142858,0.98625,492
45,0,2,0,-14.998333333333331,0.9859375,497
46,0,2,0,-28.28321428571428,0.985625,519
47,0,3,0,-11.191666666666666,0.9853125,525
48,0,1,0,-36.38214285714286,0.985,550
49,0,2,0,-16.4,0.9846875,556
50,0,2,0,-13.651666666666667,0.984375,561
51,0,3,0,-10.606666666666666,0.9840625,566
52,0,2,0,-20.658571428571427,0.98375,575
53,0,2,0,-16.482142857142858,0.9834375,583
54,0,2,0,-15.693571428571428,0.983125,593
55,0,3,0,-11.592142857142857,0.9828125,602
56,0,3,0,-10.85,0.9825,608
57,0,1,0,-19.682142857142857,0.9821875,619
58,0,3,0,-11.198333333333334,0.981875,624
59,0,3,0,-11.773333333333333,0.9815625,629
60,0,3,0,-13.482142857142858,0.98125,637
61,0,4,0,-11.136666666666667,0.9809375,643
62,0,4,0,-8.298333333333332,0.980625,648
63,0,3,0,-15.334880952380951,0.9803125,659
64,0,3,0,-14.817142857142857,0.98,667
65,0,3,0,-19.869642857142857,0.9796875,680
66,0,3,0,-18.318809523809524,0.979375,694
67,0,3,0,-11.013333333333334,0.9790625,699
68,0,4,0,-10.236666666666666,0.97875,705
69,0,4,0,-10.998333333333331,0.9784375,710
70,0,2,0,-16.567142857142855,0.978125,720
71,0,6,0,-9.031547619047618,0.9778125,730
72,0,2,0,-13.85,0.9775,736
73,0,3,0,-14.057142857142857,0.9771875,745
74,0,3,0,-34.40714285714286,0.976875,778
75,0,3,0,-16.467142857142857,0.9765625,788
76,0,2,0,-17.819880952380952,0.97625,800
77,0,6,0,-21.42511904761904,0.9759375,821
78,0,3,0,-10.85,0.975625,827
79,0,2,0,-16.177142857142854,0.9753125,836
80,0,3,0,-10.682142857142857,0.975,844
81,0,4,0,-11.788809523809524,0.9746875,851
82,0,3,0,-15.517142857142856,0.974375,863
83,0,3,0,-11.651666666666667,0.9740625,868
84,0,3,0,-21.64738095238095,0.97375,885
85,0,3,0,-19.531309523809526,0.9734375,897
86,0,2,0,-12.898333333333333,0.973125,902
87,0,1,0,-17.342142857142857,0.9728125,909
88,0,1,0,-21.298214285714284,0.9725,925
89,0,4,0,-10.346666666666668,0.9721875,931
90,0,4,0,-10.236666666666666,0.971875,937
91,0,3,0,-19.457142857142856,0.9715625,950
92,0,3,0,-15.812142857142854,0.97125,961
93,0,1,0,-18.332142857142856,0.9709375,971
94,0,3,0,-24.31214285714286,0.970625,992
95,0,1,0,-17.737142857142857,0.9703125,1001
96,0,4,0,-15.507142857142856,0.97,1010
97,0,2,0,-14.236666666666666,0.9696875,1016
98,0,4,0,-15.193809523809524,0.969375,1027
99,0,2,0,-19.403809523809525,0.9690625,1038
100,0,2,0,-18.928809523809523,0.96875,1048
101,0,3,0,-11.415952380952382,0.9684375,1056
102,0,4,0,-26.544642857142858,0.968125,1080
103,0,3,0,-12.599999999999998,0.9678125,1086
104,0,2,0,-29.870714285714286,0.9675,1108
105,0,2,0,-13.198333333333334,0.9671875,1113
106,0,2,0,-22.403690476190476,0.966875,1132
107,0,2,0,-19.63214285714286,0.9665625,1144
108,0,4,0,-10.599880952380952,0.96625,1152
109,0,2,0,-23.369642857142857,0.9659375,1167
110,0,2,0,-19.893809523809523,0.965625,1180
111,0,4,0,-15.078809523809523,0.9653125,1194
112,0,3,0,-21.218809523809522,0.965,1210
113,0,3,0,-16.02880952380952,0.9646875,1220
114,0,3,0,-16.417142857142856,0.964375,1233
115,0,5,0,-36.932142857142864,0.9640625,1265
116,0,5,0,-9.943452380952381,0.96375,1276
117,0,4,0,-9.651666666666667,0.9634375,1281
118,0,2,0,-16.81714285714286,0.963125,1289
119,0,2,0,-13.291666666666668,0.9628125,1295
120,0,1,0,-15.738333333333333,0.9625,1300
121,0,3,0,-21.23130952380952,0.9621875,1316
122,0,2,0,-32.08261904761905,0.961875,1345
123,0,2,0,-15.5,0.9615625,1351
124,0,4,0,-8.903333333333332,0.96125,1356
125,0,3,0,-12.542142857142856,0.9609375,1363
126,0,1,0,-16.84166666666667,0.960625,1369
127,0,3,0,-16.84130952380952,0.9603125,1382
