episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,31,31,-37.45,0.9995,0,1,18,-0.26885,0.0678,-0.2535,0.37063,0.10745,0.0
2,400,11,11,-60.5,0.999,0,1,22,-0.21754,0.11269,-0.21807,0.32606,0.19312,0.0
3,400,13,13,-54.85,0.9986,0,1,26,-0.22532,0.19371,-0.23376,0.31752,0.19412,0.0
4,400,12,12,-50.55,0.9981,0,1,28,-0.20545,0.26551,-0.21358,0.32905,0.24272,0.0
5,400,22,22,-41.3,0.9976,0,1,29,-0.20699,0.34101,-0.21469,0.32342,0.23919,0.0
6,400,9,9,-56.0,0.9971,0,1,29,-0.16183,0.18686,-0.15913,0.39508,0.29989,0.0
7,400,9,9,-63.3,0.9967,0,1,29,-0.11763,0.34783,-0.14504,0.55542,0.35143,0.0
8,400,11,11,-65.65,0.9962,0,1,29,0.07442,0.51735,0.07514,0.64042,0.50911,0.0
9,400,24,24,-43.75,0.9957,0,1,30,0.0631,0.51942,0.07247,0.57798,0.50197,0.0
10,400,7,7,-60.15,0.9952,0,1,30,0.03085,0.6149,0.05379,0.60807,0.48373,0.0
11,400,13,13,-55.85,0.9948,0,1,32,0.12735,0.51683,0.0639,0.73146,0.56791,0.0
12,400,20,20,-47.75,0.9943,0,1,32,0.1434,0.57858,0.12253,0.85339,0.58855,0.0
13,400,22,22,-37.8,0.9938,0,1,32,0.10088,0.66893,0.22252,1.02425,0.689,0.0
14,400,19,19,-46.75,0.9933,0,1,32,0.19322,0.88518,0.3324,1.09268,0.78068,0.0
15,400,13,13,-50.85,0.9929,0,1,32,0.38067,0.81744,0.40774,1.00753,0.85422,0.0
16,400,17,18,-45.85,0.9924,0,1,32,0.26481,0.75435,0.30583,0.78047,0.72572,0.0
17,400,15,15,-49.1,0.9919,0,1,32,0.27272,0.75039,0.29423,1.06857,0.72071,0.0
18,400,17,17,-51.95,0.9915,0,1,32,0.36862,0.72794,0.32589,0.81737,0.78385,0.0
19,400,6,6,-58.15,0.991,0,1,32,0.36862,0.72794,0.32589,0.81737,0.78385,0.0
20,400,13,13,-59.95,0.9905,0,1,32,0.26763,0.62481,0.24191,0.92736,0.73069,0.0
21,400,18,18,-41.35,0.99,0,1,32,0.33033,0.78484,0.35519,1.08464,0.81971,0.0
22,400,18,18,-40.3,0.9896,0,1,32,0.43587,0.82022,0.42914,1.07735,0.89748,0.0
23,400,9,9,-60.2,0.9891,0,1,32,0.36588,0.78313,0.39556,0.73095,0.73273,0.0
24,400,16,16,-47.1,0.9886,0,1,32,0.36049,0.89014,0.34399,1.09991,0.79554,0.0
25,400,16,16,-53.2,0.9881,0,1,32,0.37006,0.90291,0.37923,1.08506,0.81393,0.0
26,400,13,14,-45.55,0.9877,0,1,32,0.36671,0.97762,0.38904,0.97124,0.82091,0.0
27,400,18,18,-51.55,0.9872,0,1,32,0.44567,0.97313,0.42855,1.19012,0.89365,0.0
28,400,13,13,-47.95,0.9867,0,1,32,0.47013,0.98159,0.43881,1.08929,0.92466,0.0
29,400,22,22,-45.4,0.9862,0,1,32,0.4701,1.04484,0.44548,1.08215,0.92218,0.0
30,400,11,11,-51.45,0.9858,0,1,32,0.4701,1.04484,0.44548,1.06194,0.92218,0.0
31,400,14,14,-50.3,0.9853,0,1,32,0.47315,0.99286,0.49058,1.21865,0.93921,0.0
32,400,7,7,-68.1,0.9848,0,1,32,0.50151,1.0218,0.5133,1.13181,0.95439,0.0
33,400,20,20,-48.45,0.9843,0,1,32,0.51735,1.02334,0.5251,1.12346,0.96809,0.0
34,400,16,16,-53.3,0.9839,0,1,32,0.46348,1.09326,0.54063,1.19964,0.9904,0.0
35,400,21,21,-43.2,0.9834,0,1,32,0.49339,1.17178,0.54003,1.18809,0.98074,0.0
36,400,21,21,-35.6,0.9829,0,1,32,0.63617,1.21285,0.63294,1.37338,1.10694,0.0
37,400,9,9,-66.5,0.9824,0,1,32,0.65518,1.11355,0.67228,1.37888,1.14147,0.0
38,400,18,18,-45.0,0.9819,0,1,32,0.66512,1.17192,0.67395,1.27474,1.03963,0.0
39,400,15,15,-61.5,0.9815,0,1,32,0.68208,1.18958,0.68444,1.43177,1.10514,0.0
40,400,13,13,-59.75,0.981,0,1,32,0.69562,1.13069,0.71855,1.43177,1.06888,0.0
41,400,20,20,-52.8,0.9805,0,1,32,0.77732,1.09615,0.79917,1.43943,1.2802,0.0
42,400,20,20,-52.35,0.98,0,1,32,0.83231,1.1577,0.80762,1.53743,1.28746,0.0
43,400,13,13,-59.05,0.9796,0,1,32,0.85726,1.17883,0.83725,1.57674,1.31298,0.0
44,400,11,11,-59.05,0.9791,0,1,32,0.86584,1.19274,0.85016,1.54642,1.32903,0.0
45,400,14,14,-49.6,0.9786,0,1,32,0.87513,1.20961,0.89252,1.55287,1.32747,0.0
46,400,26,26,-34.3,0.9781,0,1,32,0.89307,1.2486,0.88323,1.59102,1.35247,0.0
47,400,19,19,-49.3,0.9777,0,1,32,0.91501,1.32438,0.90795,1.6289,1.37551,0.0
48,400,15,15,-45.1,0.9772,0,1,32,0.91297,1.28095,0.90493,1.50092,1.36505,0.0
49,400,16,16,-44.9,0.9767,0,1,32,0.90509,1.31309,0.89704,1.55935,1.36041,0.0
50,400,21,21,-52.35,0.9762,0,1,32,0.8092,1.3036,0.7951,1.41923,1.32282,0.0
51,400,17,17,-46.95,0.9758,0,1,32,0.80791,1.31107,0.81701,1.48644,1.29169,0.0
52,400,25,25,-36.5,0.9753,0,1,32,0.82954,1.40989,0.8394,1.61489,1.30269,0.0
53,400,25,25,-40.15,0.9748,0,1,32,0.87532,1.49254,0.8756,1.6082,1.32621,0.0
54,400,18,18,-45.35,0.9744,0,1,32,0.93261,1.46071,0.93257,1.66292,1.37834,0.0
55,400,11,11,-47.2,0.9739,0,1,32,0.93318,1.48913,0.93563,1.60611,1.38193,0.0
56,400,19,19,-53.65,0.9734,0,1,32,0.92728,1.43771,0.927,1.61042,1.38847,0.0
57,400,17,17,-44.95,0.9729,0,1,32,0.91161,1.4505,0.91247,1.5341,1.27167,0.0
58,400,26,26,-34.1,0.9725,0,1,32,0.90677,1.43225,0.90571,1.62232,1.29756,0.0
59,400,16,16,-43.45,0.972,0,1,32,0.9132,1.50729,0.92384,1.68426,1.33359,0.0
60,400,23,23,-36.8,0.9715,0,1,32,0.91956,1.51496,0.92384,1.67766,1.3619,0.0
61,400,17,17,-33.95,0.971,0,1,32,0.94994,1.62323,0.96981,1.85398,1.45866,0.0
62,400,14,14,-62.25,0.9706,0,1,32,0.96326,1.62323,0.96981,1.79984,1.46783,0.0
63,400,22,22,-29.4,0.9701,0,1,32,1.02739,1.6331,1.00156,1.83489,1.47346,0.0
64,400,19,19,-42.15,0.9696,0,1,32,1.05438,1.5722,1.0294,1.86745,1.51034,0.0
65,400,14,14,-48.55,0.9691,0,1,32,1.0139,1.51548,1.01136,1.63167,1.45308,0.0
66,400,19,19,-39.6,0.9687,0,1,32,0.99911,1.68616,0.99908,1.59186,1.44133,0.0
67,400,26,26,-37.1,0.9682,0,1,32,0.99835,1.64028,0.99793,1.67512,1.44211,0.0
68,400,22,22,-37.9,0.9677,0,1,32,1.01785,1.64555,1.02246,1.70888,1.4521,0.0
69,400,20,20,-39.95,0.9672,0,1,32,1.02616,1.69837,1.02349,1.74617,1.46317,0.0
70,400,17,17,-44.1,0.9667,0,1,32,1.02912,1.70766,1.02514,1.75102,1.46574,0.0
71,400,19,19,-47.85,0.9663,0,1,32,1.05409,1.54178,1.04992,1.79478,1.51848,0.0
72,400,29,29,-32.35,0.9658,0,1,32,1.06539,1.56491,1.07627,1.78373,1.52622,0.0
73,400,23,23,-35.5,0.9653,0,1,32,1.07353,1.61045,1.07442,1.84924,1.5251,0.0
74,400,15,15,-47.5,0.9648,0,1,32,1.07353,1.63518,1.08667,1.84174,1.53724,0.0
75,400,19,19,-51.35,0.9644,0,1,32,1.10939,1.6405,1.11131,1.82465,1.56155,0.0
76,400,15,15,-45.6,0.9639,0,1,32,1.08577,1.5883,1.06922,1.64005,1.52182,0.0
77,400,22,22,-34.65,0.9634,0,1,32,1.07535,1.60527,1.06922,1.65984,1.49664,0.0
78,400,20,20,-32.45,0.9629,0,1,32,1.03936,1.62464,1.02624,1.84766,1.47715,0.0
79,400,25,25,-33.5,0.9625,0,1,32,1.09629,1.64264,1.06945,1.84813,1.5236,0.0
80,400,17,17,-35.85,0.962,0,1,32,1.12345,1.68917,1.06945,1.9148,1.58587,0.0
81,400,16,16,-41.2,0.9615,0,1,32,1.14658,1.64702,1.14649,1.86033,1.60605,0.0
82,400,25,25,-41.0,0.961,0,1,32,1.12593,1.64565,1.13209,1.78971,1.57628,0.0
83,400,11,11,-64.7,0.9606,0,1,32,1.13054,1.61134,1.13283,1.8,1.58021,0.0
84,400,16,16,-42.55,0.9601,0,1,32,1.11411,1.61167,1.1089,1.75745,1.56067,0.0
85,400,27,27,-42.7,0.9596,0,1,32,1.08382,1.58127,0.99697,1.74676,1.54225,0.0
86,400,9,9,-58.15,0.9591,0,1,32,1.10234,1.54834,1.07246,1.75417,1.54745,0.0
87,400,13,13,-48.8,0.9587,0,1,32,1.0803,1.60397,1.06798,1.74645,1.53719,0.0
88,400,19,19,-45.9,0.9582,0,1,32,1.07259,1.57596,1.05825,1.72352,1.52058,0.0
89,400,10,10,-61.6,0.9577,0,1,32,1.06373,1.57518,1.05523,1.72893,1.512,0.0
90,400,16,16,-48.65,0.9573,0,1,32,1.07869,1.56731,1.07142,1.81481,1.51117,0.0
91,400,22,22,-41.4,0.9568,0,1,32,1.09121,1.60031,1.10102,1.80915,1.53612,0.0
92,400,16,16,-50.4,0.9563,0,1,32,1.09271,1.60031,1.10379,1.83662,1.53612,0.0
93,400,26,26,-35.6,0.9558,0,1,32,1.14187,1.64412,1.15003,1.87877,1.57812,0.0
94,400,15,15,-44.9,0.9554,0,1,32,1.12337,1.67578,1.1278,1.7724,1.56851,0.0
95,400,12,12,-51.15,0.9549,0,1,32,1.098,1.63132,1.104,1.73874,1.54537,0.0
96,400,23,23,-40.4,0.9544,0,1,32,1.1354,1.65916,1.12954,1.88574,1.57488,0.0
97,400,14,14,-40.15,0.9539,0,1,32,1.13648,1.64742,1.1338,1.85357,1.58115,0.0
98,400,16,16,-44.9,0.9535,0,1,32,1.15468,1.65937,1.14298,1.94207,1.60129,0.0
99,400,8,8,-52.7,0.953,0,1,32,1.15654,1.64471,1.15603,1.8533,1.60544,0.0
