episode,steps,score,coins,crates,bombs,reward,epsilon,killed_self,survived,weight_norm
1,400,11,11,0,0,-63.95,0.9995,0,1,0.0908
2,400,24,24,0,0,-43.0,0.999,0,1,0.1312
3,400,9,9,0,0,-53.35,0.9986,0,1,0.1434
4,400,21,21,0,0,-35.55,0.9981,0,1,0.158
5,400,18,18,0,0,-45.3,0.9976,0,1,0.1746
6,400,17,17,0,0,-47.5,0.9971,0,1,0.1935
7,400,10,10,0,0,-56.3,0.9967,0,1,0.2116
8,400,11,11,0,0,-64.15,0.9962,0,1,0.2306
9,400,16,16,0,0,-45.25,0.9957,0,1,0.2508
10,400,8,8,0,0,-58.65,0.9952,0,1,0.2641
11,400,21,21,0,0,-53.85,0.9948,0,1,0.2931
12,400,18,19,0,0,-47.75,0.9943,0,1,0.3219
13,400,24,24,0,0,-30.8,0.9938,0,1,0.3657
14,400,15,15,0,0,-58.75,0.9933,0,1,0.3909
15,400,21,21,0,0,-52.85,0.9929,0,1,0.4254
16,400,12,12,0,0,-58.85,0.9924,0,1,0.4499
17,400,19,19,0,0,-53.6,0.9919,0,1,0.4834
18,400,25,25,0,0,-38.95,0.9915,0,1,0.5354
19,400,19,19,0,0,-55.65,0.991,0,1,0.5817
20,400,18,18,0,0,-45.45,0.9905,0,1,0.6351
21,400,15,16,0,0,-50.85,0.99,0,1,0.6774
22,400,24,24,0,0,-34.3,0.9896,0,1,0.7353
23,400,17,17,0,0,-53.15,0.9891,0,1,0.7813
24,400,20,20,0,0,-41.1,0.9886,0,1,0.8333
25,400,17,17,0,0,-47.2,0.9881,0,1,0.8743
26,400,15,15,0,0,-44.05,0.9877,0,1,0.9098
27,400,20,20,0,0,-50.55,0.9872,0,1,0.9528
28,400,15,15,0,0,-53.95,0.9867,0,1,0.9925
29,400,11,11,0,0,-50.9,0.9862,0,1,1.0352
30,400,21,21,0,0,-41.95,0.9858,0,1,1.1
31,400,16,16,0,0,-50.3,0.9853,0,1,1.1516
32,400,17,17,0,0,-41.6,0.9848,0,1,1.2148
33,400,12,12,0,0,-55.45,0.9843,0,1,1.2605
34,400,15,15,0,0,-62.3,0.9839,0,1,1.3051
35,400,17,17,0,0,-54.7,0.9834,0,1,1.3442
36,400,9,9,0,0,-62.1,0.9829,0,1,1.3735
37,400,6,6,0,0,-71.5,0.9824,0,1,1.3928
38,400,17,17,0,0,-49.0,0.9819,0,1,1.439
39,400,16,16,0,0,-47.5,0.9815,0,1,1.4902
40,400,15,15,0,0,-46.75,0.981,0,1,1.5373
41,400,9,9,0,0,-57.3,0.9805,0,1,1.5802
42,400,18,18,0,0,-50.35,0.98,0,1,1.6343
43,400,16,16,0,0,-56.55,0.9796,0,1,1.6792
44,400,21,21,0,0,-42.55,0.9791,0,1,1.7399
45,400,21,21,0,0,-43.6,0.9786,0,1,1.8034
46,400,17,18,0,0,-47.3,0.9781,0,1,1.8568
47,400,21,21,0,0,-43.8,0.9777,0,1,1.9223
48,400,22,22,0,0,-42.6,0.9772,0,1,1.9874
49,400,17,17,0,0,-36.9,0.9767,0,1,2.0535
50,400,15,15,0,0,-55.35,0.9762,0,1,2.1122
51,400,18,18,0,0,-45.45,0.9758,0,1,2.1848
52,400,15,15,0,0,-45.0,0.9753,0,1,2.2459
53,400,21,21,0,0,-48.15,0.9748,0,1,2.3221
54,400,11,11,0,0,-54.35,0.9744,0,1,2.3802
