episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,18,18,-53.9,0.9995,0,1,15,-0.14926,0.02435,-0.23251,0.10649,-0.00188,0.0
2,400,15,15,-49.25,0.999,0,1,16,-0.31017,0.06591,-0.34345,0.24959,0.02555,0.0
3,400,13,13,-55.05,0.9986,0,1,19,-0.31017,0.06591,-0.34345,0.24959,0.02555,0.0
4,400,14,14,-48.95,0.9981,0,1,22,-0.30456,0.22754,-0.32137,0.22886,0.09174,0.0
5,400,26,26,-36.0,0.9976,0,1,25,-0.21458,0.36603,-0.22809,0.60381,0.2419,0.0
6,400,16,16,-58.1,0.9971,0,1,29,-0.19624,0.34632,-0.13232,0.51266,0.29276,0.0
7,400,9,9,-64.65,0.9967,0,1,30,-0.09385,0.26871,-0.11485,0.43402,0.34398,0.0
8,400,19,20,-49.75,0.9962,0,1,30,-0.07911,0.36021,-0.09898,0.76175,0.41015,0.0
9,400,20,20,-39.25,0.9957,0,1,30,0.01681,0.41379,0.0067,0.65585,0.51185,0.0
10,400,9,9,-63.65,0.9952,0,1,30,0.04849,0.42538,0.03098,0.69526,0.51783,0.0
11,400,15,15,-52.35,0.9948,0,1,30,0.17393,0.73083,0.19642,0.8141,0.64601,0.0
12,400,10,10,-48.35,0.9943,0,1,30,0.18988,0.75115,0.19642,0.82402,0.6523,0.0
13,400,24,24,-47.75,0.9938,0,1,31,0.19795,0.64792,0.21003,0.864,0.65893,0.0
14,400,20,20,-43.8,0.9933,0,1,31,0.22992,0.65884,0.22883,0.85731,0.6752,0.0
15,400,22,22,-32.3,0.9929,0,1,31,0.34693,0.86974,0.34189,0.96613,0.79773,0.0
16,400,20,20,-44.1,0.9924,0,1,31,0.36549,0.89665,0.38467,1.14095,0.82377,0.0
17,400,17,17,-53.65,0.9919,0,1,31,0.30997,0.85143,0.34044,0.77542,0.76815,0.0
18,400,17,17,-43.55,0.9915,0,1,31,0.32037,0.94463,0.303,1.03593,0.67896,0.0
19,400,19,19,-50.1,0.991,0,1,31,0.3347,0.8979,0.32226,0.94532,0.77483,0.0
20,400,16,16,-53.85,0.9905,0,1,31,0.32049,0.93884,0.31421,0.87661,0.76337,0.0
21,400,17,17,-39.85,0.99,0,1,31,0.33059,0.92669,0.33131,1.06149,0.78487,0.0
22,400,12,12,-56.75,0.9896,0,1,31,0.41491,0.86532,0.44297,1.15888,0.89696,0.0
23,400,12,12,-58.2,0.9891,0,1,31,0.59309,0.85792,0.61361,1.29969,1.01744,0.0
24,400,19,19,-32.9,0.9886,0,1,31,0.6083,0.88394,0.62146,1.32341,1.07012,0.0
25,400,15,15,-56.05,0.9881,0,1,31,0.6142,0.95074,0.63079,1.1877,1.07239,0.0
26,400,12,12,-61.15,0.9877,0,1,31,0.60161,0.87881,0.61142,1.22821,1.06725,0.0
27,400,15,15,-57.4,0.9872,0,1,31,0.59763,0.85786,0.59914,1.17985,1.05557,0.0
28,400,28,28,-40.85,0.9867,0,1,31,0.59489,0.92307,0.58554,1.2265,1.05192,0.0
29,400,10,10,-53.9,0.9862,0,1,31,0.57665,1.06412,0.57587,1.2025,1.03798,0.0
30,400,19,19,-50.1,0.9858,0,1,31,0.59589,1.12813,0.5826,1.15499,1.04533,0.0
31,400,15,15,-53.9,0.9853,0,1,31,0.58672,1.05749,0.55658,1.19363,1.04013,0.0
32,400,19,19,-42.3,0.9848,0,1,31,0.58474,1.10734,0.55905,1.20704,1.03146,0.0
33,400,24,24,-31.3,0.9843,0,1,31,0.59524,1.14754,0.56775,1.26062,1.0404,0.0
34,400,18,18,-50.05,0.9839,0,1,31,0.68689,1.11882,0.64698,1.49409,1.07922,0.0
35,400,20,20,-35.55,0.9834,0,1,31,0.84224,1.17843,0.81347,1.65905,1.3531,0.0
36,400,19,19,-44.3,0.9829,0,1,31,0.87185,1.30586,0.85473,1.52937,1.34148,0.0
37,400,15,15,-50.8,0.9824,0,1,31,0.81621,1.3677,0.80298,1.43079,1.17229,0.0
38,400,18,18,-45.25,0.9819,0,1,31,0.805,1.35508,0.79491,1.36924,1.20547,0.0
39,400,21,21,-33.8,0.9815,0,1,31,0.79295,1.36274,0.78553,1.45927,1.21139,0.0
40,400,20,21,-45.45,0.981,0,1,31,0.78942,1.31416,0.79111,1.49727,1.23032,0.0
41,400,16,16,-50.5,0.9805,0,1,31,0.83091,1.41451,0.81277,1.54416,1.27125,0.0
42,400,14,14,-54.1,0.98,0,1,31,0.845,1.39184,0.81887,1.53412,1.28072,0.0
43,400,18,19,-48.65,0.9796,0,1,31,0.8746,1.43533,0.87073,1.59378,1.29746,0.0
44,400,20,20,-42.3,0.9791,0,1,32,0.82541,1.42147,0.918,1.65225,1.36192,0.0
45,400,16,16,-51.65,0.9786,0,1,32,0.89942,1.48153,0.92768,1.65628,1.37809,0.0
46,400,18,18,-47.45,0.9781,0,1,32,0.92721,1.42331,0.94002,1.7446,1.39537,0.0
47,400,12,12,-41.7,0.9777,0,1,32,0.95521,1.46409,0.96623,1.48881,1.41603,0.0
48,400,15,15,-51.7,0.9772,0,1,32,0.91142,1.45637,0.92467,1.50437,1.35597,0.0
49,400,23,23,-33.25,0.9767,0,1,32,0.88175,1.44532,0.8987,1.5362,1.33088,0.0
50,400,24,24,-40.75,0.9762,0,1,32,0.9108,1.46346,0.95452,1.75783,1.36805,0.0
51,400,15,15,-46.1,0.9758,0,1,32,1.01248,1.49816,1.00993,1.68752,1.44081,0.0
52,400,26,26,-40.3,0.9753,0,1,32,0.99465,1.41474,0.99795,1.64163,1.43579,0.0
53,400,14,14,-52.9,0.9748,0,1,32,1.01667,1.43535,1.0188,1.6412,1.45164,0.0
54,400,12,12,-49.55,0.9744,0,1,32,1.0121,1.44276,1.01395,1.61155,1.44811,0.0
55,400,20,20,-33.75,0.9739,0,1,32,1.00644,1.45812,1.00188,1.5942,1.42773,0.0
56,400,19,19,-51.25,0.9734,0,1,32,0.982,1.46344,0.9871,1.66971,1.42415,0.0
57,400,9,9,-59.05,0.9729,0,1,32,0.96077,1.4289,0.96013,1.56678,1.39739,0.0
58,400,18,18,-52.5,0.9725,0,1,32,0.9121,1.35523,0.9156,1.58635,1.37353,0.0
59,400,23,23,-39.4,0.972,0,1,32,1.00868,1.33834,1.01733,1.64782,1.40873,0.0
60,400,14,14,-51.1,0.9715,0,1,32,0.9938,1.39819,0.99182,1.60839,1.4147,0.0
61,400,21,21,-48.5,0.971,0,1,32,0.99702,1.43067,0.88276,1.58592,1.40762,0.0
62,400,24,24,-39.65,0.9706,0,1,32,0.98102,1.44515,0.88975,1.58898,1.39782,0.0
63,400,12,12,-52.5,0.9701,0,1,32,0.98926,1.46387,0.95416,1.6899,1.42558,0.0
64,400,32,32,-29.45,0.9696,0,1,32,1.0067,1.43219,1.01575,1.67402,1.46537,0.0
65,400,13,13,-48.2,0.9691,0,1,32,0.99965,1.45114,1.00237,1.65838,1.3543,0.0
66,400,23,23,-42.0,0.9687,0,1,32,1.00827,1.49816,1.01747,1.766,1.36906,0.0
67,400,24,24,-41.55,0.9682,0,1,32,1.04617,1.5314,1.04185,1.85064,1.46416,0.0
68,400,21,21,-45.75,0.9677,0,1,32,1.08813,1.53809,1.05357,1.79658,1.4731,0.0
69,400,21,21,-40.85,0.9672,0,1,32,1.10326,1.57206,1.07074,1.81426,1.52589,0.0
70,400,7,7,-56.7,0.9667,0,1,32,1.09642,1.55778,1.07125,1.74548,1.52585,0.0
71,400,23,23,-36.35,0.9663,0,1,32,1.08741,1.60832,1.07746,1.77885,1.53195,0.0
72,400,17,17,-54.3,0.9658,0,1,32,1.14982,1.62811,1.16129,1.83182,1.57222,0.0
73,400,13,14,-59.55,0.9653,0,1,32,1.12651,1.58325,1.1507,1.75266,1.56834,0.0
74,400,24,24,-29.45,0.9648,0,1,32,1.11498,1.62408,1.14503,1.79811,1.56163,0.0
