episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,31,31,-37.45,0.9998,0,1,18,-0.26806,0.06798,-0.25266,0.37323,0.10894,0.0
2,400,11,11,-60.5,0.9995,0,1,22,-0.2155,0.11334,-0.21626,0.32702,0.19555,0.0
3,400,13,13,-54.85,0.9993,0,1,26,-0.2241,0.19626,-0.23321,0.31895,0.19543,0.0
4,400,12,12,-50.55,0.999,0,1,28,-0.20351,0.26954,-0.21214,0.32967,0.24472,0.0
5,400,20,20,-43.0,0.9988,0,1,29,-0.2041,0.34746,-0.21259,0.32484,0.24184,0.0
6,400,7,7,-64.25,0.9986,0,1,29,-0.19548,0.1867,-0.19772,0.33648,0.26097,0.0
7,400,9,9,-63.3,0.9983,0,1,29,-0.148,0.3525,-0.18137,0.5283,0.32099,0.0
8,400,11,11,-65.6,0.9981,0,1,29,0.0561,0.50019,0.05758,0.62103,0.49213,0.0
9,400,16,16,-58.6,0.9979,0,1,30,0.05165,0.51892,0.05316,0.52811,0.4913,0.0
10,400,11,12,-62.85,0.9976,0,1,30,0.05581,0.51892,0.06151,0.63498,0.49817,0.0
11,400,5,5,-64.8,0.9974,0,1,32,-0.0065,0.33391,-0.00045,0.5368,0.4414,0.0
12,400,17,17,-42.95,0.9971,0,1,32,0.02835,0.50456,0.02864,0.62274,0.47243,0.0
13,400,24,24,-42.25,0.9969,0,1,32,0.24178,0.56526,0.20879,1.01521,0.69792,0.0
14,400,18,18,-54.1,0.9967,0,1,32,0.36618,0.70728,0.28327,1.052,0.81925,0.0
15,400,16,16,-62.7,0.9964,0,1,32,0.35885,0.638,0.3184,0.82825,0.7925,0.0
16,400,11,11,-58.95,0.9962,0,1,32,0.23007,0.62288,0.22915,0.75594,0.67014,0.0
17,400,16,16,-46.15,0.996,0,1,32,0.25992,0.77438,0.28585,0.89643,0.7529,0.0
18,400,26,26,-38.4,0.9957,0,1,32,0.39077,0.79301,0.42059,1.29879,0.89748,0.0
19,400,16,16,-57.8,0.9955,0,1,32,0.52824,0.74482,0.52533,1.21353,0.94825,0.0
20,400,13,13,-57.75,0.9952,0,1,32,0.54715,0.80657,0.54064,1.2532,0.95824,0.0
21,400,21,21,-43.5,0.995,0,1,32,0.62286,0.75841,0.58829,1.27751,1.06123,0.0
22,400,19,19,-43.2,0.9948,0,1,32,0.57841,0.87874,0.6013,1.10074,1.04007,0.0
23,400,15,15,-53.85,0.9945,0,1,32,0.46596,0.95548,0.45962,1.02412,0.9073,0.0
24,400,16,16,-54.9,0.9943,0,1,32,0.47287,0.92873,0.47414,1.12082,0.92645,0.0
25,400,13,13,-60.85,0.9941,0,1,32,0.47545,0.96703,0.48164,1.11522,0.93068,0.0
26,400,18,18,-53.05,0.9938,0,1,32,0.48461,1.03172,0.49235,1.15408,0.92622,0.0
27,400,16,16,-52.9,0.9936,0,1,32,0.44945,0.96925,0.48298,1.05762,0.89995,0.0
28,400,18,18,-38.7,0.9933,0,1,32,0.48766,1.15839,0.4843,1.1025,0.93976,0.0
29,400,25,25,-35.45,0.9931,0,1,32,0.51087,1.11505,0.51068,1.1023,0.8699,0.0
30,400,14,14,-52.55,0.9929,0,1,32,0.50307,1.09621,0.51112,1.17375,0.88986,0.0
31,400,16,16,-47.55,0.9926,0,1,32,0.61201,1.05283,0.60888,1.33362,1.06012,0.0
32,400,7,7,-66.55,0.9924,0,1,32,0.62019,1.15202,0.61647,1.21125,1.07393,0.0
33,400,12,12,-53.5,0.9922,0,1,32,0.62818,1.15301,0.62894,1.26623,1.07847,0.0
34,400,21,21,-39.0,0.9919,0,1,32,0.53805,1.13732,0.649,1.33406,1.10722,0.0
35,400,25,25,-44.3,0.9917,0,1,32,0.58953,1.2136,0.62115,1.24359,1.06719,0.0
36,400,19,19,-48.3,0.9915,0,1,32,0.73291,1.02667,0.77285,1.48814,1.18099,0.0
37,400,16,16,-54.8,0.9912,0,1,32,0.75131,1.02667,0.77858,1.57712,1.18099,0.0
38,400,22,22,-39.8,0.991,0,1,32,0.76173,1.07748,0.77858,1.61739,1.20949,0.0
39,400,12,12,-48.95,0.9907,0,1,32,0.916,1.26544,0.91598,1.5753,1.3515,0.0
40,400,9,9,-53.15,0.9905,0,1,32,0.91377,1.27432,0.91516,1.49602,1.35269,0.0
41,400,17,17,-52.85,0.9903,0,1,32,0.8711,1.18321,0.85165,1.47163,1.30222,0.0
42,400,24,24,-47.8,0.99,0,1,32,0.87428,1.33757,0.90024,1.62368,1.31655,0.0
43,400,19,19,-44.1,0.9898,0,1,32,0.98423,1.43268,0.95483,1.71222,1.39829,0.0
44,400,27,27,-46.9,0.9896,0,1,32,0.98196,1.43732,0.97611,1.65593,1.41198,0.0
45,400,10,10,-64.25,0.9893,0,1,32,1.01659,1.44013,1.046,1.78037,1.46833,0.0
46,400,18,18,-46.35,0.9891,0,1,32,1.02097,1.40648,1.04764,1.70067,1.46833,0.0
47,400,17,17,-42.6,0.9888,0,1,32,1.02097,1.41705,1.04031,1.74198,1.46876,0.0
48,400,20,20,-41.2,0.9886,0,1,32,1.03509,1.42596,1.04744,1.72058,1.48185,0.0
49,400,18,18,-43.75,0.9884,0,1,32,0.96538,1.38955,1.0241,1.58475,1.42548,0.0
50,400,7,7,-57.55,0.9881,0,1,32,0.95781,1.47317,1.00847,1.63613,1.42284,0.0
51,400,6,6,-74.6,0.9879,0,1,32,0.95908,1.47317,1.00847,1.60978,1.42284,0.0
52,400,26,26,-31.85,0.9877,0,1,32,1.02585,1.53913,1.02663,1.92911,1.47733,0.0
53,400,16,16,-61.3,0.9874,0,1,32,1.07501,1.56687,1.06138,1.59988,1.53886,0.0
54,400,22,22,-35.5,0.9872,0,1,32,1.08743,1.33932,1.05671,1.92045,1.4828,0.0
55,400,19,19,-47.7,0.9869,0,1,32,1.06654,1.33245,1.02752,1.61594,1.47121,0.0
56,400,18,18,-43.85,0.9867,0,1,32,1.00967,1.47164,1.01187,1.55014,1.4411,0.0
57,400,11,11,-47.4,0.9865,0,1,32,0.97366,1.53585,0.96664,1.63052,1.4146,0.0
58,400,18,18,-54.95,0.9862,0,1,32,1.00622,1.56884,0.99929,1.75278,1.43614,0.0
59,400,22,22,-42.9,0.986,0,1,32,1.0316,1.42103,1.03281,1.72545,1.46485,0.0
60,400,18,18,-43.9,0.9858,0,1,32,1.0316,1.46739,1.03326,1.71209,1.47125,0.0
61,400,20,20,-46.85,0.9855,0,1,32,1.07792,1.5425,1.0806,1.78791,1.54455,0.0
62,400,13,13,-60.15,0.9853,0,1,32,1.07792,1.5425,1.0806,1.84015,1.54455,0.0
63,400,7,7,-68.95,0.985,0,1,32,1.09641,1.62073,1.08716,1.91128,1.55853,0.0
64,400,16,16,-40.85,0.9848,0,1,32,1.17438,1.70909,1.17915,1.92551,1.62582,0.0
65,400,15,15,-47.55,0.9846,0,1,32,1.11087,1.68794,1.07235,1.72422,1.55743,0.0
66,400,19,19,-39.9,0.9843,0,1,32,1.10396,1.70476,1.08213,1.85396,1.56547,0.0
67,400,18,18,-53.5,0.9841,0,1,32,1.09511,1.67531,1.10266,1.75169,1.56057,0.0
68,400,27,27,-37.45,0.9839,0,1,32,1.11963,1.747,1.12676,1.84897,1.58677,0.0
69,400,22,22,-42.0,0.9836,0,1,32,1.17016,1.809,1.18308,1.85219,1.65475,0.0
70,400,20,21,-41.8,0.9834,0,1,32,1.17016,1.79236,1.17982,1.99699,1.65352,0.0
71,400,25,25,-39.85,0.9831,0,1,32,1.23756,1.7377,1.24786,1.95745,1.69311,0.0
72,400,10,10,-48.85,0.9829,0,1,32,1.24752,1.77662,1.25285,1.96432,1.72252,0.0
73,400,17,17,-47.35,0.9827,0,1,32,1.21956,1.69873,1.24086,1.76527,1.70527,0.0
74,400,18,18,-51.75,0.9824,0,1,32,1.20478,1.70859,1.20387,1.72539,1.65297,0.0
75,400,18,18,-36.4,0.9822,0,1,32,1.10265,1.67893,1.07581,1.74176,1.5202,0.0
76,400,13,13,-52.6,0.9819,0,1,32,1.09152,1.69557,1.07235,1.73435,1.5202,0.0
77,400,25,25,-35.45,0.9817,0,1,32,1.07587,1.69893,1.06808,1.77892,1.51728,0.0
78,400,21,21,-36.25,0.9815,0,1,32,1.08985,1.74917,1.10052,1.95077,1.54211,0.0
79,400,16,16,-46.45,0.9812,0,1,32,1.27006,1.6843,1.24155,2.05157,1.72103,0.0
80,400,13,14,-53.35,0.981,0,1,32,1.20125,1.66198,1.20488,1.78184,1.63268,0.0
81,400,9,9,-57.9,0.9808,0,1,32,1.09307,1.68359,1.10858,1.62805,1.56761,0.0
82,400,22,22,-47.3,0.9805,0,1,32,1.01305,1.63255,1.02046,1.67701,1.48966,0.0
83,400,22,23,-43.1,0.9803,0,1,32,1.15959,1.56234,1.09592,1.83822,1.64622,0.0
84,400,16,16,-51.75,0.98,0,1,32,1.11976,1.61798,1.10771,1.84282,1.56202,0.0
85,400,16,16,-51.35,0.9798,0,1,32,1.10502,1.72878,1.10261,1.77936,1.55137,0.0
86,400,10,10,-57.75,0.9796,0,1,32,1.11735,1.65316,1.11469,1.76051,1.56938,0.0
87,400,12,12,-48.5,0.9793,0,1,32,1.1026,1.64281,1.10085,1.76322,1.55721,0.0
88,400,10,10,-49.8,0.9791,0,1,32,1.00953,1.54696,0.98266,1.58302,1.43297,0.0
89,400,17,17,-45.7,0.9789,0,1,32,0.97532,1.5838,0.97349,1.65317,1.42336,0.0
90,400,10,10,-44.8,0.9786,0,1,32,0.97033,1.56309,0.97273,1.61566,1.42181,0.0
91,400,14,14,-54.25,0.9784,0,1,32,0.94918,1.60456,0.9567,1.72473,1.41313,0.0
92,400,14,14,-53.05,0.9781,0,1,32,0.95696,1.61306,0.96526,1.73909,1.44139,0.0
93,400,13,13,-50.4,0.9779,0,1,32,1.03568,1.52708,1.06032,1.6893,1.46967,0.0
94,400,16,16,-56.05,0.9777,0,1,32,0.97139,1.53255,0.97185,1.60029,1.42981,0.0
95,400,21,21,-42.2,0.9774,0,1,32,0.99117,1.58325,0.99111,1.5654,1.45887,0.0
96,400,15,15,-47.3,0.9772,0,1,32,1.04967,1.66791,1.06401,1.73222,1.49519,0.0
97,400,15,15,-60.1,0.977,0,1,32,1.00915,1.66001,1.02585,1.69743,1.46155,0.0
98,400,18,18,-51.8,0.9767,0,1,32,1.04988,1.62774,1.07306,1.85942,1.53349,0.0
99,400,12,12,-47.4,0.9765,0,1,32,1.07564,1.6463,1.08498,1.71807,1.5357,0.0
100,400,16,16,-59.2,0.9762,0,1,32,1.06466,1.55251,1.06171,1.67832,1.52263,0.0
101,400,23,24,-43.15,0.976,0,1,32,1.01835,1.57712,1.01968,1.79959,1.48835,0.0
102,400,16,16,-51.5,0.9758,0,1,32,1.07313,1.62973,1.07577,1.78075,1.36071,0.0
103,400,20,20,-43.7,0.9755,0,1,32,1.06522,1.46304,1.08166,1.70205,1.51003,0.0
104,400,16,16,-47.25,0.9753,0,1,32,1.12039,1.53726,1.13512,2.04321,1.56782,0.0
105,400,12,12,-44.0,0.9751,0,1,32,1.16001,1.53726,1.1545,2.05342,1.56782,0.0
106,400,17,17,-35.6,0.9748,0,1,32,1.19841,1.6528,1.22148,1.83275,1.63203,0.0
107,400,17,17,-51.55,0.9746,0,1,32,1.14188,1.5936,1.10681,1.64091,1.51847,0.0
108,400,11,11,-49.9,0.9744,0,1,32,1.0738,1.65653,1.07228,1.75499,1.51531,0.0
109,400,18,18,-52.2,0.9741,0,1,32,1.08078,1.67685,1.0787,1.92874,1.53986,0.0
110,400,23,23,-31.25,0.9739,0,1,32,1.15542,1.70714,1.14475,1.90158,1.60715,0.0
111,400,17,17,-47.3,0.9736,0,1,32,1.10835,1.64752,1.05961,1.7463,1.54323,0.0
112,400,16,16,-50.1,0.9734,0,1,32,1.11687,1.74659,1.1088,2.00611,1.56648,0.0
113,400,22,22,-35.0,0.9732,0,1,32,1.15187,1.75291,1.14935,1.82929,1.61521,0.0
114,400,22,22,-39.3,0.9729,0,1,32,1.15434,1.75131,1.14993,1.86335,1.60973,0.0
115,400,20,20,-42.05,0.9727,0,1,32,1.15589,1.77458,1.15635,1.78663,1.62391,0.0
116,400,18,18,-56.15,0.9725,0,1,32,1.16692,1.73506,1.14991,1.86282,1.61448,0.0
117,400,9,9,-56.4,0.9722,0,1,32,1.16692,1.73506,1.14991,1.9266,1.61448,0.0
118,400,9,9,-63.5,0.972,0,1,32,1.12751,1.63462,0.97228,1.88538,1.58475,0.0
119,400,28,28,-26.0,0.9717,0,1,32,1.24159,1.72812,1.16477,1.99894,1.65456,0.0
120,400,10,10,-47.15,0.9715,0,1,32,1.24159,1.72812,1.16477,1.99894,1.65456,0.0
121,400,17,17,-46.1,0.9713,0,1,32,1.2448,1.69519,1.19772,1.93484,1.69911,0.0
122,400,19,19,-46.6,0.971,0,1,32,1.23333,1.72983,1.21249,1.88556,1.67823,0.0
123,400,16,16,-53.05,0.9708,0,1,32,1.14043,1.69985,1.15009,1.7961,1.61876,0.0
124,400,12,12,-56.55,0.9706,0,1,32,1.1478,1.76454,1.17431,1.88304,1.6233,0.0
125,400,13,13,-58.75,0.9703,0,1,32,1.15958,1.68232,1.17805,1.96693,1.62444,0.0
126,400,18,18,-47.95,0.9701,0,1,32,1.16589,1.73101,1.00925,1.83042,1.62129,0.0
127,400,13,13,-64.3,0.9698,0,1,32,1.1795,1.66428,1.14922,1.81687,1.66973,0.0
128,400,16,16,-47.15,0.9696,0,1,32,1.16182,1.68441,1.1449,1.8655,1.62379,0.0
129,400,21,21,-37.2,0.9694,0,1,32,1.25072,1.74398,1.23255,1.94431,1.66965,0.0
130,400,17,17,-50.8,0.9691,0,1,32,1.24505,1.69937,1.23139,1.95902,1.6739,0.0
131,400,28,28,-27.55,0.9689,0,1,32,1.20926,1.52432,1.17226,1.74363,1.63723,0.0
132,400,11,11,-53.9,0.9687,0,1,32,1.11293,1.64403,1.07366,1.73626,1.54066,0.0
133,400,19,19,-40.05,0.9684,0,1,32,1.11431,1.65831,1.07887,1.81649,1.53459,0.0
134,400,13,13,-48.6,0.9682,0,1,32,1.09414,1.71735,1.08475,1.83754,1.53935,0.0
135,400,17,17,-39.15,0.9679,0,1,32,1.12677,1.76411,1.1161,1.88079,1.55485,0.0
136,400,23,23,-38.75,0.9677,0,1,32,1.15025,1.75318,1.17702,1.93207,1.65291,0.0
137,400,19,19,-49.95,0.9675,0,1,32,1.16783,1.78903,1.19193,2.01464,1.684,0.0
138,400,18,18,-54.7,0.9672,0,1,32,1.34095,1.78663,1.33292,1.99692,1.78587,0.0
139,400,24,24,-36.75,0.967,0,1,32,1.39513,1.82078,1.36852,2.12577,1.85069,0.0
140,400,30,30,-30.1,0.9667,0,1,32,1.35427,1.61841,1.37421,2.11452,1.83565,0.0
141,400,17,17,-58.1,0.9665,0,1,32,1.31416,1.886,1.31936,1.97668,1.80132,0.0
142,400,17,17,-52.7,0.9663,0,1,32,1.30351,1.90787,1.30123,2.02472,1.775,0.0
