episode,steps,score,coins,crates,bombs,reward,epsilon,killed_self,survived,weight_norm
1,18,0,0,2,1,-4.77,0.9995,1,0,0.0122
2,9,0,0,5,1,-3.73,0.999,1,0,0.0195
3,7,0,0,2,1,-4.56,0.9986,1,0,0.0296
4,7,0,0,3,1,-4.21,0.9981,1,0,0.0321
5,5,0,0,4,1,-3.69,0.9976,1,0,0.04
6,5,0,0,3,1,-4.29,0.9971,1,0,0.0498
7,5,0,0,4,1,-3.69,0.9967,1,0,0.0579
8,5,0,0,3,1,-4.29,0.9962,1,0,0.0675
9,16,0,0,4,2,-4.144,0.9957,1,0,0.0766
10,15,0,0,4,2,-4.03,0.9952,1,0,0.0859
11,7,0,0,2,1,-4.66,0.9948,1,0,0.0951
12,5,0,0,4,1,-3.99,0.9943,1,0,0.1029
13,17,0,0,3,2,-4.554,0.9938,1,0,0.1104
14,7,0,0,2,1,-4.46,0.9933,1,0,0.1116
15,7,0,0,2,1,-4.56,0.9929,1,0,0.1197
16,5,0,0,4,1,-3.79,0.9924,1,0,0.1264
17,6,0,0,1,1,-4.9,0.9919,1,0,0.136
18,15,0,0,3,1,-4.247,0.9915,1,0,0.1364
19,12,0,0,2,1,-4.66,0.991,1,0,0.1437
20,9,0,0,3,1,-4.087,0.9905,1,0,0.1432
21,11,0,0,1,1,-5.1,0.99,1,0,0.1444
22,5,0,0,4,1,-3.89,0.9896,1,0,0.1508
23,8,0,0,3,1,-4.27,0.9891,1,0,0.157
24,9,0,0,3,1,-4.18,0.9886,1,0,0.1631
25,12,0,0,3,1,-4.464,0.9881,1,0,0.1644
26,6,0,0,3,1,-4.2,0.9877,1,0,0.1669
27,8,0,0,3,1,-4.27,0.9872,1,0,0.173
28,6,0,0,3,1,-4.3,0.9867,1,0,0.1753
29,13,0,0,1,1,-5.024,0.9862,1,0,0.1791
30,6,0,0,1,1,-4.707,0.9858,1,0,0.1838
31,11,0,0,5,1,-3.8,0.9853,1,0,0.1872
32,8,0,0,1,1,-4.724,0.9848,1,0,0.1921
33,7,0,0,2,1,-4.46,0.9843,1,0,0.1962
34,5,0,0,3,1,-4.19,0.9839,1,0,0.2023
35,9,0,0,3,1,-4.284,0.9834,1,0,0.2065
36,12,0,0,3,1,-4.26,0.9829,1,0,0.2052
37,12,0,0,3,1,-4.31,0.9824,1,0,0.2093
38,7,0,0,3,1,-4.21,0.9819,1,0,0.2146
39,5,0,0,3,1,-3.99,0.9815,1,0,0.2196
40,10,0,0,4,1,-3.89,0.981,1,0,0.2228
41,14,0,0,5,2,-3.628,0.9805,1,0,0.2235
42,5,0,0,3,1,-4.09,0.98,1,0,0.2285
43,7,0,0,4,1,-4.01,0.9796,1,0,0.233
44,5,0,0,2,1,-4.54,0.9791,1,0,0.2361
45,5,0,0,3,1,-4.19,0.9786,1,0,0.2412
46,5,0,0,3,1,-4.19,0.9781,1,0,0.2463
47,7,0,0,2,1,-4.363,0.9777,1,0,0.2518
48,12,0,0,2,1,-4.76,0.9772,1,0,0.2562
49,6,0,0,3,1,-4.25,0.9767,1,0,0.2609
50,9,0,0,3,1,-4.18,0.9762,1,0,0.265
51,11,0,0,4,1,-4.05,0.9758,1,0,0.268
52,5,0,0,3,1,-4.19,0.9753,1,0,0.2731
53,15,0,0,4,2,-4.13,0.9748,1,0,0.2761
54,5,0,0,2,1,-4.54,0.9744,1,0,0.2815
55,6,0,0,3,1,-3.904,0.9739,1,0,0.2848
56,12,0,0,3,1,-4.41,0.9734,1,0,0.2867
57,8,0,0,3,1,-4.124,0.9729,1,0,0.2885
58,5,0,0,4,1,-3.69,0.9725,1,0,0.2921
59,5,0,0,3,1,-4.04,0.972,1,0,0.2968
60,11,0,0,6,1,-3.504,0.9715,1,0,0.2992
61,7,0,0,4,1,-3.81,0.971,1,0,0.3021
62,8,0,0,4,1,-3.97,0.9706,1,0,0.3047
63,5,0,0,2,1,-4.34,0.9701,1,0,0.3071
64,11,0,0,3,1,-4.004,0.9696,1,0,0.3093
65,7,0,0,4,1,-4.01,0.9691,1,0,0.3125
66,6,0,0,3,1,-4.3,0.9687,1,0,0.3147
67,7,0,0,3,1,-4.263,0.9682,1,0,0.3193
68,5,0,0,3,1,-3.99,0.9677,1,0,0.3228
69,11,0,0,3,1,-4.407,0.9672,1,0,0.3237
70,17,0,0,5,2,-3.657,0.9667,1,0,0.3278
71,7,0,0,3,1,-4.31,0.9663,1,0,0.3312
72,28,2,2,8,4,-0.955,0.9658,1,0,0.3298
73,10,0,0,1,1,-4.89,0.9653,1,0,0.3342
74,8,0,0,3,1,-4.124,0.9648,1,0,0.3363
75,6,0,0,3,1,-4.25,0.9644,1,0,0.3398
76,5,0,0,4,1,-3.89,0.9639,1,0,0.3428
77,6,0,0,2,1,-4.5,0.9634,1,0,0.3471
78,20,0,0,8,2,-3.134,0.9629,1,0,0.3455
79,6,0,0,2,1,-4.5,0.9625,1,0,0.3494
80,5,0,0,3,1,-4.09,0.962,1,0,0.352
81,9,0,0,5,1,-3.73,0.9615,1,0,0.3543
82,6,0,0,2,1,-4.5,0.961,1,0,0.3587
83,9,0,0,6,1,-3.13,0.9606,1,0,0.3581
84,7,0,0,4,1,-3.81,0.9601,1,0,0.3608
85,8,0,0,3,1,-4.22,0.9596,1,0,0.3625
86,8,0,0,3,1,-4.27,0.9591,1,0,0.3653
87,10,0,0,3,1,-4.24,0.9587,1,0,0.3661
88,11,0,0,4,1,-4.15,0.9582,1,0,0.3678
89,5,0,0,3,1,-4.14,0.9577,1,0,0.3717
90,5,0,0,2,1,-4.59,0.9573,1,0,0.3765
