round,steps,score,coins,crates,bombs,invalid,killed_self,got_killed,survived,epsilon,mean_abs_td,total_reward
1,29,0,0,13,4,5,1,1,0,0.25,0.84585,54.168
2,21,0,0,10,3,5,1,1,0,0.2499,1.59585,18.728
3,16,0,0,6,2,2,1,1,0,0.2499,1.05572,21.606
4,7,0,0,5,1,3,1,1,0,0.2498,1.62319,-1.523
5,14,0,0,5,2,4,1,1,0,0.2497,1.11565,17.718
6,27,0,0,6,3,6,1,1,0,0.2497,0.14251,51.483
7,6,0,0,2,1,1,1,1,0,0.2496,2.76893,-0.233
8,15,0,0,6,2,5,1,1,0,0.2496,1.06571,17.633
9,66,2,2,20,7,2,1,1,0,0.2495,0.2205,164.746
10,18,0,0,9,2,3,1,1,0,0.2494,0.66529,6.512
11,13,0,0,5,2,1,1,1,0,0.2494,0.99206,3.42
12,10,0,0,5,1,2,1,1,0,0.2493,0.82752,9.707
13,31,1,1,8,4,5,1,1,0,0.2492,0.57448,59.351
14,65,1,1,17,8,4,1,1,0,0.2492,0.38152,154.345
15,7,0,0,5,1,0,1,1,0,0.2491,2.01492,1.472
16,13,0,0,4,2,3,1,1,0,0.2491,1.10693,10.487
17,8,0,0,2,1,3,1,1,0,0.249,0.68516,-19.952
18,56,2,2,16,6,5,1,1,0,0.2489,0.10804,138.06
19,14,0,0,7,2,0,1,1,0,0.2489,0.14397,26.061
20,5,0,0,3,1,0,1,1,0,0.2488,0.08511,-51.738
21,13,0,0,5,2,2,1,1,0,0.2487,2.67002,-1.919
22,20,1,1,9,2,2,1,1,0,0.2487,0.0782,44.608
23,77,2,2,16,6,6,1,1,0,0.2486,0.19887,197.026
24,14,0,0,2,2,1,1,1,0,0.2486,0.19438,22.713
25,5,0,0,1,1,3,1,1,0,0.2485,3.05958,-9.458
26,31,0,0,11,4,5,1,1,0,0.2484,0.2094,61.023
27,24,0,0,6,3,5,1,1,0,0.2484,0.88278,18.382
28,7,0,0,3,1,4,1,1,0,0.2483,0.47238,3.152
29,19,2,2,8,2,5,1,1,0,0.2482,0.49363,40.403
30,5,0,0,4,1,0,1,1,0,0.2482,0.79134,-49.47
31,7,0,0,3,1,0,1,1,0,0.2481,0.18715,5.483
32,79,0,0,30,10,5,1,1,0,0.2481,0.17171,185.298
33,6,0,0,3,1,1,1,1,0,0.248,0.23116,2.868
34,25,1,1,9,3,3,1,1,0,0.2479,0.26312,56.886
35,6,0,0,3,1,0,1,1,0,0.2479,0.24565,3.485
36,9,0,0,6,1,4,1,1,0,0.2478,0.18835,10.045
37,6,0,0,3,1,1,1,1,0,0.2477,0.48906,2.394
38,15,0,0,5,2,2,1,1,0,0.2477,1.15794,-0.397
39,28,1,1,12,3,4,1,1,0,0.2476,0.79577,51.052
40,34,0,0,11,4,4,1,1,0,0.2476,0.65184,36.373
41,6,0,0,3,1,1,1,1,0,0.2475,0.22503,2.909
42,5,0,0,4,1,1,1,1,0,0.2474,0.65375,-50.139
43,63,2,2,18,7,6,1,1,0,0.2474,0.12462,155.701
44,8,0,0,6,1,3,1,1,0,0.2473,1.22772,-0.793
45,28,1,1,9,3,2,1,1,0,0.2472,0.15317,59.637
46,20,0,0,4,3,1,1,1,0,0.2472,0.77989,20.15
47,39,1,1,13,5,5,1,1,0,0.2471,0.39409,89.718
48,17,0,0,4,2,3,1,1,0,0.2471,0.75751,12.129
49,15,0,0,4,2,4,1,1,0,0.247,0.18888,10.591
50,20,1,1,8,2,5,1,1,0,0.2469,0.76267,31.291
51,8,0,0,6,1,0,1,1,0,0.2469,0.17508,9.846
52,38,1,1,14,4,5,1,1,0,0.2468,0.25986,71.86
53,8,0,0,2,1,1,1,1,0,0.2467,0.16634,7.395
54,7,0,0,5,1,3,1,1,0,0.2467,1.31765,-2.371
55,11,0,0,6,1,5,1,1,0,0.2466,0.14337,13.118
56,8,0,0,6,1,0,1,1,0,0.2466,0.11968,9.562
57,47,0,0,13,5,6,0,1,0,0.2465,0.32118,99.209
58,5,0,0,3,1,2,1,1,0,0.2464,0.7325,0.799
59,6,0,0,3,1,2,1,1,0,0.2464,0.27461,1.913
60,13,0,0,4,2,4,1,1,0,0.2463,1.89471,-4.659
61,36,0,0,10,4,9,1,1,0,0.2462,0.65351,61.234
62,5,0,0,2,1,1,1,1,0,0.2462,1.49949,-0.068
63,14,0,0,8,2,1,1,1,0,0.2461,0.86091,12.636
64,30,0,0,12,4,3,1,1,0,0.2461,0.52079,53.66
65,13,0,0,7,2,1,1,1,0,0.246,0.75493,14.476
66,25,1,1,9,3,5,1,1,0,0.2459,0.54846,43.696
67,6,0,0,2,1,1,1,1,0,0.2459,0.22341,2.64
68,13,0,0,5,2,3,1,1,0,0.2458,0.63907,19.606
69,7,0,0,6,1,2,1,1,0,0.2457,1.40415,-19.77
70,8,0,0,3,1,6,1,1,0,0.2457,1.30995,-8.361
71,5,0,0,3,1,0,1,1,0,0.2456,0.0792,1.544
72,46,1,1,18,5,6,1,1,0,0.2456,0.36267,103.637
73,14,0,0,6,2,3,1,1,0,0.2455,0.204,23.805
74,7,0,0,3,1,1,1,1,0,0.2454,0.17213,4.967
75,22,0,0,12,3,2,1,1,0,0.2454,0.12221,46.478
76,7,0,0,6,1,1,1,1,0,0.2453,0.1826,7.089
77,14,0,0,5,2,2,1,1,0,0.2452,0.18019,21.773
78,7,0,0,3,1,3,1,1,0,0.2452,0.31098,4.405
79,36,0,0,10,4,5,1,1,0,0.2451,0.25799,73.213
80,6,0,0,3,1,1,1,1,0,0.2451,0.33884,2.347
81,19,0,0,4,2,6,1,1,0,0.245,1.28113,7.586
82,14,0,0,6,2,1,1,1,0,0.2449,0.20653,24.615
83,6,0,0,3,1,0,1,1,0,0.2449,0.18675,3.357
84,17,1,1,5,2,3,1,1,0,0.2448,0.16257,31.574
85,14,0,0,7,2,0,1,1,0,0.2447,0.4809,16.858
86,32,0,0,12,4,1,1,1,0,0.2447,0.1351,69.835
87,19,1,1,10,2,1,1,1,0,0.2446,0.22591,41.517
88,39,1,1,13,4,5,1,1,0,0.2446,0.54089,74.31
89,7,0,0,5,1,1,1,1,0,0.2445,0.79281,-2.512
90,46,0,0,20,6,7,1,1,0,0.2444,0.33987,90.646
91,30,0,0,11,4,3,1,1,0,0.2444,0.22588,61.038
92,20,0,0,10,3,4,1,1,0,0.2443,0.32895,38.421
93,6,0,0,3,1,3,1,1,0,0.2442,2.96364,-11.008
