round,steps,score,coins,crates,bombs,invalid,killed_self,got_killed,survived,epsilon,mean_abs_td,total_reward
1,89,0,0,21,9,6,1,1,0,0.25,0.34577,191.788
2,108,2,2,14,6,8,0,1,0,0.2499,0.3169,245.827
3,63,1,1,15,7,5,1,1,0,0.2499,0.38214,125.557
4,46,1,1,13,5,1,1,1,0,0.2498,0.46605,80.352
5,72,1,1,14,5,3,0,1,0,0.2497,0.37783,161.242
6,36,0,0,6,4,3,0,1,0,0.2497,0.39678,60.229
7,137,2,2,14,13,11,0,1,0,0.2496,0.43475,293.837
8,102,1,1,13,8,12,0,1,0,0.2496,0.39242,215.054
9,159,4,4,31,14,8,0,1,0,0.2495,0.31332,355.692
10,68,3,3,16,6,6,1,1,0,0.2494,0.63725,128.563
11,112,2,2,19,8,6,0,1,0,0.2494,0.45744,246.719
12,95,2,2,25,8,5,0,1,0,0.2493,0.32263,207.766
13,106,12,2,23,10,8,1,1,0,0.2492,0.22872,227.861
14,138,3,3,26,14,9,1,1,0,0.2492,0.31917,294.226
15,69,3,3,21,6,6,0,1,0,0.2491,0.27733,151.276
16,122,1,1,23,12,9,1,1,0,0.2491,0.41506,249.405
17,28,1,1,9,3,4,1,1,0,0.249,0.71393,40.128
18,75,1,1,25,9,1,0,1,0,0.2489,0.25419,163.971
19,214,4,4,38,21,5,1,1,0,0.2489,0.25966,445.962
20,51,2,2,14,5,4,1,1,0,0.2488,0.47691,102.334
21,55,0,0,14,5,4,1,1,0,0.2487,0.51617,108.552
22,148,8,3,23,14,9,1,1,0,0.2487,0.39226,294.963
23,45,1,1,16,5,1,0,1,0,0.2486,0.36756,90.407
24,54,0,0,23,7,2,0,1,0,0.2486,0.35854,105.544
25,205,4,4,41,19,11,1,1,0,0.2485,0.31338,426.156
26,110,3,3,16,6,6,0,1,0,0.2484,0.24766,243.358
27,63,0,0,20,8,3,0,1,0,0.2484,0.44128,122.817
28,66,2,2,14,5,3,1,1,0,0.2483,0.36801,149.292
29,113,4,4,21,8,5,0,1,0,0.2482,0.44739,257.905
30,78,0,0,22,11,1,0,1,0,0.2482,0.40102,157.266
31,67,1,1,17,7,9,0,1,0,0.2481,0.42912,133.092
32,65,2,2,19,7,2,0,1,0,0.2481,0.32058,139.382
33,34,1,1,9,3,3,0,1,0,0.248,0.3846,61.679
34,115,1,1,16,7,8,1,1,0,0.2479,0.51329,242.25
35,177,5,5,38,15,15,1,1,0,0.2479,0.29497,377.234
36,93,0,0,32,12,2,0,1,0,0.2478,0.39845,191.103
37,74,2,2,19,6,6,1,1,0,0.2477,0.50722,154.405
38,307,4,4,25,28,18,1,1,0,0.2477,0.34376,612.661
39,216,5,5,19,14,12,1,1,0,0.2476,0.30024,457.887
40,186,3,3,37,18,12,0,1,0,0.2476,0.3306,390.158
41,35,1,1,15,4,1,1,1,0,0.2475,0.56007,63.07
42,44,1,1,13,5,4,1,1,0,0.2474,0.45432,80.548
43,85,4,4,16,6,5,0,1,0,0.2474,0.33286,193.412
44,245,3,3,51,26,10,0,1,0,0.2473,0.26398,502.194
45,92,1,1,27,10,4,0,1,0,0.2472,0.34321,206.72
46,34,1,1,9,4,5,1,1,0,0.2472,0.59579,53.191
47,91,2,2,6,4,5,0,1,0,0.2471,0.3845,207.035
48,93,3,3,18,7,4,1,1,0,0.2471,0.30859,207.612
49,132,3,3,20,10,12,1,1,0,0.247,0.36721,286.483
50,77,0,0,18,8,1,1,1,0,0.2469,0.37806,156.3
51,181,2,2,39,20,4,0,1,0,0.2469,0.27856,384.447
52,106,9,4,31,12,5,1,1,0,0.2468,0.52432,218.17
53,54,1,1,10,3,3,0,1,0,0.2467,0.38597,113.078
54,59,2,2,23,6,3,0,1,0,0.2467,0.43261,116.816
55,94,6,6,34,9,5,1,1,0,0.2466,0.39601,206.779
56,36,0,0,11,5,0,1,1,0,0.2466,0.4994,60.011
57,104,2,2,15,7,5,1,1,0,0.2465,0.36439,239.547
58,93,2,2,20,9,5,0,1,0,0.2464,0.41336,181.899
59,120,6,1,21,11,8,0,1,0,0.2464,0.48167,244.553
60,109,1,1,23,12,7,1,1,0,0.2463,0.44103,206.472
61,107,3,3,13,6,6,0,1,0,0.2462,0.39203,238.54
62,90,2,2,30,10,8,0,1,0,0.2462,0.31044,185.622
63,58,1,1,13,6,4,1,1,0,0.2461,0.52274,112.734
64,86,1,1,15,7,8,0,1,0,0.2461,0.38234,184.947
65,68,2,2,17,8,4,1,1,0,0.246,0.49928,127.47
66,71,2,2,26,8,1,1,1,0,0.2459,0.34385,147.84
67,165,5,5,27,14,9,1,1,0,0.2459,0.34888,342.919
68,117,2,2,17,12,12,1,1,0,0.2458,0.36173,237.699
69,107,2,2,24,7,8,0,1,0,0.2457,0.31088,232.793
70,224,3,3,28,20,6,0,1,0,0.2457,0.27875,453.477
71,46,0,0,16,6,7,0,1,0,0.2456,0.36089,76.784
72,134,1,1,25,12,11,0,1,0,0.2456,0.2962,265.553
73,136,2,2,30,12,4,1,1,0,0.2455,0.32298,281.921
74,65,2,2,10,6,3,0,1,0,0.2454,0.37624,139.066
75,191,5,5,28,16,7,0,1,0,0.2454,0.2391,383.582
76,96,4,4,24,8,4,1,1,0,0.2453,0.39009,203.405
77,208,5,5,45,21,7,0,1,0,0.2452,0.26106,440.26
78,80,1,1,21,7,7,0,1,0,0.2452,0.35743,165.468
79,131,1,1,21,12,8,0,1,0,0.2451,0.24109,278.181
80,196,1,1,36,22,13,1,1,0,0.2451,0.45235,343.11
81,161,4,4,26,15,12,0,1,0,0.245,0.29277,325.905
82,34,0,0,12,4,2,0,1,0,0.2449,0.4048,54.398
83,244,2,2,34,24,12,0,1,0,0.2449,0.25149,508.735
84,84,2,2,19,9,4,1,1,0,0.2448,0.40361,161.935
85,152,4,4,27,13,7,1,1,0,0.2447,0.36093,311.219
86,79,2,2,30,9,9,1,1,0,0.2447,0.55422,147.425
87,114,3,3,26,13,6,0,1,0,0.2446,0.38153,218.028
88,136,6,1,23,12,8,1,1,0,0.2446,0.40841,263.454
89,122,4,4,39,13,4,0,1,0,0.2445,0.34498,262.915
90,163,4,4,34,13,6,0,1,0,0.2444,0.26688,324.371
91,153,3,3,35,16,5,0,1,0,0.2444,0.30993,316.898
92,70,0,0,13,7,3,1,1,0,0.2443,0.42701,138.092
93,86,1,1,31,9,1,0,1,0,0.2442,0.31052,190.215
94,122,2,2,23,13,6,1,1,0,0.2442,0.2822,254.614
95,66,3,3,17,7,4,0,1,0,0.2441,0.42416,125.206
96,51,2,2,18,5,3,1,1,0,0.2441,0.36563,104.676
97,216,3,3,48,19,12,1,1,0,0.244,0.36846,437.909
