episode,steps,score,coins,crates,bombs,reward,epsilon,killed_self,survived,weight_norm
1,9,0,0,3,1,-4.387,0.9995,1,0,0.0148
2,12,0,0,3,1,-4.565,0.999,1,0,0.0188
3,9,0,0,3,1,-4.435,0.9986,1,0,0.0264
4,5,0,0,2,1,-4.445,0.9981,1,0,0.0317
5,7,0,0,3,1,-4.415,0.9976,1,0,0.0399
6,7,0,0,2,1,-4.565,0.9971,1,0,0.0476
7,5,0,0,3,1,-4.195,0.9967,1,0,0.0546
8,5,0,0,4,1,-3.995,0.9962,1,0,0.0612
9,5,0,0,4,1,-3.895,0.9957,1,0,0.0683
10,7,0,0,2,1,-4.515,0.9952,1,0,0.0752
11,12,0,0,3,1,-4.365,0.9948,1,0,0.0818
12,5,0,0,3,1,-4.195,0.9943,1,0,0.0885
13,8,0,0,3,1,-4.325,0.9938,1,0,0.0951
14,7,0,0,2,1,-4.5665,0.9933,1,0,0.1032
15,8,0,0,2,1,-4.6265,0.9929,1,0,0.1115
16,7,0,0,3,1,-4.365,0.9924,1,0,0.1168
17,5,0,0,3,1,-4.295,0.9919,1,0,0.1241
18,6,0,0,0,1,-5.155,0.9915,1,0,0.1306
19,5,0,0,3,1,-4.295,0.991,1,0,0.138
20,14,0,0,2,1,-4.785,0.9905,1,0,0.1421
21,7,0,0,5,1,-3.615,0.99,1,0,0.1477
22,11,0,0,6,1,-3.555,0.9896,1,0,0.1499
23,10,0,0,2,1,-4.547,0.9891,1,0,0.1545
24,9,0,0,1,1,-5.035,0.9886,1,0,0.1617
25,12,0,0,3,1,-4.715,0.9881,1,0,0.1664
26,19,0,0,2,1,-4.787,0.9877,1,0,0.1687
27,6,0,0,3,1,-4.1065,0.9872,1,0,0.1753
28,6,0,0,3,1,-4.355,0.9867,1,0,0.182
29,15,0,0,7,2,-3.24,0.9862,1,0,0.184
30,5,0,0,2,1,-4.445,0.9858,1,0,0.1912
31,5,0,0,3,1,-4.295,0.9853,1,0,0.1977
32,5,0,0,4,1,-3.895,0.9848,1,0,0.2032
33,5,0,0,4,1,-3.995,0.9843,1,0,0.209
34,16,0,0,5,1,-3.705,0.9839,1,0,0.2102
35,10,0,0,2,1,-4.645,0.9834,1,0,0.2149
36,6,0,0,3,1,-4.305,0.9829,1,0,0.221
37,25,0,0,2,3,-4.9905,0.9824,1,0,0.2213
38,10,0,0,2,1,-4.547,0.9819,1,0,0.225
39,14,0,0,5,2,-3.83,0.9815,1,0,0.2256
40,8,0,0,4,1,-3.975,0.981,1,0,0.2298
41,7,0,0,2,1,-4.567,0.9805,1,0,0.2346
42,5,0,0,3,1,-4.245,0.98,1,0,0.2399
43,16,0,0,8,2,-3.1,0.9796,1,0,0.2409
44,13,0,0,2,1,-4.825,0.9791,1,0,0.2452
45,14,0,0,2,1,-4.935,0.9786,1,0,0.2492
46,7,0,0,2,1,-4.4665,0.9781,1,0,0.2526
47,6,0,0,3,1,-4.305,0.9777,1,0,0.2582
48,11,0,0,1,1,-5.007,0.9772,1,0,0.2618
49,11,0,0,4,1,-4.055,0.9767,1,0,0.2635
50,10,0,0,3,1,-4.345,0.9762,1,0,0.2679
51,10,0,0,2,1,-4.745,0.9758,1,0,0.2723
52,21,0,0,7,3,-3.499,0.9753,1,0,0.2714
53,11,0,0,3,1,-4.207,0.9748,1,0,0.2735
54,20,0,0,2,2,-4.6935,0.9744,1,0,0.2777
55,8,0,0,1,1,-4.925,0.9739,1,0,0.2839
56,7,0,0,3,1,-4.265,0.9734,1,0,0.2868
57,12,0,0,4,1,-4.215,0.9729,1,0,0.2891
58,13,0,0,3,2,-4.3215,0.9725,1,0,0.2929
59,16,0,0,7,2,-3.4035,0.972,1,0,0.2945
60,5,0,0,2,1,-4.495,0.9715,1,0,0.2999
61,5,0,0,4,1,-3.995,0.971,1,0,0.3042
62,11,0,0,4,1,-4.155,0.9706,1,0,0.3072
63,5,0,0,2,1,-4.595,0.9701,1,0,0.3131
64,7,0,0,4,1,-4.015,0.9696,1,0,0.3169
65,5,0,0,4,1,-3.995,0.9691,1,0,0.3209
66,5,0,0,3,1,-4.295,0.9687,1,0,0.326
67,9,0,0,3,1,-4.3885,0.9682,1,0,0.3271
68,5,0,0,4,1,-3.995,0.9677,1,0,0.3315
69,14,0,0,6,2,-3.534,0.9672,1,0,0.332
70,6,0,0,3,1,-4.355,0.9667,1,0,0.3364
71,8,0,0,2,1,-4.627,0.9663,1,0,0.3387
72,8,0,0,2,1,-4.575,0.9658,1,0,0.3417
73,7,0,0,2,1,-4.665,0.9653,1,0,0.3463
74,7,0,0,2,1,-4.565,0.9648,1,0,0.3491
75,5,0,0,4,1,-3.995,0.9644,1,0,0.3482
76,23,0,0,4,3,-4.5705,0.9639,1,0,0.3471
77,8,0,0,3,1,-4.1265,0.9634,1,0,0.3506
78,5,0,0,3,1,-4.295,0.9629,1,0,0.3549
79,7,0,0,2,1,-4.565,0.9625,1,0,0.3574
80,6,0,0,3,1,-4.207,0.962,1,0,0.361
81,8,0,0,6,1,-3.425,0.9615,1,0,0.3622
82,9,0,0,3,1,-4.1885,0.961,1,0,0.3648
83,18,0,0,5,2,-4.0235,0.9606,1,0,0.3659
84,7,0,0,3,1,-4.267,0.9601,1,0,0.3695
85,11,0,0,3,1,-4.5085,0.9596,1,0,0.3715
86,8,0,0,2,1,-4.525,0.9591,1,0,0.3743
87,6,0,0,1,1,-4.805,0.9587,1,0,0.379
88,7,0,0,3,1,-4.267,0.9582,1,0,0.3827
89,15,0,0,4,2,-4.29,0.9577,1,0,0.3855
90,14,0,0,6,2,-3.532,0.9573,1,0,0.3868
91,11,0,0,3,1,-4.455,0.9568,1,0,0.3898
92,7,0,0,3,1,-4.115,0.9563,1,0,0.3923
93,9,0,0,3,1,-4.3865,0.9558,1,0,0.3958
94,8,0,0,2,1,-4.725,0.9554,1,0,0.3986
95,20,0,0,2,1,-5.0485,0.9549,1,0,0.4
96,11,0,0,4,1,-4.155,0.9544,1,0,0.4014
97,10,0,0,3,1,-4.347,0.9539,1,0,0.4039
98,5,0,0,1,1,-4.845,0.9535,1,0,0.4079
99,9,0,0,1,1,-4.985,0.953,1,0,0.4128
100,15,0,0,2,1,-4.647,0.9525,1,0,0.4139
101,11,0,0,2,1,-4.705,0.952,1,0,0.4165
102,8,0,0,1,1,-4.8285,0.9516,1,0,0.4205
103,5,0,0,1,1,-4.895,0.9511,1,0,0.4251
104,23,0,0,0,1,-5.627,0.9506,1,0,0.4273
105,7,0,0,2,1,-4.665,0.9501,1,0,0.4315
106,5,0,0,3,1,-4.295,0.9496,1,0,0.435
107,5,0,0,4,1,-3.995,0.9492,1,0,0.4379
108,16,0,0,3,2,-4.6035,0.9487,1,0,0.4397
109,9,0,0,3,1,-4.285,0.9482,1,0,0.4405
110,16,0,0,3,1,-4.5065,0.9477,1,0,0.4411
111,5,0,0,3,1,-4.095,0.9473,1,0,0.4441
112,13,0,0,3,1,-4.475,0.9468,1,0,0.445
113,7,0,0,3,1,-4.365,0.9463,1,0,0.4482
114,7,0,0,5,1,-3.715,0.9458,1,0,0.451
115,6,0,0,3,1,-4.355,0.9454,1,0,0.4547
116,5,0,0,4,1,-3.995,0.9449,1,0,0.4575
117,5,0,0,3,1,-4.195,0.9444,1,0,0.4605
118,8,0,0,3,1,-4.275,0.9439,1,0,0.4628
119,5,0,0,2,1,-4.595,0.9435,1,0,0.4665
120,6,0,0,3,1,-4.355,0.943,1,0,0.4697
121,9,0,0,2,1,-4.587,0.9425,1,0,0.4726
122,5,0,0,3,1,-4.245,0.9421,1,0,0.4751
