episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,19,19,-35.85,0.9995,0,1,14,-0.31428,0.05951,-0.36589,0.08529,0.03433,0.0
2,400,16,16,-57.65,0.999,0,1,21,-0.34086,0.08637,-0.35043,0.17361,0.09349,0.0
3,400,12,12,-63.05,0.9986,0,1,23,-0.33983,0.09582,-0.34868,0.19722,0.10134,0.0
4,400,14,14,-58.15,0.9981,0,1,24,-0.28503,0.19639,-0.3038,0.26105,0.1623,0.0
5,400,13,13,-52.45,0.9976,0,1,25,-0.28006,0.31185,-0.29256,0.29843,0.16174,0.0
6,400,15,15,-51.6,0.9971,0,1,27,-0.17485,0.26753,-0.19452,0.45488,0.22013,0.0
7,400,12,12,-69.6,0.9967,0,1,28,-0.16096,0.2461,-0.18045,0.35014,0.23264,0.0
8,400,21,21,-52.05,0.9962,0,1,29,-0.16513,0.3213,-0.17972,0.45026,0.23474,0.0
9,400,11,11,-63.5,0.9957,0,1,29,-0.13607,0.40462,-0.11939,0.58483,0.3271,0.0
10,400,14,14,-40.9,0.9952,0,1,29,-0.09753,0.46025,-0.06178,0.57767,0.36994,0.0
11,400,17,17,-53.2,0.9948,0,1,30,-0.01642,0.38156,-0.00079,0.6619,0.46257,0.0
12,400,14,14,-51.0,0.9943,0,1,30,0.09083,0.53823,0.07081,0.74692,0.51536,0.0
13,400,12,12,-62.95,0.9938,0,1,30,0.12723,0.60846,0.11761,0.75488,0.5477,0.0
14,400,18,18,-48.05,0.9933,0,1,31,0.06728,0.50048,0.08362,0.54484,0.52681,0.0
15,400,18,18,-44.4,0.9929,0,1,31,0.22569,0.70214,0.19751,0.86314,0.67905,0.0
16,400,20,20,-41.0,0.9924,0,1,31,0.30749,0.62188,0.31325,1.07221,0.76856,0.0
17,400,18,18,-45.5,0.9919,0,1,31,0.4068,0.76879,0.50078,1.24971,0.87531,0.0
18,400,14,14,-56.0,0.9915,0,1,31,0.45014,0.72839,0.51625,1.24655,0.92455,0.0
19,400,11,11,-57.25,0.991,0,1,32,0.47865,0.779,0.5346,1.16008,0.95189,0.0
20,400,22,22,-52.3,0.9905,0,1,32,0.41726,0.86478,0.42484,0.81751,0.8674,0.0
21,400,13,13,-61.0,0.99,0,1,32,0.29376,0.80705,0.28833,0.83631,0.73445,0.0
22,400,24,24,-36.2,0.9896,0,1,32,0.36005,0.81282,0.35055,1.07383,0.76551,0.0
23,400,12,12,-61.5,0.9891,0,1,32,0.35594,0.91322,0.35193,0.93345,0.78516,0.0
24,400,19,19,-46.65,0.9886,0,1,32,0.37073,1.04272,0.36763,1.07915,0.82066,0.0
25,400,20,20,-47.75,0.9881,0,1,32,0.55018,1.06927,0.55201,1.29089,0.94055,0.0
26,400,21,21,-38.65,0.9877,0,1,32,0.63536,1.12178,0.6227,1.46684,1.09047,0.0
27,400,24,24,-44.45,0.9872,0,1,32,0.68288,1.14594,0.70096,1.44816,1.18421,0.0
28,400,21,21,-43.5,0.9867,0,1,32,0.71078,1.22144,0.72104,1.38076,1.1942,0.0
29,400,22,22,-39.95,0.9862,0,1,32,0.78228,1.1699,0.77081,1.54182,1.24774,0.0
30,400,12,12,-58.6,0.9858,0,1,32,0.73733,1.07494,0.72565,1.37675,1.19463,0.0
31,400,21,21,-43.95,0.9853,0,1,32,0.74995,1.14132,0.74686,1.4292,1.19264,0.0
32,400,14,14,-56.9,0.9848,0,1,32,0.7557,1.20404,0.75058,1.484,1.19976,0.0
33,400,14,14,-66.5,0.9843,0,1,32,0.76089,1.18688,0.75058,1.484,1.20548,0.0
34,400,5,5,-68.25,0.9839,0,1,32,0.73579,1.15494,0.73563,1.31325,1.19254,0.0
35,400,16,16,-47.1,0.9834,0,1,32,0.71501,1.12549,0.70406,1.27017,1.16084,0.0
36,400,22,22,-41.2,0.9829,0,1,32,0.7197,1.20798,0.68312,1.50852,1.12149,0.0
37,400,16,16,-44.5,0.9824,0,1,32,0.74388,1.20398,0.74799,1.41396,1.14826,0.0
