episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,16,17,-63.55,0.9998,0,1,14,0.0,0.00863,0.0,0.099,0.0,0.0
2,400,8,8,-66.25,0.9995,0,1,18,-0.04209,0.00863,-0.04209,0.08967,0.00367,0.0
3,400,8,8,-57.95,0.9993,0,1,22,-0.24164,0.16566,-0.28505,0.26094,0.10785,0.0
4,400,18,18,-45.65,0.999,0,1,26,-0.17693,0.15392,-0.20264,0.37564,0.21388,0.0
5,400,26,26,-39.05,0.9988,0,1,27,-0.14142,0.31904,-0.14411,0.51989,0.29919,0.0
6,400,12,12,-48.6,0.9986,0,1,27,-0.11601,0.36152,-0.12368,0.48692,0.32868,0.0
7,400,12,12,-51.5,0.9983,0,1,27,-0.11592,0.32592,-0.11795,0.47351,0.3356,0.0
8,400,16,16,-54.95,0.9981,0,1,27,-0.08593,0.44874,-0.10553,0.42049,0.36368,0.0
9,400,16,16,-60.3,0.9979,0,1,29,-0.08788,0.40287,-0.09113,0.56536,0.36288,0.0
10,400,9,9,-57.55,0.9976,0,1,29,-0.0184,0.35664,-0.02763,0.5728,0.43089,0.0
11,400,10,10,-56.45,0.9974,0,1,29,-0.03011,0.4476,-0.03082,0.5509,0.4287,0.0
12,400,18,18,-60.25,0.9971,0,1,29,0.25551,0.53752,0.14215,0.88945,0.66222,0.0
13,400,20,20,-50.35,0.9969,0,1,29,0.33582,0.65851,0.29178,0.97556,0.73072,0.0
14,400,19,19,-46.15,0.9967,0,1,29,0.34223,0.71311,0.32757,0.95514,0.77338,0.0
15,400,9,9,-52.35,0.9964,0,1,29,0.31368,0.68511,0.32322,0.79853,0.74371,0.0
16,400,17,17,-47.55,0.9962,0,1,30,0.24402,0.81739,0.27131,0.56972,0.6902,0.0
17,400,18,18,-41.35,0.996,0,1,30,0.26558,0.78982,0.26925,0.7189,0.72023,0.0
18,400,11,11,-53.8,0.9957,0,1,31,0.33419,1.00643,0.33785,0.76306,0.78624,0.0
19,400,19,19,-50.9,0.9955,0,1,31,0.34513,1.01342,0.3646,0.88206,0.79219,0.0
20,400,26,26,-33.35,0.9952,0,1,32,0.38175,0.99057,0.41723,1.07226,0.86995,0.0
21,400,22,22,-40.5,0.995,0,1,32,0.45777,1.0846,0.48286,1.26374,0.95065,0.0
22,400,13,13,-58.95,0.9948,0,1,32,0.55238,0.8752,0.53659,1.23057,1.01004,0.0
23,400,14,14,-52.55,0.9945,0,1,32,0.60965,1.02884,0.57042,1.19309,1.04921,0.0
24,400,17,17,-45.05,0.9943,0,1,32,0.60064,1.16567,0.59061,1.06476,1.04317,0.0
25,400,10,10,-53.65,0.9941,0,1,32,0.5648,1.04252,0.56815,1.03207,0.89266,0.0
26,400,12,12,-48.8,0.9938,0,1,32,0.53848,1.16948,0.53481,1.14161,0.91416,0.0
27,400,13,13,-58.75,0.9936,0,1,32,0.5434,1.23463,0.55005,1.11294,0.93372,0.0
28,400,25,25,-39.75,0.9933,0,1,32,0.58297,1.20296,0.61905,1.4019,1.01594,0.0
29,400,22,22,-35.25,0.9931,0,1,32,0.68164,1.28086,0.70091,1.30816,1.09664,0.0
30,400,13,13,-52.3,0.9929,0,1,32,0.6589,1.26004,0.68803,1.29596,1.09232,0.0
31,400,10,10,-60.3,0.9926,0,1,32,0.63064,1.21732,0.65374,1.3343,1.08455,0.0
32,400,9,9,-62.75,0.9924,0,1,32,0.67865,1.18053,0.68913,1.38455,1.1504,0.0
33,400,11,11,-62.05,0.9922,0,1,32,0.72606,1.112,0.71938,1.42707,1.18726,0.0
34,400,16,16,-62.9,0.9919,0,1,32,0.71104,1.19868,0.69983,1.30018,1.17609,0.0
35,400,22,22,-45.95,0.9917,0,1,32,0.68665,1.2278,0.6643,1.37675,1.12487,0.0
36,400,17,17,-49.25,0.9915,0,1,32,0.71412,1.2332,0.70436,1.37315,1.16239,0.0
37,400,12,12,-53.35,0.9912,0,1,32,0.74477,1.19002,0.73322,1.35925,1.20576,0.0
38,400,13,13,-49.95,0.991,0,1,32,0.74208,1.21635,0.72783,1.36283,1.18588,0.0
39,400,14,14,-50.8,0.9907,0,1,32,0.72609,1.21846,0.70848,1.36043,1.16862,0.0
40,400,10,10,-64.25,0.9905,0,1,32,0.69497,1.24603,0.69639,1.30947,1.15017,0.0
41,400,14,14,-41.75,0.9903,0,1,32,0.68193,1.33371,0.67495,1.25456,1.12249,0.0
42,400,21,21,-48.55,0.99,0,1,32,0.69201,1.34228,0.70425,1.44801,1.15848,0.0
43,400,15,15,-49.7,0.9898,0,1,32,0.75652,1.39687,0.74849,1.2895,1.19,0.0
44,400,19,19,-44.95,0.9896,0,1,32,0.7273,1.27586,0.72077,1.29317,1.17179,0.0
45,400,15,15,-61.25,0.9893,0,1,32,0.68699,1.20072,0.69715,1.35591,1.15679,0.0
46,400,10,10,-51.6,0.9891,0,1,32,0.7827,1.15711,0.71446,1.53911,1.22507,0.0
47,400,27,27,-34.05,0.9888,0,1,32,0.90177,1.32334,0.86249,1.71836,1.35166,0.0
48,400,17,17,-49.4,0.9886,0,1,32,1.00881,1.25102,0.99381,1.79617,1.46876,0.0
49,400,16,16,-49.6,0.9884,0,1,32,1.03599,1.317,1.01851,1.64462,1.50886,0.0
50,400,21,21,-46.1,0.9881,0,1,32,1.00996,1.37921,0.99636,1.74126,1.45252,0.0
