episode,steps,score,coins,crates,bombs,reward,epsilon,killed_self,survived,weight_norm
1,7,0,0,3,1,-4.17,0.9995,1,0,0.0122
2,8,0,0,2,1,-4.53,0.999,1,0,0.0186
3,8,0,0,2,1,-4.53,0.9986,1,0,0.0255
4,8,0,0,1,1,-4.83,0.9981,1,0,0.0334
5,6,0,0,3,1,-4.01,0.9976,1,0,0.041
6,15,0,0,5,2,-3.8,0.9971,1,0,0.0489
7,5,0,0,2,1,-4.5,0.9967,1,0,0.0564
8,7,0,0,6,1,-3.17,0.9962,1,0,0.0614
9,8,0,0,3,1,-4.38,0.9957,1,0,0.0685
10,5,0,0,4,1,-3.9,0.9952,1,0,0.076
11,27,0,0,8,3,-2.87,0.9948,1,0,0.0815
12,5,0,0,4,1,-3.7,0.9943,1,0,0.0892
13,10,0,0,1,1,-5.05,0.9938,1,0,0.0946
14,7,0,0,3,1,-4.22,0.9933,1,0,0.0996
15,8,0,0,2,1,-4.43,0.9929,1,0,0.1079
16,27,1,2,6,3,-1.57,0.9924,1,0,0.1055
17,5,0,0,3,1,-4.2,0.9919,1,0,0.114
18,6,0,0,2,1,-4.46,0.9915,1,0,0.1213
19,6,0,0,3,1,-4.21,0.991,1,0,0.1265
20,12,0,0,2,1,-4.77,0.9905,1,0,0.1355
21,6,0,0,4,1,-3.86,0.99,1,0,0.1427
22,9,0,0,1,1,-4.89,0.9896,1,0,0.1468
23,7,0,0,2,1,-4.42,0.9891,1,0,0.1551
24,10,0,0,1,1,-5.05,0.9886,1,0,0.1598
25,5,0,0,4,1,-4.0,0.9881,1,0,0.1671
26,5,0,0,3,1,-4.1,0.9877,1,0,0.1718
27,11,0,0,3,1,-4.61,0.9872,1,0,0.1778
28,8,0,0,3,1,-4.13,0.9867,1,0,0.1799
29,13,0,0,3,1,-4.38,0.9862,1,0,0.1857
30,28,0,0,7,2,-3.78,0.9858,1,0,0.186
31,6,0,0,1,1,-4.81,0.9853,1,0,0.1915
32,5,0,0,2,1,-4.6,0.9848,1,0,0.2
33,5,0,0,4,1,-4.0,0.9843,1,0,0.2066
34,5,0,0,3,1,-4.3,0.9839,1,0,0.2144
35,5,0,0,3,1,-4.1,0.9834,1,0,0.2182
36,13,0,0,2,1,-4.83,0.9829,1,0,0.2229
37,7,0,0,6,1,-3.02,0.9824,1,0,0.2264
38,5,0,0,4,1,-4.0,0.9819,1,0,0.2328
39,7,0,0,3,1,-4.12,0.9815,1,0,0.2392
40,17,0,0,5,2,-3.82,0.981,1,0,0.2421
41,5,0,0,3,1,-4.0,0.9805,1,0,0.2486
42,6,0,0,2,1,-4.51,0.98,1,0,0.2521
43,14,0,0,5,1,-4.09,0.9796,1,0,0.2517
44,7,0,0,3,1,-4.02,0.9791,1,0,0.2575
45,11,0,0,3,1,-4.31,0.9786,1,0,0.2637
46,24,1,1,5,2,-2.84,0.9781,1,0,0.262
47,14,0,0,6,2,-3.39,0.9777,1,0,0.2652
48,13,0,0,2,1,-4.73,0.9772,1,0,0.2712
49,9,0,0,3,1,-4.19,0.9767,1,0,0.2731
50,5,0,0,4,1,-3.9,0.9762,1,0,0.2796
51,13,0,0,2,1,-4.73,0.9758,1,0,0.2808
52,6,0,0,4,1,-4.06,0.9753,1,0,0.2863
53,6,0,0,3,1,-4.01,0.9748,1,0,0.2899
54,5,0,0,2,1,-4.5,0.9744,1,0,0.2967
55,11,0,0,1,1,-5.01,0.9739,1,0,0.2989
56,20,0,0,4,2,-4.15,0.9734,1,0,0.2997
57,7,0,0,3,1,-4.32,0.9729,1,0,0.3051
58,7,0,0,4,1,-3.67,0.9725,1,0,0.3076
59,5,0,0,2,1,-4.35,0.972,1,0,0.3144
60,5,0,0,3,1,-4.2,0.9715,1,0,0.32
61,5,0,0,4,1,-3.8,0.971,1,0,0.3247
62,22,0,0,3,2,-4.42,0.9706,1,0,0.3302
63,5,0,0,4,1,-3.8,0.9701,1,0,0.3347
64,5,0,0,3,1,-3.95,0.9696,1,0,0.3382
65,6,0,0,4,1,-3.96,0.9691,1,0,0.3426
66,7,0,0,3,1,-4.22,0.9687,1,0,0.3475
67,6,0,0,3,1,-4.01,0.9682,1,0,0.3531
68,5,0,0,4,1,-3.9,0.9677,1,0,0.3583
69,15,0,0,2,2,-4.75,0.9672,1,0,0.3621
70,5,0,0,3,1,-4.2,0.9667,1,0,0.3671
71,7,0,0,4,1,-3.77,0.9663,1,0,0.3702
72,7,0,0,2,1,-4.57,0.9658,1,0,0.3765
73,5,0,0,4,1,-3.8,0.9653,1,0,0.3802
74,8,0,0,4,1,-3.98,0.9648,1,0,0.3836
75,7,0,0,4,1,-3.92,0.9644,1,0,0.3873
76,10,0,0,1,1,-4.85,0.9639,1,0,0.3887
77,13,0,0,3,1,-4.38,0.9634,1,0,0.3919
78,6,0,0,3,1,-4.16,0.9629,1,0,0.3961
79,7,0,0,3,1,-4.27,0.9625,1,0,0.4007
80,10,0,0,5,1,-3.6,0.962,1,0,0.4036
81,25,0,0,5,2,-4.2,0.9615,1,0,0.3997
82,7,0,0,4,1,-3.77,0.961,1,0,0.4012
83,5,0,0,4,1,-3.7,0.9606,1,0,0.4053
84,8,0,0,3,1,-4.18,0.9601,1,0,0.4101
85,6,0,0,3,1,-4.16,0.9596,1,0,0.4141
86,6,0,0,4,1,-3.86,0.9591,1,0,0.4173
87,6,0,0,3,1,-4.11,0.9587,1,0,0.4178
88,5,0,0,3,1,-4.3,0.9582,1,0,0.4224
89,5,0,0,3,1,-4.2,0.9577,1,0,0.4268
90,28,0,0,6,1,-3.73,0.9573,1,0,0.422
91,5,0,0,3,1,-4.2,0.9568,1,0,0.4264
92,8,0,0,3,1,-4.33,0.9563,1,0,0.427
93,6,0,0,3,1,-4.16,0.9558,1,0,0.4328
94,6,0,0,3,1,-4.11,0.9554,1,0,0.4356
95,15,0,0,5,2,-3.9,0.9549,1,0,0.4378
96,8,0,0,2,1,-4.38,0.9544,1,0,0.4441
97,5,0,0,3,1,-4.15,0.9539,1,0,0.4495
98,8,0,0,6,1,-3.43,0.9535,1,0,0.453
99,9,0,0,3,1,-4.19,0.953,1,0,0.4533
100,6,0,0,2,1,-4.56,0.9525,1,0,0.4583
101,7,0,0,2,1,-4.37,0.952,1,0,0.4598
102,6,0,0,3,1,-4.11,0.9516,1,0,0.4654
103,9,0,0,2,1,-4.39,0.9511,1,0,0.4668
104,5,0,0,3,1,-4.2,0.9506,1,0,0.4707
105,8,0,0,3,1,-4.33,0.9501,1,0,0.4755
106,7,0,0,4,1,-3.82,0.9496,1,0,0.4786
107,8,0,0,3,1,-4.13,0.9492,1,0,0.4796
108,10,0,0,4,1,-3.9,0.9487,1,0,0.4809
109,21,0,0,5,2,-3.81,0.9482,1,0,0.4856
110,5,0,0,3,1,-4.1,0.9477,1,0,0.49
111,7,0,0,2,1,-4.62,0.9473,1,0,0.4943
112,5,0,0,3,1,-4.2,0.9468,1,0,0.4978
113,6,0,0,3,1,-4.31,0.9463,1,0,0.4983
114,12,0,0,3,1,-4.17,0.9458,1,0,0.4976
115,12,0,0,3,1,-4.37,0.9454,1,0,0.4988
116,5,0,0,3,1,-4.0,0.9449,1,0,0.5029
117,5,0,0,2,1,-4.5,0.9444,1,0,0.5016
118,13,0,0,2,1,-4.63,0.9439,1,0,0.5054
119,7,0,0,2,1,-4.47,0.9435,1,0,0.5098
120,16,1,1,4,2,-3.06,0.943,1,0,0.5096
121,6,0,0,1,1,-4.81,0.9425,1,0,0.5132
122,5,0,0,4,1,-3.9,0.9421,1,0,0.516
123,5,0,0,3,1,-4.3,0.9416,1,0,0.5197
124,14,0,0,2,1,-4.79,0.9411,1,0,0.5205
125,7,0,0,3,1,-4.27,0.9406,1,0,0.5234
126,13,0,0,3,2,-4.48,0.9402,1,0,0.5265
127,11,0,0,4,1,-4.06,0.9397,1,0,0.5285
128,5,0,0,2,1,-4.5,0.9392,1,0,0.5337
129,10,0,0,2,1,-4.45,0.9387,1,0,0.5375
130,19,1,1,2,2,-3.64,0.9383,1,0,0.5392
131,18,0,0,5,2,-3.93,0.9378,1,0,0.5391
132,29,0,0,6,2,-4.09,0.9373,1,0,0.5373
133,6,0,0,2,1,-4.51,0.9368,1,0,0.5426
134,6,0,0,1,1,-4.66,0.9364,1,0,0.5457
135,14,0,0,5,2,-3.79,0.9359,1,0,0.5464
136,23,1,1,4,2,-3.18,0.9354,1,0,0.5445
137,5,0,0,2,1,-4.6,0.9349,1,0,0.5488
138,6,0,0,2,1,-4.51,0.9345,1,0,0.5541
139,6,0,0,3,1,-4.11,0.934,1,0,0.5569
140,6,0,0,3,1,-4.26,0.9335,1,0,0.56
141,8,0,0,1,1,-4.93,0.933,1,0,0.5619
142,5,0,0,3,1,-4.2,0.9325,1,0,0.5651
143,8,0,0,3,1,-4.23,0.9321,1,0,0.5667
144,7,0,0,2,1,-4.57,0.9316,1,0,0.5718
145,7,0,0,3,1,-4.32,0.9311,1,0,0.5747
146,5,0,0,4,1,-3.8,0.9306,1,0,0.5769
147,5,0,0,4,1,-3.9,0.9302,1,0,0.5779
148,9,0,0,2,1,-4.49,0.9297,1,0,0.5806
149,5,0,0,3,1,-4.1,0.9292,1,0,0.5835
150,6,0,0,3,1,-4.11,0.9287,1,0,0.5862
151,12,0,0,2,1,-4.72,0.9283,1,0,0.5889
152,5,0,0,3,1,-3.95,0.9278,1,0,0.5916
153,6,0,0,4,1,-3.76,0.9273,1,0,0.5951
154,9,0,0,4,1,-3.84,0.9268,1,0,0.5961
155,7,0,0,2,1,-4.37,0.9264,1,0,0.5979
156,17,0,0,3,2,-4.42,0.9259,1,0,0.598
157,9,0,0,3,1,-4.29,0.9254,1,0,0.6012
158,5,0,0,3,1,-4.1,0.925,1,0,0.606
159,15,0,0,6,2,-3.6,0.9245,1,0,0.6081
160,6,0,0,0,1,-5.21,0.924,1,0,0.6145
161,14,0,0,2,1,-4.69,0.9235,1,0,0.6181
162,40,0,0,7,4,-3.85,0.9231,1,0,0.6144
163,9,0,0,3,1,-4.39,0.9226,1,0,0.6178
164,6,0,0,1,1,-4.91,0.9221,1,0,0.6208
165,10,0,0,2,1,-4.55,0.9216,1,0,0.6232
166,5,0,0,4,1,-3.9,0.9212,1,0,0.6264
167,5,0,0,2,1,-4.35,0.9207,1,0,0.6309
168,5,0,0,3,1,-4.25,0.9202,1,0,0.6355
169,17,0,0,7,2,-2.72,0.9197,1,0,0.6354
170,6,0,0,3,1,-4.21,0.9193,1,0,0.6393
171,5,0,0,3,1,-4.3,0.9188,1,0,0.6422
172,7,0,0,6,1,-3.27,0.9183,1,0,0.6445
173,5,0,0,3,1,-4.3,0.9178,1,0,0.6474
174,5,0,0,4,1,-3.8,0.9173,1,0,0.6502
175,6,0,0,2,1,-4.51,0.9169,1,0,0.6546
176,5,0,0,2,1,-4.6,0.9164,1,0,0.6594
177,5,0,0,3,1,-3.95,0.9159,1,0,0.6611
178,5,0,0,2,1,-4.4,0.9154,1,0,0.6658
179,5,0,0,3,1,-4.3,0.915,1,0,0.6684
180,11,0,0,3,1,-4.31,0.9145,1,0,0.6703
181,6,0,0,2,1,-4.61,0.914,1,0,0.6734
182,9,0,0,3,1,-3.99,0.9135,1,0,0.6755
183,6,0,0,3,1,-4.11,0.9131,1,0,0.6794
184,9,0,0,0,1,-5.24,0.9126,1,0,0.6817
185,8,0,0,1,1,-4.93,0.9121,1,0,0.6849
186,20,0,0,8,2,-2.75,0.9116,1,0,0.6819
187,5,0,0,4,1,-4.0,0.9112,1,0,0.6839
188,8,0,0,2,1,-4.43,0.9107,1,0,0.6882
189,7,0,0,4,1,-3.92,0.9102,1,0,0.6904
