episode,steps,score,coins,crates,bombs,reward,epsilon,killed_self,survived,weight_norm
1,10,0,0,2,1,-4.45,0.9995,1,0,0.0127
2,15,0,0,6,1,-3.55,0.999,1,0,0.0162
3,6,0,0,3,1,-4.26,0.9986,1,0,0.0252
4,5,0,0,4,1,-3.8,0.9981,1,0,0.0347
5,18,0,0,2,2,-4.83,0.9976,1,0,0.0433
6,6,0,0,2,1,-4.36,0.9971,1,0,0.0492
7,8,0,0,2,1,-4.63,0.9967,1,0,0.0571
8,5,0,0,1,1,-4.85,0.9962,1,0,0.063
9,18,0,0,5,2,-3.58,0.9957,1,0,0.0669
10,6,0,0,3,1,-4.16,0.9952,1,0,0.0738
11,5,0,0,3,1,-4.0,0.9948,1,0,0.0798
12,8,0,0,3,1,-4.13,0.9943,1,0,0.0874
13,12,0,0,1,1,-5.07,0.9938,1,0,0.0871
14,12,0,0,3,1,-4.22,0.9933,1,0,0.0918
15,5,0,0,2,1,-4.6,0.9929,1,0,0.0999
16,5,0,0,3,1,-3.9,0.9924,1,0,0.1057
17,14,0,0,3,2,-4.44,0.9919,1,0,0.1106
18,6,0,0,3,1,-4.11,0.9915,1,0,0.1174
19,12,0,0,3,1,-4.32,0.991,1,0,0.1243
20,9,0,0,3,1,-4.19,0.9905,1,0,0.1282
21,8,0,0,3,1,-4.18,0.99,1,0,0.1331
22,7,0,0,1,1,-4.77,0.9896,1,0,0.1409
23,5,0,0,3,1,-4.1,0.9891,1,0,0.1469
24,11,0,0,3,1,-4.36,0.9886,1,0,0.1522
25,6,0,0,2,1,-4.51,0.9881,1,0,0.1585
26,18,0,0,2,1,-4.93,0.9877,1,0,0.1624
27,6,0,0,3,1,-4.16,0.9872,1,0,0.1685
28,10,0,0,1,1,-4.95,0.9867,1,0,0.1743
29,9,0,0,2,1,-4.49,0.9862,1,0,0.1805
30,6,0,0,3,1,-4.26,0.9858,1,0,0.1872
31,11,0,0,1,1,-4.91,0.9853,1,0,0.1921
32,6,0,0,3,1,-4.01,0.9848,1,0,0.1979
33,13,0,0,2,1,-4.63,0.9843,1,0,0.2017
34,5,0,0,4,1,-3.7,0.9839,1,0,0.2067
35,5,0,0,3,1,-4.1,0.9834,1,0,0.2126
36,5,0,0,3,1,-4.1,0.9829,1,0,0.2191
37,11,0,0,2,1,-4.61,0.9824,1,0,0.2238
38,6,0,0,4,1,-3.96,0.9819,1,0,0.2291
39,6,0,0,2,1,-4.51,0.9815,1,0,0.2359
40,7,0,0,2,1,-4.47,0.981,1,0,0.2405
