episode,steps,score,coins,crates,bombs,reward,epsilon,killed_self,survived,weight_norm
1,5,0,0,2,1,-4.4,0.9995,1,0,0.0131
2,5,0,0,2,1,-4.5,0.999,1,0,0.0261
3,13,0,0,2,1,-4.53,0.9986,1,0,0.0291
4,14,0,0,4,2,-4.24,0.9981,1,0,0.0393
5,12,0,0,3,1,-4.42,0.9976,1,0,0.0502
6,8,0,0,2,1,-4.53,0.9971,1,0,0.0536
7,11,0,0,2,1,-4.71,0.9967,1,0,0.0639
8,6,0,0,2,1,-4.61,0.9962,1,0,0.0751
9,7,0,0,2,1,-4.47,0.9957,1,0,0.0775
10,7,0,0,3,1,-4.17,0.9952,1,0,0.0864
11,17,0,0,3,1,-4.47,0.9948,1,0,0.0897
12,9,0,0,3,1,-4.29,0.9943,1,0,0.0978
13,16,0,0,3,1,-4.36,0.9938,1,0,0.1057
14,6,0,0,3,1,-4.16,0.9933,1,0,0.1137
15,21,0,0,4,2,-4.36,0.9929,1,0,0.1202
16,14,0,0,3,1,-4.39,0.9924,1,0,0.1282
17,5,0,0,2,1,-4.4,0.9919,1,0,0.1286
18,7,0,0,2,1,-4.62,0.9915,1,0,0.138
19,7,0,0,3,1,-4.32,0.991,1,0,0.1463
20,17,0,0,4,1,-4.02,0.9905,1,0,0.1518
21,11,0,0,4,1,-3.86,0.99,1,0,0.158
22,6,0,0,2,1,-4.56,0.9896,1,0,0.1672
23,5,0,0,3,1,-4.2,0.9891,1,0,0.1752
24,9,0,0,5,1,-3.69,0.9886,1,0,0.1757
25,10,0,0,3,1,-4.0,0.9881,1,0,0.1768
26,11,0,0,3,1,-4.36,0.9877,1,0,0.1826
27,7,0,0,3,1,-4.37,0.9872,1,0,0.1882
28,5,0,0,4,1,-3.8,0.9867,1,0,0.1955
29,10,0,0,1,1,-4.8,0.9862,1,0,0.1974
30,7,0,0,4,1,-3.92,0.9858,1,0,0.2037
31,8,0,0,3,1,-4.23,0.9853,1,0,0.2063
32,5,0,0,4,1,-3.7,0.9848,1,0,0.2121
33,10,0,0,6,1,-3.3,0.9843,1,0,0.2153
34,5,0,0,4,1,-3.7,0.9839,1,0,0.2209
35,9,0,0,3,1,-4.29,0.9834,1,0,0.2224
36,5,0,0,2,1,-4.4,0.9829,1,0,0.2301
37,6,0,0,0,1,-5.21,0.9824,1,0,0.2391
38,5,0,0,2,1,-4.45,0.9819,1,0,0.2414
39,17,0,0,4,2,-4.32,0.9815,1,0,0.2398
40,8,0,0,4,1,-3.73,0.981,1,0,0.2415
41,5,0,0,2,1,-4.4,0.9805,1,0,0.2446
42,6,0,0,2,1,-4.41,0.98,1,0,0.2519
43,18,0,1,5,2,-2.78,0.9796,1,0,0.2496
44,11,0,0,2,1,-4.76,0.9791,1,0,0.2553
45,8,0,0,4,1,-3.88,0.9786,1,0,0.2605
46,5,0,0,1,1,-4.75,0.9781,1,0,0.2677
47,11,0,0,2,1,-4.76,0.9777,1,0,0.2738
48,10,0,0,2,1,-4.6,0.9772,1,0,0.2797
49,8,0,0,2,1,-4.53,0.9767,1,0,0.2816
50,5,0,0,3,1,-4.3,0.9762,1,0,0.2875
51,6,0,0,3,1,-4.11,0.9758,1,0,0.2941
52,7,0,0,3,1,-4.17,0.9753,1,0,0.3004
53,10,0,0,2,1,-4.65,0.9748,1,0,0.306
54,8,0,0,1,1,-4.73,0.9744,1,0,0.3138
55,20,2,2,2,2,-2.8,0.9739,1,0,0.3093
56,5,0,0,1,1,-4.8,0.9734,1,0,0.3166
57,7,0,0,4,1,-4.02,0.9729,1,0,0.3206
58,8,0,0,3,1,-4.38,0.9725,1,0,0.3251
59,7,0,0,4,1,-3.72,0.972,1,0,0.3301
60,8,0,0,3,1,-4.13,0.9715,1,0,0.3353
61,5,0,0,1,1,-4.85,0.971,1,0,0.3421
62,6,0,0,2,1,-4.41,0.9706,1,0,0.3441
63,8,0,0,3,1,-4.28,0.9701,1,0,0.3475
64,7,0,0,3,1,-4.27,0.9696,1,0,0.3481
65,17,0,0,4,2,-4.17,0.9691,1,0,0.3516
66,5,0,0,4,1,-3.9,0.9687,1,0,0.3563
67,10,0,0,4,1,-3.85,0.9682,1,0,0.3566
68,5,0,0,2,1,-4.45,0.9677,1,0,0.3599
69,27,0,0,6,3,-3.42,0.9672,1,0,0.3655
70,9,0,0,2,1,-4.74,0.9667,1,0,0.3699
71,5,0,0,3,1,-4.2,0.9663,1,0,0.3743
