episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,31,31,-37.45,0.9995,0,1,18,-0.26806,0.06798,-0.25266,0.37323,0.10894,0.0
2,400,11,11,-60.5,0.999,0,1,22,-0.2155,0.11334,-0.21626,0.32702,0.19555,0.0
3,400,13,13,-54.85,0.9986,0,1,26,-0.2241,0.19626,-0.23321,0.31895,0.19543,0.0
4,400,12,12,-50.55,0.9981,0,1,28,-0.20351,0.26954,-0.21214,0.32967,0.24472,0.0
5,400,22,22,-41.3,0.9976,0,1,29,-0.2041,0.34746,-0.21259,0.32484,0.24184,0.0
6,400,9,9,-56.0,0.9971,0,1,29,-0.15795,0.18544,-0.15583,0.39736,0.30483,0.0
7,400,9,9,-63.3,0.9967,0,1,29,-0.10856,0.3602,-0.13973,0.5693,0.36244,0.0
8,400,11,11,-65.65,0.9962,0,1,29,0.09166,0.53388,0.08941,0.64726,0.52669,0.0
9,400,24,24,-43.75,0.9957,0,1,30,0.07462,0.52953,0.08568,0.58051,0.51346,0.0
10,400,7,7,-60.15,0.9952,0,1,30,0.03911,0.63438,0.06543,0.61844,0.49261,0.0
11,400,13,13,-55.85,0.9948,0,1,32,0.14447,0.52039,0.07301,0.74518,0.5847,0.0
12,400,20,20,-47.75,0.9943,0,1,32,0.16045,0.58908,0.13955,0.88127,0.6059,0.0
13,400,22,22,-37.8,0.9938,0,1,32,0.11089,0.70043,0.25628,1.06195,0.72304,0.0
14,400,19,19,-46.75,0.9933,0,1,32,0.21353,0.933,0.36715,1.13199,0.81467,0.0
15,400,13,13,-50.85,0.9929,0,1,32,0.41555,0.84299,0.43764,1.02639,0.88743,0.0
16,400,17,18,-45.85,0.9924,0,1,32,0.25966,0.76957,0.30297,0.77925,0.72052,0.0
17,400,15,15,-49.1,0.9919,0,1,32,0.28291,0.7668,0.3098,1.12146,0.72332,0.0
18,400,17,17,-51.95,0.9915,0,1,32,0.39661,0.73824,0.34311,0.80329,0.80637,0.0
19,400,6,6,-58.15,0.991,0,1,32,0.39661,0.73824,0.34311,0.80329,0.80637,0.0
20,400,13,13,-61.5,0.9905,0,1,32,0.31393,0.60893,0.2887,0.995,0.7655,0.0
21,400,18,18,-41.35,0.99,0,1,32,0.38455,0.81723,0.41623,1.13012,0.87258,0.0
22,400,18,18,-40.3,0.9896,0,1,32,0.50064,0.85722,0.49913,1.11498,0.95416,0.0
23,400,9,9,-60.2,0.9891,0,1,32,0.39464,0.80458,0.43435,0.70268,0.72522,0.0
24,400,16,16,-47.1,0.9886,0,1,32,0.39847,0.93537,0.3817,1.17477,0.84315,0.0
25,400,16,16,-53.2,0.9881,0,1,32,0.41335,0.94722,0.43293,1.1513,0.86842,0.0
26,400,13,14,-45.55,0.9877,0,1,32,0.39727,1.0335,0.42738,0.99959,0.85494,0.0
27,400,18,18,-51.55,0.9872,0,1,32,0.50562,1.01882,0.48386,1.25742,0.95402,0.0
28,400,13,13,-47.95,0.9867,0,1,32,0.53145,1.02919,0.49765,1.11394,0.98769,0.0
29,400,22,22,-45.4,0.9862,0,1,32,0.51798,1.10029,0.49617,1.1103,0.97094,0.0
30,400,11,11,-51.45,0.9858,0,1,32,0.51798,1.10029,0.49617,1.0845,0.97094,0.0
31,400,14,14,-50.3,0.9853,0,1,32,0.51335,1.0446,0.54841,1.28937,0.9884,0.0
32,400,7,7,-68.1,0.9848,0,1,32,0.55094,1.08003,0.56751,1.17248,1.00303,0.0
33,400,20,20,-48.45,0.9843,0,1,32,0.56502,1.07326,0.57274,1.15179,1.01576,0.0
34,400,16,16,-53.3,0.9839,0,1,32,0.48872,1.14265,0.59514,1.25824,1.04476,0.0
35,400,21,21,-43.2,0.9834,0,1,32,0.54325,1.24641,0.5919,1.25129,1.03168,0.0
36,400,21,21,-35.6,0.9829,0,1,32,0.7255,1.28868,0.71162,1.45182,1.18974,0.0
37,400,9,9,-66.5,0.9824,0,1,32,0.74384,1.14186,0.74896,1.44793,1.21429,0.0
38,400,18,18,-45.0,0.9819,0,1,32,0.70846,1.23043,0.72563,1.30191,1.03755,0.0
39,400,15,15,-61.5,0.9815,0,1,32,0.73017,1.25365,0.73265,1.51819,1.15092,0.0
40,400,13,13,-59.75,0.981,0,1,32,0.75415,1.16373,0.79062,1.51819,1.10282,0.0
41,400,20,20,-52.8,0.9805,0,1,32,0.87585,1.14716,0.89778,1.46593,1.39024,0.0
42,400,21,21,-51.35,0.98,0,1,32,0.90203,1.20349,0.86958,1.51198,1.35034,0.0
43,400,13,13,-59.05,0.9796,0,1,32,0.90683,1.2344,0.88358,1.65239,1.35405,0.0
44,400,11,11,-59.05,0.9791,0,1,32,0.92305,1.25691,0.9052,1.60164,1.38591,0.0
45,400,14,14,-49.6,0.9786,0,1,32,0.93166,1.27728,0.95992,1.61834,1.37683,0.0
46,400,26,26,-34.3,0.9781,0,1,32,0.96759,1.30853,0.94339,1.66209,1.43389,0.0
47,400,19,19,-49.3,0.9777,0,1,32,1.00157,1.41659,0.98747,1.71609,1.46866,0.0
48,400,15,15,-45.1,0.9772,0,1,32,0.98249,1.32994,0.96409,1.52286,1.42665,0.0
49,400,16,16,-44.9,0.9767,0,1,32,0.96435,1.37877,0.94632,1.60115,1.41842,0.0
50,400,21,21,-52.35,0.9762,0,1,32,0.80315,1.36297,0.78926,1.43403,1.34038,0.0
51,400,17,17,-46.95,0.9758,0,1,32,0.85527,1.36331,0.87727,1.55724,1.33998,0.0
52,400,25,25,-36.5,0.9753,0,1,32,0.89591,1.50912,0.91132,1.72301,1.36351,0.0
53,400,25,25,-41.15,0.9748,0,1,32,0.95109,1.61394,0.97375,1.71217,1.41174,0.0
54,400,18,18,-45.35,0.9744,0,1,32,1.03538,1.55034,1.04129,1.76798,1.48295,0.0
55,400,11,11,-47.2,0.9739,0,1,32,1.02436,1.59157,1.03916,1.67241,1.47816,0.0
56,400,19,19,-53.65,0.9734,0,1,32,0.98994,1.49006,0.98345,1.6886,1.47813,0.0
57,400,16,16,-48.5,0.9729,0,1,32,0.8979,1.50183,0.92401,1.49056,1.21142,0.0
58,400,26,26,-34.1,0.9725,0,1,32,0.8976,1.46946,0.9144,1.67871,1.28333,0.0
59,400,18,18,-38.45,0.972,0,1,32,0.94262,1.56739,0.9927,1.80288,1.48307,0.0
60,400,23,23,-36.8,0.9715,0,1,32,0.95854,1.56427,0.9927,1.75169,1.50319,0.0
61,400,17,17,-33.95,0.971,0,1,32,1.0124,1.69885,1.05663,1.95289,1.57308,0.0
62,400,14,14,-62.25,0.9706,0,1,32,1.03592,1.69885,1.05663,1.85722,1.58554,0.0
63,400,21,21,-30.4,0.9701,0,1,32,1.12301,1.69519,1.09269,1.89728,1.58813,0.0
64,400,19,19,-43.15,0.9696,0,1,32,1.1487,1.59429,1.11654,1.92066,1.59588,0.0
65,400,14,14,-48.55,0.9691,0,1,32,1.01121,1.56453,1.01564,1.63371,1.43769,0.0
66,400,19,19,-39.6,0.9687,0,1,32,1.01534,1.79566,1.02233,1.58517,1.45558,0.0
67,400,26,26,-37.1,0.9682,0,1,32,1.03996,1.69274,1.04198,1.72871,1.48817,0.0
68,400,22,22,-37.9,0.9677,0,1,32,1.09107,1.69055,1.09293,1.75832,1.51213,0.0
69,400,20,20,-39.95,0.9672,0,1,32,1.0912,1.77794,1.07766,1.82651,1.52602,0.0
70,400,17,17,-44.1,0.9667,0,1,32,1.09537,1.79031,1.08121,1.82648,1.53045,0.0
71,400,19,19,-47.85,0.9663,0,1,32,1.13903,1.49438,1.1254,1.85012,1.60566,0.0
72,400,29,29,-32.35,0.9658,0,1,32,1.13494,1.59663,1.13968,1.83549,1.59831,0.0
73,400,22,22,-37.5,0.9653,0,1,32,1.13609,1.6743,1.12214,1.90436,1.57855,0.0
74,400,15,15,-47.5,0.9648,0,1,32,1.13609,1.71818,1.14146,1.89271,1.59698,0.0
75,400,19,19,-51.35,0.9644,0,1,32,1.17742,1.70074,1.17506,1.85943,1.62978,0.0
76,400,15,15,-45.6,0.9639,0,1,32,1.10021,1.60444,1.05123,1.58853,1.50758,0.0
77,400,22,22,-34.65,0.9634,0,1,32,1.08246,1.64181,1.05123,1.67654,1.48209,0.0
78,400,20,20,-32.45,0.9629,0,1,32,1.06163,1.67809,1.03142,2.01905,1.53998,0.0
79,400,25,25,-33.5,0.9625,0,1,32,1.16211,1.71229,1.12653,1.91928,1.61952,0.0
80,400,17,17,-35.85,0.962,0,1,32,1.21753,1.75805,1.12653,1.98043,1.71237,0.0
81,400,20,20,-41.2,0.9615,0,1,32,0.98206,1.50968,1.15275,2.0413,1.61441,0.0
82,400,23,23,-34.0,0.961,0,1,32,1.06598,1.54257,1.19161,1.91372,1.62903,0.0
83,400,11,11,-64.7,0.9606,0,1,32,1.18882,1.63418,1.19234,1.81317,1.65552,0.0
84,400,19,19,-43.55,0.9601,0,1,32,1.07516,1.64928,1.09527,1.73813,1.53232,0.0
85,400,21,21,-59.7,0.9596,0,1,32,1.03242,1.63924,1.03521,1.70673,1.49418,0.0
86,400,9,9,-58.15,0.9591,0,1,32,1.11221,1.59606,1.10826,1.74061,1.54598,0.0
87,400,13,13,-48.8,0.9587,0,1,32,1.0756,1.66509,1.07744,1.75109,1.52791,0.0
88,400,19,19,-45.9,0.9582,0,1,32,1.05797,1.61113,1.04077,1.71526,1.50064,0.0
89,400,10,10,-61.6,0.9577,0,1,32,1.05605,1.60396,1.05317,1.75176,1.51455,0.0
90,400,15,15,-51.15,0.9573,0,1,32,1.12049,1.59392,1.1186,1.90402,1.51476,0.0
91,400,28,28,-31.9,0.9568,0,1,32,1.14175,1.59443,1.14418,2.01591,1.5379,0.0
92,400,16,16,-50.4,0.9563,0,1,32,1.15801,1.59443,1.16727,2.05548,1.5379,0.0
93,400,21,21,-42.1,0.9558,0,1,32,1.28741,1.69228,1.29813,2.02766,1.72882,0.0
94,400,15,15,-44.9,0.9554,0,1,32,1.1362,1.69671,1.14208,1.73634,1.5802,0.0
95,400,16,16,-39.15,0.9549,0,1,32,1.10806,1.64767,1.13533,1.78578,1.57374,0.0
96,400,23,23,-40.4,0.9544,0,1,32,1.2576,1.7069,1.25466,2.00142,1.69864,0.0
97,400,14,14,-40.15,0.9539,0,1,32,1.22008,1.70114,1.2087,1.94749,1.65164,0.0
98,400,16,16,-44.9,0.9535,0,1,32,1.26568,1.74752,1.23573,2.05621,1.70991,0.0
99,400,9,9,-51.7,0.953,0,1,32,1.18046,1.70471,1.18643,1.8141,1.64374,0.0
100,400,27,27,-34.95,0.9525,0,1,32,1.17685,1.7423,1.17319,1.88073,1.63831,0.0
101,400,27,27,-37.4,0.952,0,1,32,1.21359,1.74261,1.2295,1.85752,1.6785,0.0
102,400,27,27,-36.65,0.9516,0,1,32,1.2503,1.74995,1.23195,2.02077,1.68101,0.0
103,400,21,21,-43.25,0.9511,0,1,32,1.24397,1.69443,1.236,1.9563,1.68353,0.0
104,400,26,26,-29.5,0.9506,0,1,32,1.2579,1.7439,1.26138,2.04144,1.74877,0.0
105,400,16,16,-43.6,0.9501,0,1,32,1.11803,1.74546,1.26096,2.05971,1.75511,0.0
106,400,13,13,-53.9,0.9496,0,1,32,1.22538,1.73594,1.20867,1.83702,1.5039,0.0
107,400,25,25,-38.1,0.9492,0,1,32,1.2097,1.76762,1.22762,2.04439,1.55085,0.0
108,400,26,26,-33.1,0.9487,0,1,32,1.21752,1.86454,1.24206,1.92681,1.65945,0.0
109,400,15,15,-51.65,0.9482,0,1,32,1.22464,1.9449,1.23712,1.89222,1.67106,0.0
110,400,21,21,-43.55,0.9477,0,1,32,1.23345,1.9628,1.2465,1.94464,1.68437,0.0
