episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,8,8,-60.1,0.9995,0,1,12,-0.3109,0.02661,-0.30214,0.11075,0.07177,0.0
2,400,26,26,-39.85,0.999,0,1,21,-0.30927,0.10906,-0.29183,0.32604,0.11113,0.0
3,400,13,13,-62.05,0.9986,0,1,25,-0.25117,0.12733,-0.27787,0.46475,0.11113,0.0
4,400,11,11,-47.95,0.9981,0,1,26,-0.2357,0.14282,-0.27787,0.5312,0.11113,0.0
5,400,9,9,-53.6,0.9976,0,1,26,-0.17363,0.26272,-0.15817,0.47402,0.19035,0.0
6,400,18,18,-38.45,0.9971,0,1,28,-0.10069,0.29543,-0.12136,0.43202,0.3145,0.0
7,400,16,16,-49.8,0.9967,0,1,29,-0.10069,0.307,-0.12072,0.43928,0.31584,0.0
8,400,23,23,-38.8,0.9962,0,1,30,-0.07732,0.4255,-0.06767,0.64105,0.38192,0.0
9,400,20,20,-60.25,0.9957,0,1,30,-0.01448,0.49666,-0.0198,0.74327,0.4681,0.0
10,400,17,17,-61.55,0.9952,0,1,31,0.0459,0.55154,0.03984,0.78985,0.47781,0.0
11,400,18,18,-43.55,0.9948,0,1,31,0.15036,0.63337,0.15046,0.80927,0.6151,0.0
12,400,14,14,-53.45,0.9943,0,1,31,0.16016,0.66403,0.16442,0.80784,0.62035,0.0
13,400,19,19,-46.05,0.9938,0,1,31,0.25511,0.71534,0.24627,0.93566,0.66094,0.0
14,400,14,14,-57.2,0.9933,0,1,31,0.29792,0.80318,0.26995,0.9064,0.69367,0.0
15,400,16,17,-56.4,0.9929,0,1,32,0.28606,0.77608,0.25318,0.81602,0.70843,0.0
16,400,10,10,-65.75,0.9924,0,1,32,0.21563,0.78162,0.20482,0.75531,0.60199,0.0
17,400,14,14,-59.0,0.9919,0,1,32,0.23494,0.72557,0.21505,0.92215,0.64674,0.0
18,400,21,21,-43.6,0.9915,0,1,32,0.34643,0.87931,0.2875,1.06951,0.77121,0.0
19,400,19,19,-34.5,0.991,0,1,32,0.39341,0.85858,0.33763,1.02722,0.84134,0.0
20,400,18,18,-48.4,0.9905,0,1,32,0.51456,0.84001,0.52196,0.96117,0.95977,0.0
21,400,11,11,-60.55,0.99,0,1,32,0.48941,0.85403,0.49369,0.94956,0.94659,0.0
22,400,19,20,-48.0,0.9896,0,1,32,0.42571,0.85499,0.45368,1.15391,0.89691,0.0
23,400,23,23,-44.5,0.9891,0,1,32,0.62978,0.92593,0.49168,1.32884,1.12877,0.0
24,400,11,11,-51.95,0.9886,0,1,32,0.57631,0.82367,0.46191,1.05195,1.01444,0.0
25,400,18,18,-55.75,0.9881,0,1,32,0.51067,0.96653,0.47663,1.09688,0.95775,0.0
26,400,18,18,-46.15,0.9877,0,1,32,0.54028,1.08618,0.51161,1.25151,0.98682,0.0
27,400,19,19,-50.9,0.9872,0,1,32,0.44996,0.87709,0.4487,0.9561,0.94893,0.0
28,400,8,8,-66.2,0.9867,0,1,32,0.37619,0.8964,0.37633,0.93472,0.84872,0.0
29,400,19,19,-48.85,0.9862,0,1,32,0.40417,0.90469,0.41014,1.11595,0.89259,0.0
30,400,15,15,-58.55,0.9858,0,1,32,0.44951,0.91186,0.43511,1.12055,0.93038,0.0
31,400,22,22,-46.1,0.9853,0,1,32,0.47639,1.08386,0.48084,1.10758,0.94607,0.0
32,400,14,14,-51.1,0.9848,0,1,32,0.59205,1.03021,0.57712,1.31181,1.02893,0.0
33,400,25,25,-40.9,0.9843,0,1,32,0.61221,1.08866,0.60698,1.26617,1.04692,0.0
34,400,15,15,-56.45,0.9839,0,1,32,0.67072,1.18262,0.66937,1.2752,1.12992,0.0
35,400,16,16,-46.3,0.9834,0,1,32,0.63891,1.17135,0.6296,1.27023,1.09392,0.0
36,400,18,18,-46.55,0.9829,0,1,32,0.63571,1.18682,0.62931,1.26048,1.09392,0.0
37,400,24,24,-42.0,0.9824,0,1,32,0.67944,1.19304,0.68257,1.35369,1.12914,0.0
38,400,23,23,-36.6,0.9819,0,1,32,0.68324,1.18818,0.69179,1.33313,1.12702,0.0
