episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited,q_UP,q_RIGHT,q_DOWN,q_LEFT,q_WAIT,q_BOMB
1,400,16,16,-39.55,0.9995,0,1,14,-0.18129,0.04633,-0.28028,0.18496,0.04681,0.0
2,400,8,8,-58.95,0.999,0,1,20,-0.2119,0.05006,-0.29212,0.16706,0.05801,0.0
3,400,16,16,-50.15,0.9986,0,1,22,-0.31741,0.15075,-0.33912,0.19793,0.07503,0.0
4,400,19,19,-50.9,0.9981,0,1,23,-0.26553,0.2054,-0.27145,0.41829,0.15247,0.0
5,400,5,5,-69.2,0.9976,0,1,28,-0.27591,0.16723,-0.27372,0.24312,0.17839,0.0
6,400,19,19,-49.1,0.9971,0,1,28,-0.28146,0.23778,-0.27806,0.26534,0.17479,0.0
7,400,13,13,-52.4,0.9967,0,1,29,-0.24203,0.34913,-0.26068,0.28491,0.2144,0.0
8,400,10,10,-57.25,0.9962,0,1,30,-0.19915,0.29212,-0.19512,0.35798,0.24538,0.0
9,400,13,13,-66.05,0.9957,0,1,30,-0.14018,0.34348,-0.08672,0.53772,0.32031,0.0
10,400,21,22,-44.25,0.9952,0,1,30,-0.05103,0.45125,-0.03597,0.64326,0.422,0.0
11,400,23,23,-38.65,0.9948,0,1,31,0.00521,0.67581,0.04745,0.71118,0.51387,0.0
12,400,14,14,-49.8,0.9943,0,1,31,0.07117,0.58357,0.11867,0.78398,0.53545,0.0
13,400,23,23,-39.2,0.9938,0,1,31,0.21107,0.57138,0.16488,0.89851,0.6492,0.0
14,400,18,19,-45.3,0.9933,0,1,31,0.26678,0.61809,0.22414,0.80629,0.69772,0.0
15,400,18,18,-38.95,0.9929,0,1,31,0.2521,0.7677,0.23589,0.84602,0.70196,0.0
16,400,15,15,-45.4,0.9924,0,1,31,0.19236,0.65369,0.21955,0.77998,0.6339,0.0
17,400,11,11,-52.5,0.9919,0,1,31,0.17872,0.76619,0.18579,0.75092,0.62701,0.0
18,400,11,11,-56.1,0.9915,0,1,31,0.19645,0.66642,0.18238,0.70038,0.64764,0.0
19,400,23,23,-41.3,0.991,0,1,31,0.2049,0.72644,0.1887,0.80766,0.63476,0.0
20,400,20,20,-46.25,0.9905,0,1,31,0.27354,0.83361,0.25787,1.01417,0.72373,0.0
21,400,14,14,-49.85,0.99,0,1,31,0.36274,0.84161,0.31141,1.05723,0.82871,0.0
22,400,17,17,-53.75,0.9896,0,1,32,0.37734,0.85252,0.34008,1.01822,0.83979,0.0
23,400,12,12,-53.35,0.9891,0,1,32,0.31198,0.89508,0.303,0.86106,0.76358,0.0
24,400,17,17,-56.65,0.9886,0,1,32,0.36422,0.96905,0.33514,1.08541,0.80815,0.0
25,400,18,18,-45.3,0.9881,0,1,32,0.49193,0.97663,0.45116,1.14381,0.93189,0.0
26,400,22,22,-39.2,0.9877,0,1,32,0.4913,1.01207,0.46416,1.03814,0.93348,0.0
