timestamp,exp_id,tag,mode,agent,opponents,scenario,seeds,rounds_per_seed,mean_score,score_std,score_margin,score_margin_std,mean_coins,coins_std,mean_kills,kills_std,suicide_rate,suicide_std,mean_bombs,mean_crates,win_rate,draw_rate,survival_rate,mean_steps,invalid_action_rate,mean_think_time,wall_seconds,note
2026-08-13 00:44:27,p2_const4k_seed10,p2_const4k_seed10,fast,tabular_q,solo,coin-heaven,30,20,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,123.76333333333334,0.0,6.356732543309957e-05,11.466006994247437,"constant alpha, doubled training"
2026-08-13 00:51:50,p3_danger_seed1,p3_danger_seed1,fast,tabular_q,solo,loot-crate,30,20,22.009999999999994,2.921454526725367,22.009999999999994,2.921454526725367,22.009999999999994,2.921454526725367,0.0,0.0,0.04000000000000001,0.040257789993644884,26.446666666666662,68.26666666666668,nan,nan,nan,389.0233333333333,0.06211709666086867,0.00014811979607593507,24.193727016448975,Phase 3 danger schedule + bombs enabled
2026-08-13 00:52:16,p3_danger_seed2,p3_danger_seed2,fast,tabular_q,solo,loot-crate,30,20,24.750000000000004,3.377639453207235,24.750000000000004,3.377639453207235,24.750000000000004,3.377639453207235,0.0,0.0,0.006666666666666667,0.017287295182088016,23.318333333333335,73.40833333333333,nan,nan,nan,398.0283333333333,0.03553767110381589,0.00014024984671005058,25.356728076934814,Phase 3 danger schedule + bombs enabled
2026-08-13 00:52:38,p3_danger_seed3,p3_danger_seed3,fast,tabular_q,solo,loot-crate,30,20,10.245,2.0018245987443377,10.245,2.0018245987443377,10.245,2.0018245987443377,0.0,0.0,0.01,0.020341905108624308,14.198333333333332,38.70833333333334,nan,nan,nan,396.95666666666665,0.03257282490951993,0.00010028618348861354,22.681400060653687,Phase 3 danger schedule + bombs enabled
2026-08-13 00:53:04,p3_danger_seed4,p3_danger_seed4,fast,tabular_q,solo,loot-crate,30,20,14.331666666666665,2.4949425856614673,14.331666666666665,2.4949425856614673,14.331666666666665,2.4949425856614673,0.0,0.0,0.025000000000000005,0.02861757357361696,31.263333333333332,50.538333333333334,nan,nan,nan,390.94666666666666,0.11586831963439173,0.00016143547858845825,26.01033306121826,Phase 3 danger schedule + bombs enabled
2026-08-13 00:53:30,p3_danger_seed5,p3_danger_seed5,fast,tabular_q,solo,loot-crate,30,20,29.72833333333333,5.164445481020859,29.72833333333333,5.164445481020859,29.72833333333333,5.164445481020859,0.0,0.0,0.06833333333333336,0.046392874997942445,30.41333333333334,81.82333333333334,nan,nan,nan,371.91333333333336,0.06408303009661749,0.0001689587469875523,25.513782024383545,Phase 3 danger schedule + bombs enabled
2026-08-13 01:01:32,p4_bombopt_seed1,p4_bombopt_seed1,fast,tabular_q,solo,loot-crate,30,20,4.655,1.1525346879363552,4.655,1.1525346879363552,4.655,1.1525346879363552,0.0,0.0,0.2416666666666667,0.08913698614408375,34.44833333333334,19.676666666666666,nan,nan,nan,312.2916666666667,0.0027004669779853237,0.00013200471176951626,17.495988130569458,Phase 4 bomb_opt feature added
2026-08-13 01:02:02,p4_bombopt_seed2,p4_bombopt_seed2,fast,tabular_q,solo,loot-crate,30,20,15.803333333333336,2.1162317409984177,15.803333333333336,2.1162317409984177,15.803333333333336,2.1162317409984177,0.0,0.0,0.0,0.0,52.946666666666665,50.96333333333334,nan,nan,nan,400.0,0.001325,0.00020982483327388764,29.62323784828186,Phase 4 bomb_opt feature added
2026-08-13 01:02:28,p4_bombopt_seed3,p4_bombopt_seed3,fast,tabular_q,solo,loot-crate,30,20,5.458333333333332,1.1865687516106476,5.458333333333332,1.1865687516106476,5.458333333333332,1.1865687516106476,0.0,0.0,0.25666666666666665,0.08482571720209961,27.554999999999996,23.531666666666673,nan,nan,nan,306.1016666666667,8.711702538916809e-05,0.00021664645606015557,26.000108003616333,Phase 4 bomb_opt feature added
2026-08-13 01:02:47,p4_bombopt_seed4,p4_bombopt_seed4,fast,tabular_q,solo,loot-crate,30,20,2.0749999999999997,0.5479979234795795,2.0749999999999997,0.5479979234795795,2.0749999999999997,0.5479979234795795,0.0,0.0,0.45333333333333337,0.09185195484689154,26.00166666666667,12.231666666666666,nan,nan,nan,234.93166666666667,0.0015465489965167177,0.0001575989397407379,18.574612140655518,Phase 4 bomb_opt feature added
