episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited
358,400,32,32,-29.11,0.8299,0,1,32
359,400,35,37,-16.66,0.8295,0,1,32
360,400,28,28,-24.81,0.829,0,1,32
361,400,31,31,-22.26,0.8285,0,1,32
362,400,29,29,-18.61,0.828,0,1,32
363,400,38,38,-9.81,0.8276,0,1,32
364,400,40,40,-11.76,0.8271,0,1,32
365,400,35,35,-21.61,0.8266,0,1,32
366,400,41,41,-18.66,0.8262,0,1,32
367,400,46,46,-5.41,0.8257,0,1,32
368,400,33,33,-17.61,0.8252,0,1,32
369,400,34,34,-19.91,0.8247,0,1,32
370,400,39,39,-18.71,0.8243,0,1,32
371,400,29,29,-28.11,0.8238,0,1,32
372,400,38,38,-14.06,0.8233,0,1,32
373,400,35,35,-15.66,0.8228,0,1,32
374,400,32,32,-18.41,0.8224,0,1,32
375,400,27,27,-32.26,0.8219,0,1,32
376,400,36,36,-15.31,0.8214,0,1,32
377,400,37,37,-11.66,0.8209,0,1,32
378,400,34,34,-16.21,0.8205,0,1,32
379,400,41,41,-12.76,0.82,0,1,32
380,400,36,36,-8.61,0.8195,0,1,32
381,400,32,32,-26.51,0.819,0,1,32
382,400,36,36,-9.41,0.8185,0,1,32
383,400,39,39,-16.26,0.8181,0,1,32
384,400,40,40,-9.06,0.8176,0,1,32
385,400,29,29,-29.11,0.8171,0,1,32
386,400,36,36,-15.96,0.8166,0,1,32
387,400,38,38,-11.61,0.8162,0,1,32
388,400,33,33,-11.31,0.8157,0,1,32
389,400,35,35,-11.51,0.8152,0,1,32
390,400,42,42,-18.91,0.8147,0,1,32
391,400,26,26,-23.96,0.8143,0,1,32
392,400,36,36,-11.66,0.8138,0,1,32
393,400,36,36,-21.36,0.8133,0,1,32
394,400,40,40,-6.01,0.8128,0,1,32
395,400,28,28,-24.96,0.8124,0,1,32
396,400,31,33,-19.51,0.8119,0,1,32
397,400,39,39,-19.06,0.8114,0,1,32
398,400,36,36,-12.41,0.811,0,1,32
399,400,45,45,-2.26,0.8105,0,1,32
400,400,37,37,-7.96,0.81,0,1,32
401,400,28,28,-22.36,0.8095,0,1,32
402,400,23,23,-28.56,0.8091,0,1,32
403,400,22,22,-33.21,0.8086,0,1,32
404,400,40,40,-5.71,0.8081,0,1,32
405,400,42,42,-9.76,0.8076,0,1,32
406,400,45,45,-1.01,0.8072,0,1,32
407,400,43,43,-14.06,0.8067,0,1,32
408,400,45,45,1.99,0.8062,0,1,32
409,400,32,34,-16.06,0.8057,0,1,32
410,400,28,28,-26.91,0.8053,0,1,32
411,400,31,31,-19.51,0.8048,0,1,32
412,400,36,36,-16.31,0.8043,0,1,32
413,400,29,29,-19.06,0.8038,0,1,32
414,400,33,35,-8.46,0.8034,0,1,32
415,400,35,35,-21.16,0.8029,0,1,32
416,400,37,39,-9.96,0.8024,0,1,32
417,400,29,29,-24.86,0.8019,0,1,32
418,400,28,28,-22.36,0.8014,0,1,32
419,400,26,26,-23.91,0.801,0,1,32
420,400,32,32,-20.71,0.8005,0,1,32
421,400,27,27,-19.51,0.8,0,1,32
422,400,37,37,-8.96,0.7995,0,1,32
423,400,32,32,-14.51,0.7991,0,1,32
424,400,35,35,-19.26,0.7986,0,1,32
425,400,33,33,-21.81,0.7981,0,1,32
426,400,34,34,-23.06,0.7976,0,1,32
427,400,40,40,-5.51,0.7972,0,1,32
428,400,35,35,-20.51,0.7967,0,1,32
429,400,36,38,-15.01,0.7962,0,1,32
430,400,42,42,-16.61,0.7957,0,1,32
431,400,36,36,-8.51,0.7953,0,1,32
432,400,42,42,-6.46,0.7948,0,1,32
433,400,27,27,-31.21,0.7943,0,1,32
434,400,33,33,-16.71,0.7938,0,1,32
435,400,38,38,-17.56,0.7934,0,1,32
436,400,41,41,-10.06,0.7929,0,1,32
437,400,31,31,-28.36,0.7924,0,1,32
438,400,34,34,-18.71,0.792,0,1,32
439,400,39,39,-17.36,0.7915,0,1,32
440,400,44,44,0.99,0.791,0,1,32
441,400,37,37,-14.66,0.7905,0,1,32
442,400,45,45,-0.76,0.7901,0,1,32
443,400,36,36,-19.31,0.7896,0,1,32
444,400,33,33,-21.86,0.7891,0,1,32
445,400,33,33,-23.46,0.7886,0,1,32
446,400,34,34,-15.41,0.7882,0,1,32
447,400,33,33,-15.46,0.7877,0,1,32
448,400,38,38,-9.11,0.7872,0,1,32
449,400,41,41,-5.76,0.7867,0,1,32
450,400,40,40,-14.41,0.7863,0,1,32
451,400,34,34,-13.06,0.7858,0,1,32
452,400,34,34,-23.31,0.7853,0,1,32
453,400,27,27,-24.76,0.7848,0,1,32
454,400,38,38,-10.36,0.7843,0,1,32
455,400,37,37,-13.46,0.7839,0,1,32
456,400,39,39,-4.66,0.7834,0,1,32
457,400,40,40,-8.26,0.7829,0,1,32
458,400,33,33,-18.71,0.7824,0,1,32
459,400,47,47,-11.46,0.782,0,1,32
460,400,30,30,-16.91,0.7815,0,1,32
461,400,37,37,-22.11,0.781,0,1,32
462,400,43,43,-12.86,0.7805,0,1,32
463,400,37,37,-7.46,0.7801,0,1,32
464,400,19,19,-40.96,0.7796,0,1,32
465,400,28,28,-16.76,0.7791,0,1,32
466,400,29,29,-25.96,0.7787,0,1,32
467,400,33,33,-19.46,0.7782,0,1,32
468,400,38,38,-10.96,0.7777,0,1,32
469,400,39,39,-9.36,0.7772,0,1,32
470,400,38,40,-5.01,0.7768,0,1,32
471,400,45,45,2.29,0.7763,0,1,32
472,400,44,44,0.29,0.7758,0,1,32
473,400,31,31,-14.21,0.7753,0,1,32
474,400,35,35,-7.11,0.7749,0,1,32
475,400,33,33,-13.01,0.7744,0,1,32
476,400,28,28,-19.86,0.7739,0,1,32
477,400,38,38,-19.26,0.7734,0,1,32
478,400,32,32,-20.96,0.773,0,1,32
479,400,30,30,-19.76,0.7725,0,1,32
480,400,31,33,-25.36,0.772,0,1,32
481,400,43,43,-5.61,0.7715,0,1,32
482,400,39,39,-12.51,0.7711,0,1,32
483,400,45,45,-2.21,0.7706,0,1,32
484,400,39,39,-5.91,0.7701,0,1,32
485,400,35,35,-15.86,0.7696,0,1,32
486,400,47,47,-1.26,0.7692,0,1,32
487,400,38,38,-13.36,0.7687,0,1,32
488,400,34,34,-14.31,0.7682,0,1,32
489,400,31,31,-19.61,0.7677,0,1,32
490,400,42,42,-8.41,0.7672,0,1,32
491,400,46,46,0.54,0.7668,0,1,32
492,400,40,40,-15.81,0.7663,0,1,32
493,400,41,41,-6.21,0.7658,0,1,32
494,400,46,46,0.59,0.7653,0,1,32
495,400,35,35,-15.51,0.7649,0,1,32
496,400,35,37,-12.51,0.7644,0,1,32
497,400,45,45,2.24,0.7639,0,1,32
498,400,35,35,-18.46,0.7634,0,1,32
499,400,41,41,-5.81,0.763,0,1,32
500,400,36,36,-8.51,0.7625,0,1,32
501,400,44,44,4.04,0.762,0,1,32
502,400,42,42,-2.26,0.7615,0,1,32
503,400,39,39,-9.76,0.7611,0,1,32
504,400,40,40,-5.76,0.7606,0,1,32
505,400,39,39,-13.86,0.7601,0,1,32
506,400,43,43,-4.51,0.7597,0,1,32
507,400,40,40,-9.86,0.7592,0,1,32
508,400,37,37,-9.91,0.7587,0,1,32
509,400,36,36,-17.71,0.7582,0,1,32
510,400,41,41,-8.56,0.7578,0,1,32
511,400,35,35,-18.51,0.7573,0,1,32
512,400,37,37,-19.01,0.7568,0,1,32
513,400,44,44,7.39,0.7563,0,1,32
514,400,48,48,-1.06,0.7559,0,1,32
515,400,49,49,-0.66,0.7554,0,1,32
516,400,47,47,-2.71,0.7549,0,1,32
517,400,40,40,-5.11,0.7544,0,1,32
518,400,33,33,-13.21,0.754,0,1,32
519,400,46,46,-0.76,0.7535,0,1,32
520,400,42,42,-3.36,0.753,0,1,32
521,400,38,38,-6.81,0.7525,0,1,32
522,400,49,49,10.84,0.752,0,1,32
523,400,35,35,-22.36,0.7516,0,1,32
524,400,39,39,-16.96,0.7511,0,1,32
525,400,44,44,-7.71,0.7506,0,1,32
526,400,49,49,-6.71,0.7501,0,1,32
527,400,41,41,-5.81,0.7497,0,1,32
528,400,45,45,-5.11,0.7492,0,1,32
529,400,43,43,1.39,0.7487,0,1,32
530,400,43,43,-6.26,0.7483,0,1,32
531,400,31,31,-17.81,0.7478,0,1,32
532,400,40,40,-3.06,0.7473,0,1,32
533,400,46,46,0.39,0.7468,0,1,32
534,400,25,25,-25.06,0.7464,0,1,32
535,400,34,34,-10.91,0.7459,0,1,32
536,400,32,32,-15.76,0.7454,0,1,32
537,400,42,42,-4.66,0.7449,0,1,32
538,400,38,38,-9.41,0.7445,0,1,32
539,400,45,45,-0.16,0.744,0,1,32
540,400,39,39,-7.71,0.7435,0,1,32
541,400,35,37,-9.36,0.743,0,1,32
542,400,38,38,-13.91,0.7426,0,1,32
543,400,45,45,-11.26,0.7421,0,1,32
544,400,42,42,-4.71,0.7416,0,1,32
545,400,43,43,-2.26,0.7411,0,1,32
546,400,40,40,-10.51,0.7407,0,1,32
547,400,43,43,-5.41,0.7402,0,1,32
548,400,41,41,-10.71,0.7397,0,1,32
549,400,48,48,4.59,0.7392,0,1,32
550,400,45,45,1.89,0.7388,0,1,32
551,400,34,34,-11.16,0.7383,0,1,32
552,400,43,43,-3.56,0.7378,0,1,32
553,400,41,41,-3.71,0.7373,0,1,32
554,400,41,41,-9.26,0.7369,0,1,32
555,400,46,46,-3.06,0.7364,0,1,32
556,400,45,45,-5.36,0.7359,0,1,32
557,400,48,48,-0.11,0.7354,0,1,32
558,400,45,45,2.59,0.7349,0,1,32
559,327,49,51,8.67,0.7345,0,1,32
560,400,46,46,7.94,0.734,0,1,32
561,400,45,45,-2.11,0.7335,0,1,32
562,400,43,43,-5.16,0.733,0,1,32
563,400,41,41,-7.61,0.7326,0,1,32
564,400,45,45,4.34,0.7321,0,1,32
565,400,46,46,1.54,0.7316,0,1,32
566,390,49,51,16.24,0.7311,0,1,32
567,400,40,40,-2.01,0.7307,0,1,32
568,400,43,43,-6.16,0.7302,0,1,32
569,400,43,43,3.29,0.7297,0,1,32
570,400,41,43,0.09,0.7292,0,1,32
571,400,46,46,6.34,0.7288,0,1,32
572,400,40,40,-6.76,0.7283,0,1,32
573,400,30,30,-19.56,0.7278,0,1,32
574,400,42,42,-5.06,0.7274,0,1,32
575,400,45,45,-5.91,0.7269,0,1,32
576,400,46,46,-6.46,0.7264,0,1,32
577,400,45,45,0.69,0.7259,0,1,32
578,400,47,47,3.24,0.7255,0,1,32
579,400,46,48,-4.51,0.725,0,1,32
580,400,45,45,0.29,0.7245,0,1,32
581,400,44,44,-6.71,0.724,0,1,32
582,400,44,44,-0.56,0.7236,0,1,32
583,400,47,47,7.29,0.7231,0,1,32
584,400,48,48,1.94,0.7226,0,1,32
